symbol,timeframe,universe_month,selected_top50,relative_path,size_bytes
1000SATSUSDT,4h,2024-02,True,1000SATSUSDT/4h/1000SATSUSDT-4h-2024-02.zip,9973
1000SHIBUSDT,4h,2021-06,False,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-06.zip,9938
1000SHIBUSDT,4h,2021-07,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-07.zip,9951
1000SHIBUSDT,4h,2021-08,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-08.zip,10036
1000SHIBUSDT,4h,2021-09,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-09.zip,9655
1000SHIBUSDT,4h,2021-10,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-10.zip,10826
1000SHIBUSDT,4h,2021-11,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-11.zip,10490
1000SHIBUSDT,4h,2021-12,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2021-12.zip,10551
1000SHIBUSDT,4h,2022-01,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-01.zip,10479
1000SHIBUSDT,4h,2022-02,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-02.zip,9685
1000SHIBUSDT,4h,2022-03,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-03.zip,10404
1000SHIBUSDT,4h,2022-04,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-04.zip,10036
1000SHIBUSDT,4h,2022-05,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-05.zip,10365
1000SHIBUSDT,4h,2022-06,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-06.zip,10001
1000SHIBUSDT,4h,2022-07,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-07.zip,10235
1000SHIBUSDT,4h,2022-08,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-08.zip,10284
1000SHIBUSDT,4h,2022-09,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-09.zip,9891
1000SHIBUSDT,4h,2022-10,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-10.zip,10092
1000SHIBUSDT,4h,2022-11,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-11.zip,9847
1000SHIBUSDT,4h,2022-12,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2022-12.zip,9812
1000SHIBUSDT,4h,2023-01,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-01.zip,10180
1000SHIBUSDT,4h,2023-02,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-02.zip,9366
1000SHIBUSDT,4h,2023-03,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-03.zip,10122
1000SHIBUSDT,4h,2023-04,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-04.zip,9667
1000SHIBUSDT,4h,2023-05,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-05.zip,9813
1000SHIBUSDT,4h,2023-06,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-06.zip,9681
1000SHIBUSDT,4h,2023-07,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-07.zip,9935
1000SHIBUSDT,4h,2023-08,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-08.zip,10313
1000SHIBUSDT,4h,2023-09,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-09.zip,9459
1000SHIBUSDT,4h,2023-10,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-10.zip,9859
1000SHIBUSDT,4h,2023-11,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-11.zip,9704
1000SHIBUSDT,4h,2023-12,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2023-12.zip,10126
1000SHIBUSDT,4h,2024-01,True,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2024-01.zip,9936
1000SHIBUSDT,4h,2024-02,False,1000SHIBUSDT/4h/1000SHIBUSDT-4h-2024-02.zip,9248
1000XECUSDT,4h,2023-06,False,1000XECUSDT/4h/1000XECUSDT-4h-2023-06.zip,8498
1000XECUSDT,4h,2023-07,False,1000XECUSDT/4h/1000XECUSDT-4h-2023-07.zip,9374
1000XECUSDT,4h,2023-08,True,1000XECUSDT/4h/1000XECUSDT-4h-2023-08.zip,8832
1INCHUSDT,4h,2021-01,False,1INCHUSDT/4h/1INCHUSDT-4h-2021-01.zip,9093
1INCHUSDT,4h,2021-02,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-02.zip,8349
1INCHUSDT,4h,2021-03,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-03.zip,9035
1INCHUSDT,4h,2021-04,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-04.zip,8888
1INCHUSDT,4h,2021-05,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-05.zip,9240
1INCHUSDT,4h,2021-06,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-06.zip,8831
1INCHUSDT,4h,2021-07,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-07.zip,8958
1INCHUSDT,4h,2021-08,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-08.zip,9051
1INCHUSDT,4h,2021-09,False,1INCHUSDT/4h/1INCHUSDT-4h-2021-09.zip,8809
1INCHUSDT,4h,2021-10,False,1INCHUSDT/4h/1INCHUSDT-4h-2021-10.zip,9144
1INCHUSDT,4h,2021-11,True,1INCHUSDT/4h/1INCHUSDT-4h-2021-11.zip,8767
1INCHUSDT,4h,2021-12,False,1INCHUSDT/4h/1INCHUSDT-4h-2021-12.zip,9054
1INCHUSDT,4h,2022-01,True,1INCHUSDT/4h/1INCHUSDT-4h-2022-01.zip,9079
1INCHUSDT,4h,2022-02,False,1INCHUSDT/4h/1INCHUSDT-4h-2022-02.zip,8121
1INCHUSDT,4h,2022-03,True,1INCHUSDT/4h/1INCHUSDT-4h-2022-03.zip,8970
1INCHUSDT,4h,2023-06,False,1INCHUSDT/4h/1INCHUSDT-4h-2023-06.zip,8361
1INCHUSDT,4h,2023-07,False,1INCHUSDT/4h/1INCHUSDT-4h-2023-07.zip,8818
1INCHUSDT,4h,2023-08,True,1INCHUSDT/4h/1INCHUSDT-4h-2023-08.zip,8486
AAVEUSDT,4h,2020-11,False,AAVEUSDT/4h/AAVEUSDT-4h-2020-11.zip,8931
AAVEUSDT,4h,2020-12,True,AAVEUSDT/4h/AAVEUSDT-4h-2020-12.zip,9045
AAVEUSDT,4h,2021-01,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-01.zip,9427
AAVEUSDT,4h,2021-02,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-02.zip,8769
AAVEUSDT,4h,2021-03,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-03.zip,9452
AAVEUSDT,4h,2021-04,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-04.zip,9322
AAVEUSDT,4h,2021-05,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-05.zip,9546
AAVEUSDT,4h,2021-06,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-06.zip,8785
AAVEUSDT,4h,2021-07,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-07.zip,9198
AAVEUSDT,4h,2021-08,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-08.zip,9082
AAVEUSDT,4h,2021-09,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-09.zip,8775
AAVEUSDT,4h,2021-10,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-10.zip,8924
AAVEUSDT,4h,2021-11,True,AAVEUSDT/4h/AAVEUSDT-4h-2021-11.zip,8622
AAVEUSDT,4h,2021-12,False,AAVEUSDT/4h/AAVEUSDT-4h-2021-12.zip,9024
AAVEUSDT,4h,2022-01,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-01.zip,9125
AAVEUSDT,4h,2022-02,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-02.zip,8092
AAVEUSDT,4h,2022-03,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-03.zip,9015
AAVEUSDT,4h,2022-04,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-04.zip,8873
AAVEUSDT,4h,2022-05,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-05.zip,9070
AAVEUSDT,4h,2022-06,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-06.zip,8715
AAVEUSDT,4h,2022-07,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-07.zip,8976
AAVEUSDT,4h,2022-08,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-08.zip,8902
AAVEUSDT,4h,2022-09,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-09.zip,8377
AAVEUSDT,4h,2022-10,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-10.zip,8611
AAVEUSDT,4h,2022-11,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-11.zip,8462
AAVEUSDT,4h,2022-12,True,AAVEUSDT/4h/AAVEUSDT-4h-2022-12.zip,8397
AAVEUSDT,4h,2023-01,False,AAVEUSDT/4h/AAVEUSDT-4h-2023-01.zip,8725
AAVEUSDT,4h,2023-02,True,AAVEUSDT/4h/AAVEUSDT-4h-2023-02.zip,7846
AAVEUSDT,4h,2023-05,False,AAVEUSDT/4h/AAVEUSDT-4h-2023-05.zip,8375
AAVEUSDT,4h,2023-06,False,AAVEUSDT/4h/AAVEUSDT-4h-2023-06.zip,8318
AAVEUSDT,4h,2023-07,True,AAVEUSDT/4h/AAVEUSDT-4h-2023-07.zip,8759
AAVEUSDT,4h,2023-08,True,AAVEUSDT/4h/AAVEUSDT-4h-2023-08.zip,8480
AAVEUSDT,4h,2023-09,False,AAVEUSDT/4h/AAVEUSDT-4h-2023-09.zip,8131
AAVEUSDT,4h,2023-10,False,AAVEUSDT/4h/AAVEUSDT-4h-2023-10.zip,8586
AAVEUSDT,4h,2023-11,True,AAVEUSDT/4h/AAVEUSDT-4h-2023-11.zip,8457
ACHUSDT,4h,2023-03,False,ACHUSDT/4h/ACHUSDT-4h-2023-03.zip,9737
ACHUSDT,4h,2023-04,False,ACHUSDT/4h/ACHUSDT-4h-2023-04.zip,9370
ACHUSDT,4h,2023-05,True,ACHUSDT/4h/ACHUSDT-4h-2023-05.zip,9549
ADAUSDT,4h,2020-03,True,ADAUSDT/4h/ADAUSDT-4h-2020-03.zip,8864
ADAUSDT,4h,2020-04,True,ADAUSDT/4h/ADAUSDT-4h-2020-04.zip,8476
ADAUSDT,4h,2020-05,True,ADAUSDT/4h/ADAUSDT-4h-2020-05.zip,9044
ADAUSDT,4h,2020-06,True,ADAUSDT/4h/ADAUSDT-4h-2020-06.zip,8958
ADAUSDT,4h,2020-07,True,ADAUSDT/4h/ADAUSDT-4h-2020-07.zip,9527
ADAUSDT,4h,2020-08,True,ADAUSDT/4h/ADAUSDT-4h-2020-08.zip,9307
ADAUSDT,4h,2020-09,True,ADAUSDT/4h/ADAUSDT-4h-2020-09.zip,8988
ADAUSDT,4h,2020-10,True,ADAUSDT/4h/ADAUSDT-4h-2020-10.zip,9213
ADAUSDT,4h,2020-11,True,ADAUSDT/4h/ADAUSDT-4h-2020-11.zip,9138
ADAUSDT,4h,2020-12,True,ADAUSDT/4h/ADAUSDT-4h-2020-12.zip,9474
ADAUSDT,4h,2021-01,True,ADAUSDT/4h/ADAUSDT-4h-2021-01.zip,9856
ADAUSDT,4h,2021-02,True,ADAUSDT/4h/ADAUSDT-4h-2021-02.zip,9217
ADAUSDT,4h,2021-03,True,ADAUSDT/4h/ADAUSDT-4h-2021-03.zip,10068
ADAUSDT,4h,2021-04,True,ADAUSDT/4h/ADAUSDT-4h-2021-04.zip,9730
ADAUSDT,4h,2021-05,True,ADAUSDT/4h/ADAUSDT-4h-2021-05.zip,10092
ADAUSDT,4h,2021-06,True,ADAUSDT/4h/ADAUSDT-4h-2021-06.zip,9384
ADAUSDT,4h,2021-07,True,ADAUSDT/4h/ADAUSDT-4h-2021-07.zip,9447
ADAUSDT,4h,2021-08,True,ADAUSDT/4h/ADAUSDT-4h-2021-08.zip,9741
ADAUSDT,4h,2021-09,True,ADAUSDT/4h/ADAUSDT-4h-2021-09.zip,9421
ADAUSDT,4h,2021-10,True,ADAUSDT/4h/ADAUSDT-4h-2021-10.zip,9451
ADAUSDT,4h,2021-11,True,ADAUSDT/4h/ADAUSDT-4h-2021-11.zip,9266
ADAUSDT,4h,2021-12,True,ADAUSDT/4h/ADAUSDT-4h-2021-12.zip,9476
ADAUSDT,4h,2022-01,True,ADAUSDT/4h/ADAUSDT-4h-2022-01.zip,9744
ADAUSDT,4h,2022-02,True,ADAUSDT/4h/ADAUSDT-4h-2022-02.zip,8718
ADAUSDT,4h,2022-03,True,ADAUSDT/4h/ADAUSDT-4h-2022-03.zip,9578
ADAUSDT,4h,2022-04,True,ADAUSDT/4h/ADAUSDT-4h-2022-04.zip,9213
ADAUSDT,4h,2022-05,True,ADAUSDT/4h/ADAUSDT-4h-2022-05.zip,9641
ADAUSDT,4h,2022-06,True,ADAUSDT/4h/ADAUSDT-4h-2022-06.zip,9326
ADAUSDT,4h,2022-07,True,ADAUSDT/4h/ADAUSDT-4h-2022-07.zip,9437
ADAUSDT,4h,2022-08,True,ADAUSDT/4h/ADAUSDT-4h-2022-08.zip,9404
ADAUSDT,4h,2022-09,True,ADAUSDT/4h/ADAUSDT-4h-2022-09.zip,9116
ADAUSDT,4h,2022-10,True,ADAUSDT/4h/ADAUSDT-4h-2022-10.zip,9287
ADAUSDT,4h,2022-11,True,ADAUSDT/4h/ADAUSDT-4h-2022-11.zip,9054
ADAUSDT,4h,2022-12,True,ADAUSDT/4h/ADAUSDT-4h-2022-12.zip,9032
ADAUSDT,4h,2023-01,True,ADAUSDT/4h/ADAUSDT-4h-2023-01.zip,9343
ADAUSDT,4h,2023-02,True,ADAUSDT/4h/ADAUSDT-4h-2023-02.zip,8422
ADAUSDT,4h,2023-03,True,ADAUSDT/4h/ADAUSDT-4h-2023-03.zip,9375
ADAUSDT,4h,2023-04,True,ADAUSDT/4h/ADAUSDT-4h-2023-04.zip,8999
ADAUSDT,4h,2023-05,True,ADAUSDT/4h/ADAUSDT-4h-2023-05.zip,9085
ADAUSDT,4h,2023-06,True,ADAUSDT/4h/ADAUSDT-4h-2023-06.zip,9066
ADAUSDT,4h,2023-07,True,ADAUSDT/4h/ADAUSDT-4h-2023-07.zip,9163
ADAUSDT,4h,2023-08,True,ADAUSDT/4h/ADAUSDT-4h-2023-08.zip,9038
ADAUSDT,4h,2023-09,True,ADAUSDT/4h/ADAUSDT-4h-2023-09.zip,8541
ADAUSDT,4h,2023-10,True,ADAUSDT/4h/ADAUSDT-4h-2023-10.zip,9070
ADAUSDT,4h,2023-11,True,ADAUSDT/4h/ADAUSDT-4h-2023-11.zip,9003
ADAUSDT,4h,2023-12,True,ADAUSDT/4h/ADAUSDT-4h-2023-12.zip,9538
ADAUSDT,4h,2024-01,True,ADAUSDT/4h/ADAUSDT-4h-2024-01.zip,9382
ADAUSDT,4h,2024-02,True,ADAUSDT/4h/ADAUSDT-4h-2024-02.zip,8823
AGIXUSDT,4h,2023-03,False,AGIXUSDT/4h/AGIXUSDT-4h-2023-03.zip,9687
AGIXUSDT,4h,2023-04,True,AGIXUSDT/4h/AGIXUSDT-4h-2023-04.zip,8944
AGIXUSDT,4h,2023-05,False,AGIXUSDT/4h/AGIXUSDT-4h-2023-05.zip,9286
AGIXUSDT,4h,2023-06,True,AGIXUSDT/4h/AGIXUSDT-4h-2023-06.zip,8906
AGIXUSDT,4h,2024-01,False,AGIXUSDT/4h/AGIXUSDT-4h-2024-01.zip,8926
AGIXUSDT,4h,2024-02,False,AGIXUSDT/4h/AGIXUSDT-4h-2024-02.zip,8803
AGLDUSDT,4h,2023-09,False,AGLDUSDT/4h/AGLDUSDT-4h-2023-09.zip,8931
AGLDUSDT,4h,2023-10,False,AGLDUSDT/4h/AGLDUSDT-4h-2023-10.zip,9088
AGLDUSDT,4h,2023-11,True,AGLDUSDT/4h/AGLDUSDT-4h-2023-11.zip,8829
AIUSDT,4h,2024-02,False,AIUSDT/4h/AIUSDT-4h-2024-02.zip,9394
ALGOUSDT,4h,2020-07,False,ALGOUSDT/4h/ALGOUSDT-4h-2020-07.zip,9059
ALGOUSDT,4h,2020-08,True,ALGOUSDT/4h/ALGOUSDT-4h-2020-08.zip,9414
ALGOUSDT,4h,2020-09,True,ALGOUSDT/4h/ALGOUSDT-4h-2020-09.zip,8900
ALGOUSDT,4h,2020-10,True,ALGOUSDT/4h/ALGOUSDT-4h-2020-10.zip,8940
ALGOUSDT,4h,2020-11,True,ALGOUSDT/4h/ALGOUSDT-4h-2020-11.zip,8793
ALGOUSDT,4h,2020-12,True,ALGOUSDT/4h/ALGOUSDT-4h-2020-12.zip,9123
ALGOUSDT,4h,2021-01,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-01.zip,9358
ALGOUSDT,4h,2021-02,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-02.zip,8745
ALGOUSDT,4h,2021-03,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-03.zip,9550
ALGOUSDT,4h,2021-04,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-04.zip,9254
ALGOUSDT,4h,2021-08,False,ALGOUSDT/4h/ALGOUSDT-4h-2021-08.zip,9467
ALGOUSDT,4h,2021-09,False,ALGOUSDT/4h/ALGOUSDT-4h-2021-09.zip,9613
ALGOUSDT,4h,2021-10,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-10.zip,9730
ALGOUSDT,4h,2021-11,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-11.zip,9402
ALGOUSDT,4h,2021-12,True,ALGOUSDT/4h/ALGOUSDT-4h-2021-12.zip,9686
ALGOUSDT,4h,2022-01,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-01.zip,9756
ALGOUSDT,4h,2022-02,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-02.zip,8742
ALGOUSDT,4h,2022-03,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-03.zip,9636
ALGOUSDT,4h,2022-04,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-04.zip,9268
ALGOUSDT,4h,2022-05,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-05.zip,9801
ALGOUSDT,4h,2022-06,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-06.zip,9232
ALGOUSDT,4h,2022-08,False,ALGOUSDT/4h/ALGOUSDT-4h-2022-08.zip,9307
ALGOUSDT,4h,2022-09,False,ALGOUSDT/4h/ALGOUSDT-4h-2022-09.zip,9148
ALGOUSDT,4h,2022-10,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-10.zip,9361
ALGOUSDT,4h,2022-11,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-11.zip,9373
ALGOUSDT,4h,2022-12,True,ALGOUSDT/4h/ALGOUSDT-4h-2022-12.zip,9220
ALGOUSDT,4h,2023-01,True,ALGOUSDT/4h/ALGOUSDT-4h-2023-01.zip,9343
ALICEUSDT,4h,2021-04,False,ALICEUSDT/4h/ALICEUSDT-4h-2021-04.zip,8744
ALICEUSDT,4h,2021-05,False,ALICEUSDT/4h/ALICEUSDT-4h-2021-05.zip,9194
ALICEUSDT,4h,2021-06,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-06.zip,8627
ALICEUSDT,4h,2021-07,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-07.zip,9385
ALICEUSDT,4h,2021-08,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-08.zip,9507
ALICEUSDT,4h,2021-09,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-09.zip,9080
ALICEUSDT,4h,2021-10,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-10.zip,9216
ALICEUSDT,4h,2021-11,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-11.zip,9154
ALICEUSDT,4h,2021-12,True,ALICEUSDT/4h/ALICEUSDT-4h-2021-12.zip,9326
ALICEUSDT,4h,2022-01,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-01.zip,9325
ALICEUSDT,4h,2022-02,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-02.zip,8466
ALICEUSDT,4h,2022-03,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-03.zip,9148
ALICEUSDT,4h,2022-04,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-04.zip,8849
ALICEUSDT,4h,2022-05,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-05.zip,9162
ALICEUSDT,4h,2022-06,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-06.zip,8788
ALICEUSDT,4h,2022-07,True,ALICEUSDT/4h/ALICEUSDT-4h-2022-07.zip,8817
ALPHAUSDT,4h,2020-12,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2020-12.zip,9019
ALPHAUSDT,4h,2021-01,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-01.zip,9538
ALPHAUSDT,4h,2021-02,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-02.zip,8782
ALPHAUSDT,4h,2021-03,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-03.zip,9610
ALPHAUSDT,4h,2021-04,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-04.zip,9331
ALPHAUSDT,4h,2021-06,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-06.zip,8714
ALPHAUSDT,4h,2021-07,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-07.zip,9175
ALPHAUSDT,4h,2021-08,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-08.zip,9209
ALPHAUSDT,4h,2021-09,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2021-09.zip,8793
ALPHAUSDT,4h,2022-03,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2022-03.zip,8959
ALPHAUSDT,4h,2022-04,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2022-04.zip,8872
ALPHAUSDT,4h,2022-05,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2022-05.zip,9029
ALPHAUSDT,4h,2022-12,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2022-12.zip,8961
ALPHAUSDT,4h,2023-01,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-01.zip,9578
ALPHAUSDT,4h,2023-02,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-02.zip,8484
ALPHAUSDT,4h,2023-03,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-03.zip,9243
ALPHAUSDT,4h,2023-04,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-04.zip,8932
ALPHAUSDT,4h,2023-05,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-05.zip,9390
ALPHAUSDT,4h,2023-06,False,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-06.zip,9289
ALPHAUSDT,4h,2023-07,True,ALPHAUSDT/4h/ALPHAUSDT-4h-2023-07.zip,9154
ALTUSDT,4h,2024-02,False,ALTUSDT/4h/ALTUSDT-4h-2024-02.zip,9562
AMBUSDT,4h,2023-05,False,AMBUSDT/4h/AMBUSDT-4h-2023-05.zip,9054
AMBUSDT,4h,2023-06,False,AMBUSDT/4h/AMBUSDT-4h-2023-06.zip,9167
AMBUSDT,4h,2023-07,True,AMBUSDT/4h/AMBUSDT-4h-2023-07.zip,9032
ANCUSDT,4h,2022-04,False,ANCUSDT/4h/ANCUSDT-4h-2022-04.zip,8726
ANCUSDT,4h,2022-05,True,ANCUSDT/4h/ANCUSDT-4h-2022-05.zip,3930
ANKRUSDT,4h,2021-02,False,ANKRUSDT/4h/ANKRUSDT-4h-2021-02.zip,8859
ANKRUSDT,4h,2021-03,False,ANKRUSDT/4h/ANKRUSDT-4h-2021-03.zip,10168
ANKRUSDT,4h,2021-04,True,ANKRUSDT/4h/ANKRUSDT-4h-2021-04.zip,9795
