symbol,feature_id,status,aggregate_delta_log_loss,positive_fold_fraction,independent_block_count,fold_count
1000FLOKIUSDT,donchian_breakout20,SURVIVOR,0.001303664591641855,0.5431472081218274,66,66
1000FLOKIUSDT,roc6,SURVIVOR,0.0024007422823768693,0.6294416243654822,66,66
1000FLOKIUSDT,vwap_deviation20,SURVIVOR,0.0023281266255170013,0.6395939086294417,66,66
1000FLOKIUSDT,cvd_slope6,SURVIVOR,0.0020888878043512976,0.5329949238578681,66,66
