symbol,feature_id,status,aggregate_delta_log_loss,positive_fold_fraction,independent_block_count,fold_count
1000BONKUSDT,roc6,SURVIVOR,0.0002944057278674306,0.6666666666666666,3,3
1000BONKUSDT,cvd_slope6,SURVIVOR,4.547776476515608e-07,0.6666666666666666,3,3
1000FLOKIUSDT,roc6,SURVIVOR,0.003372781750602553,1.0,3,3
1000FLOKIUSDT,taker_buy_sell_ratio,SURVIVOR,0.003303522503048014,1.0,3,3
1000FLOKIUSDT,cvd_slope6,SURVIVOR,0.0027916681759415085,1.0,3,3
