market,symbol,archive_dataset,interval,first_archive_month,last_archive_month,available_month_count,missing_month_count_inside_observed_span,object_count,compressed_bytes_from_s3_listing,first_key,last_key,eligible,instrument_class,exclusion_reason,evidence
spot,0GBNB,klines,15m,2025-09,2026-01,5,0,5,215068,data/spot/monthly/klines/0GBNB/15m/0GBNB-15m-2025-09.zip,data/spot/monthly/klines/0GBNB/15m/0GBNB-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,0GFDUSD,klines,15m,2025-09,2026-01,5,0,5,212968,data/spot/monthly/klines/0GFDUSD/15m/0GFDUSD-15m-2025-09.zip,data/spot/monthly/klines/0GFDUSD/15m/0GFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,0GTRY,klines,15m,2025-09,2026-07,11,0,11,1107997,data/spot/monthly/klines/0GTRY/15m/0GTRY-15m-2025-09.zip,data/spot/monthly/klines/0GTRY/15m/0GTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,0GUSDC,klines,15m,2025-09,2026-07,11,0,11,1102062,data/spot/monthly/klines/0GUSDC/15m/0GUSDC-15m-2025-09.zip,data/spot/monthly/klines/0GUSDC/15m/0GUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,0GUSDT,klines,15m,2025-09,2026-07,11,0,11,1196341,data/spot/monthly/klines/0GUSDT/15m/0GUSDT-15m-2025-09.zip,data/spot/monthly/klines/0GUSDT/15m/0GUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,1000CATBNB,klines,15m,2024-12,2025-09,10,0,10,457824,data/spot/monthly/klines/1000CATBNB/15m/1000CATBNB-15m-2024-12.zip,data/spot/monthly/klines/1000CATBNB/15m/1000CATBNB-15m-2025-09.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000CATFDUSD,klines,15m,2024-12,2025-10,11,0,11,666869,data/spot/monthly/klines/1000CATFDUSD/15m/1000CATFDUSD-15m-2024-12.zip,data/spot/monthly/klines/1000CATFDUSD/15m/1000CATFDUSD-15m-2025-10.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000CATTRY,klines,15m,2024-12,2026-07,20,0,20,1773707,data/spot/monthly/klines/1000CATTRY/15m/1000CATTRY-15m-2024-12.zip,data/spot/monthly/klines/1000CATTRY/15m/1000CATTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000CATUSDC,klines,15m,2024-12,2026-07,20,0,20,1552207,data/spot/monthly/klines/1000CATUSDC/15m/1000CATUSDC-15m-2024-12.zip,data/spot/monthly/klines/1000CATUSDC/15m/1000CATUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000CATUSDT,klines,15m,2024-12,2026-07,20,0,20,2286048,data/spot/monthly/klines/1000CATUSDT/15m/1000CATUSDT-15m-2024-12.zip,data/spot/monthly/klines/1000CATUSDT/15m/1000CATUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,1000CHEEMSUSDC,klines,15m,2025-02,2026-07,18,0,18,1380778,data/spot/monthly/klines/1000CHEEMSUSDC/15m/1000CHEEMSUSDC-15m-2025-02.zip,data/spot/monthly/klines/1000CHEEMSUSDC/15m/1000CHEEMSUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000CHEEMSUSDT,klines,15m,2025-02,2026-07,18,0,18,2122858,data/spot/monthly/klines/1000CHEEMSUSDT/15m/1000CHEEMSUSDT-15m-2025-02.zip,data/spot/monthly/klines/1000CHEEMSUSDT/15m/1000CHEEMSUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,1000SATSFDUSD,klines,15m,2023-12,2026-01,26,0,26,2531463,data/spot/monthly/klines/1000SATSFDUSD/15m/1000SATSFDUSD-15m-2023-12.zip,data/spot/monthly/klines/1000SATSFDUSD/15m/1000SATSFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000SATSTRY,klines,15m,2023-12,2026-07,32,0,32,4061957,data/spot/monthly/klines/1000SATSTRY/15m/1000SATSTRY-15m-2023-12.zip,data/spot/monthly/klines/1000SATSTRY/15m/1000SATSTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000SATSUSDC,klines,15m,2024-07,2026-07,25,0,25,2647552,data/spot/monthly/klines/1000SATSUSDC/15m/1000SATSUSDC-15m-2024-07.zip,data/spot/monthly/klines/1000SATSUSDC/15m/1000SATSUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1000SATSUSDT,klines,15m,2023-12,2026-07,32,0,32,4291081,data/spot/monthly/klines/1000SATSUSDT/15m/1000SATSUSDT-15m-2023-12.zip,data/spot/monthly/klines/1000SATSUSDT/15m/1000SATSUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,1INCHBTC,klines,15m,2020-12,2026-04,65,0,65,5030895,data/spot/monthly/klines/1INCHBTC/15m/1INCHBTC-15m-2020-12.zip,data/spot/monthly/klines/1INCHBTC/15m/1INCHBTC-15m-2026-04.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1INCHBUSD,klines,15m,2021-02,2023-10,33,0,33,3229889,data/spot/monthly/klines/1INCHBUSD/15m/1INCHBUSD-15m-2021-02.zip,data/spot/monthly/klines/1INCHBUSD/15m/1INCHBUSD-15m-2023-10.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1INCHDOWNUSDT,klines,15m,2021-04,2021-12,9,0,9,958973,data/spot/monthly/klines/1INCHDOWNUSDT/15m/1INCHDOWNUSDT-15m-2021-04.zip,data/spot/monthly/klines/1INCHDOWNUSDT/15m/1INCHDOWNUSDT-15m-2021-12.zip,False,SYNTHETIC_OR_LEVERAGED,LEVERAGED_TOKEN_SUFFIX,symbol naming policy
spot,1INCHUPUSDT,klines,15m,2021-04,2021-12,9,0,9,1053244,data/spot/monthly/klines/1INCHUPUSDT/15m/1INCHUPUSDT-15m-2021-04.zip,data/spot/monthly/klines/1INCHUPUSDT/15m/1INCHUPUSDT-15m-2021-12.zip,False,SYNTHETIC_OR_LEVERAGED,LEVERAGED_TOKEN_SUFFIX,symbol naming policy
spot,1INCHUSDC,klines,15m,2025-11,2026-07,9,0,9,444957,data/spot/monthly/klines/1INCHUSDC/15m/1INCHUSDC-15m-2025-11.zip,data/spot/monthly/klines/1INCHUSDC/15m/1INCHUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1INCHUSDT,klines,15m,2020-12,2026-07,68,0,68,7934692,data/spot/monthly/klines/1INCHUSDT/15m/1INCHUSDT-15m-2020-12.zip,data/spot/monthly/klines/1INCHUSDT/15m/1INCHUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,1MBABYDOGEFDUSD,klines,15m,2024-09,2026-01,17,0,17,1496442,data/spot/monthly/klines/1MBABYDOGEFDUSD/15m/1MBABYDOGEFDUSD-15m-2024-09.zip,data/spot/monthly/klines/1MBABYDOGEFDUSD/15m/1MBABYDOGEFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1MBABYDOGETRY,klines,15m,2024-09,2026-07,23,0,23,2292942,data/spot/monthly/klines/1MBABYDOGETRY/15m/1MBABYDOGETRY-15m-2024-09.zip,data/spot/monthly/klines/1MBABYDOGETRY/15m/1MBABYDOGETRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1MBABYDOGEUSDC,klines,15m,2024-11,2026-07,21,0,21,1867827,data/spot/monthly/klines/1MBABYDOGEUSDC/15m/1MBABYDOGEUSDC-15m-2024-11.zip,data/spot/monthly/klines/1MBABYDOGEUSDC/15m/1MBABYDOGEUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,1MBABYDOGEUSDT,klines,15m,2024-09,2026-07,23,0,23,2980073,data/spot/monthly/klines/1MBABYDOGEUSDT/15m/1MBABYDOGEUSDT-15m-2024-09.zip,data/spot/monthly/klines/1MBABYDOGEUSDT/15m/1MBABYDOGEUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,2ZBNB,klines,15m,2025-10,2026-01,4,0,4,111574,data/spot/monthly/klines/2ZBNB/15m/2ZBNB-15m-2025-10.zip,data/spot/monthly/klines/2ZBNB/15m/2ZBNB-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,2ZFDUSD,klines,15m,2025-10,2026-01,4,0,4,273385,data/spot/monthly/klines/2ZFDUSD/15m/2ZFDUSD-15m-2025-10.zip,data/spot/monthly/klines/2ZFDUSD/15m/2ZFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,2ZTRY,klines,15m,2025-10,2026-07,10,0,10,984279,data/spot/monthly/klines/2ZTRY/15m/2ZTRY-15m-2025-10.zip,data/spot/monthly/klines/2ZTRY/15m/2ZTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,2ZUSDC,klines,15m,2025-10,2026-07,10,0,10,1096898,data/spot/monthly/klines/2ZUSDC/15m/2ZUSDC-15m-2025-10.zip,data/spot/monthly/klines/2ZUSDC/15m/2ZUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,2ZUSDT,klines,15m,2025-10,2026-07,10,0,10,1180545,data/spot/monthly/klines/2ZUSDT/15m/2ZUSDT-15m-2025-10.zip,data/spot/monthly/klines/2ZUSDT/15m/2ZUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,A2ZUSDC,klines,15m,2025-08,2026-04,9,0,9,482729,data/spot/monthly/klines/A2ZUSDC/15m/A2ZUSDC-15m-2025-08.zip,data/spot/monthly/klines/A2ZUSDC/15m/A2ZUSDC-15m-2026-04.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,A2ZUSDT,klines,15m,2025-07,2026-04,10,0,10,977184,data/spot/monthly/klines/A2ZUSDT/15m/A2ZUSDT-15m-2025-07.zip,data/spot/monthly/klines/A2ZUSDT/15m/A2ZUSDT-15m-2026-04.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,AAOIBUSDT,klines,15m,2026-07,2026-07,1,0,1,57424,data/spot/monthly/klines/AAOIBUSDT/15m/AAOIBUSDT-15m-2026-07.zip,data/spot/monthly/klines/AAOIBUSDT/15m/AAOIBUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,AAPLBUSDT,klines,15m,2026-07,2026-07,1,0,1,9572,data/spot/monthly/klines/AAPLBUSDT/15m/AAPLBUSDT-15m-2026-07.zip,data/spot/monthly/klines/AAPLBUSDT/15m/AAPLBUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,AAVEBKRW,klines,15m,2020-10,2021-01,4,0,4,174178,data/spot/monthly/klines/AAVEBKRW/15m/AAVEBKRW-15m-2020-10.zip,data/spot/monthly/klines/AAVEBKRW/15m/AAVEBKRW-15m-2021-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEBNB,klines,15m,2020-10,2024-05,44,0,44,4024445,data/spot/monthly/klines/AAVEBNB/15m/AAVEBNB-15m-2020-10.zip,data/spot/monthly/klines/AAVEBNB/15m/AAVEBNB-15m-2024-05.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEBRL,klines,15m,2021-07,2021-09,3,0,3,123753,data/spot/monthly/klines/AAVEBRL/15m/AAVEBRL-15m-2021-07.zip,data/spot/monthly/klines/AAVEBRL/15m/AAVEBRL-15m-2021-09.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEBTC,klines,15m,2020-10,2026-07,70,0,70,7039213,data/spot/monthly/klines/AAVEBTC/15m/AAVEBTC-15m-2020-10.zip,data/spot/monthly/klines/AAVEBTC/15m/AAVEBTC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEBUSD,klines,15m,2020-10,2023-11,38,0,38,4122389,data/spot/monthly/klines/AAVEBUSD/15m/AAVEBUSD-15m-2020-10.zip,data/spot/monthly/klines/AAVEBUSD/15m/AAVEBUSD-15m-2023-11.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEDOWNUSDT,klines,15m,2020-11,2021-11,13,0,13,1517712,data/spot/monthly/klines/AAVEDOWNUSDT/15m/AAVEDOWNUSDT-15m-2020-11.zip,data/spot/monthly/klines/AAVEDOWNUSDT/15m/AAVEDOWNUSDT-15m-2021-11.zip,False,SYNTHETIC_OR_LEVERAGED,LEVERAGED_TOKEN_SUFFIX,symbol naming policy
spot,AAVEETH,klines,15m,2020-10,2026-07,70,0,70,6278866,data/spot/monthly/klines/AAVEETH/15m/AAVEETH-15m-2020-10.zip,data/spot/monthly/klines/AAVEETH/15m/AAVEETH-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEFDUSD,klines,15m,2024-08,2026-01,18,0,18,1671139,data/spot/monthly/klines/AAVEFDUSD/15m/AAVEFDUSD-15m-2024-08.zip,data/spot/monthly/klines/AAVEFDUSD/15m/AAVEFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVETRY,klines,15m,2024-03,2026-07,29,0,29,2850275,data/spot/monthly/klines/AAVETRY/15m/AAVETRY-15m-2024-03.zip,data/spot/monthly/klines/AAVETRY/15m/AAVETRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEU,klines,15m,2026-03,2026-07,5,0,5,324124,data/spot/monthly/klines/AAVEU/15m/AAVEU-15m-2026-03.zip,data/spot/monthly/klines/AAVEU/15m/AAVEU-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEUPUSDT,klines,15m,2020-11,2021-11,13,0,13,1443308,data/spot/monthly/klines/AAVEUPUSDT/15m/AAVEUPUSDT-15m-2020-11.zip,data/spot/monthly/klines/AAVEUPUSDT/15m/AAVEUPUSDT-15m-2021-11.zip,False,SYNTHETIC_OR_LEVERAGED,LEVERAGED_TOKEN_SUFFIX,symbol naming policy
spot,AAVEUSDC,klines,15m,2024-09,2026-07,23,0,23,2804539,data/spot/monthly/klines/AAVEUSDC/15m/AAVEUSDC-15m-2024-09.zip,data/spot/monthly/klines/AAVEUSDC/15m/AAVEUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,AAVEUSDT,klines,15m,2020-10,2026-07,70,0,70,8938068,data/spot/monthly/klines/AAVEUSDT/15m/AAVEUSDT-15m-2020-10.zip,data/spot/monthly/klines/AAVEUSDT/15m/AAVEUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ABTC,klines,15m,2025-05,2026-01,9,0,9,340036,data/spot/monthly/klines/ABTC/15m/ABTC-15m-2025-05.zip,data/spot/monthly/klines/ABTC/15m/ABTC-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACABTC,klines,15m,2022-01,2025-05,41,0,41,2724362,data/spot/monthly/klines/ACABTC/15m/ACABTC-15m-2022-01.zip,data/spot/monthly/klines/ACABTC/15m/ACABTC-15m-2025-05.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACABUSD,klines,15m,2022-01,2023-09,21,0,21,2099034,data/spot/monthly/klines/ACABUSD/15m/ACABUSD-15m-2022-01.zip,data/spot/monthly/klines/ACABUSD/15m/ACABUSD-15m-2023-09.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACATRY,klines,15m,2023-07,2026-02,32,0,32,3013462,data/spot/monthly/klines/ACATRY/15m/ACATRY-15m-2023-07.zip,data/spot/monthly/klines/ACATRY/15m/ACATRY-15m-2026-02.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACAUSDT,klines,15m,2022-01,2026-02,50,0,50,5837398,data/spot/monthly/klines/ACAUSDT/15m/ACAUSDT-15m-2022-01.zip,data/spot/monthly/klines/ACAUSDT/15m/ACAUSDT-15m-2026-02.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ACEBNB,klines,15m,2023-12,2024-06,7,0,7,358148,data/spot/monthly/klines/ACEBNB/15m/ACEBNB-15m-2023-12.zip,data/spot/monthly/klines/ACEBNB/15m/ACEBNB-15m-2024-06.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACEBTC,klines,15m,2023-12,2024-12,13,0,13,817620,data/spot/monthly/klines/ACEBTC/15m/ACEBTC-15m-2023-12.zip,data/spot/monthly/klines/ACEBTC/15m/ACEBTC-15m-2024-12.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACEFDUSD,klines,15m,2023-12,2024-10,11,0,11,762865,data/spot/monthly/klines/ACEFDUSD/15m/ACEFDUSD-15m-2023-12.zip,data/spot/monthly/klines/ACEFDUSD/15m/ACEFDUSD-15m-2024-10.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACETRY,klines,15m,2023-12,2026-07,32,0,32,2911492,data/spot/monthly/klines/ACETRY/15m/ACETRY-15m-2023-12.zip,data/spot/monthly/klines/ACETRY/15m/ACETRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACEUSDT,klines,15m,2023-12,2026-07,32,0,32,3479523,data/spot/monthly/klines/ACEUSDT/15m/ACEUSDT-15m-2023-12.zip,data/spot/monthly/klines/ACEUSDT/15m/ACEUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ACHBTC,klines,15m,2022-01,2025-12,48,0,48,2273278,data/spot/monthly/klines/ACHBTC/15m/ACHBTC-15m-2022-01.zip,data/spot/monthly/klines/ACHBTC/15m/ACHBTC-15m-2025-12.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACHBUSD,klines,15m,2022-01,2023-10,22,0,22,2224152,data/spot/monthly/klines/ACHBUSD/15m/ACHBUSD-15m-2022-01.zip,data/spot/monthly/klines/ACHBUSD/15m/ACHBUSD-15m-2023-10.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACHTRY,klines,15m,2023-04,2026-07,40,0,40,4401345,data/spot/monthly/klines/ACHTRY/15m/ACHTRY-15m-2023-04.zip,data/spot/monthly/klines/ACHTRY/15m/ACHTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACHUSDC,klines,15m,2025-04,2026-07,16,0,16,1156986,data/spot/monthly/klines/ACHUSDC/15m/ACHUSDC-15m-2025-04.zip,data/spot/monthly/klines/ACHUSDC/15m/ACHUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACHUSDT,klines,15m,2022-01,2026-07,55,0,55,6457553,data/spot/monthly/klines/ACHUSDT/15m/ACHUSDT-15m-2022-01.zip,data/spot/monthly/klines/ACHUSDT/15m/ACHUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ACMBTC,klines,15m,2021-02,2023-04,27,0,27,2046018,data/spot/monthly/klines/ACMBTC/15m/ACMBTC-15m-2021-02.zip,data/spot/monthly/klines/ACMBTC/15m/ACMBTC-15m-2023-04.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACMBUSD,klines,15m,2021-02,2023-07,30,0,30,2528172,data/spot/monthly/klines/ACMBUSD/15m/ACMBUSD-15m-2021-02.zip,data/spot/monthly/klines/ACMBUSD/15m/ACMBUSD-15m-2023-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACMTRY,klines,15m,2023-08,2026-07,26,10,26,1810282,data/spot/monthly/klines/ACMTRY/15m/ACMTRY-15m-2023-08.zip,data/spot/monthly/klines/ACMTRY/15m/ACMTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACMUSDT,klines,15m,2021-02,2026-07,66,0,66,6839696,data/spot/monthly/klines/ACMUSDT/15m/ACMUSDT-15m-2021-02.zip,data/spot/monthly/klines/ACMUSDT/15m/ACMUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ACTBRL,klines,15m,2024-11,2025-04,6,0,6,226821,data/spot/monthly/klines/ACTBRL/15m/ACTBRL-15m-2024-11.zip,data/spot/monthly/klines/ACTBRL/15m/ACTBRL-15m-2025-04.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACTEUR,klines,15m,2024-11,2025-07,9,0,9,365780,data/spot/monthly/klines/ACTEUR/15m/ACTEUR-15m-2024-11.zip,data/spot/monthly/klines/ACTEUR/15m/ACTEUR-15m-2025-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACTFDUSD,klines,15m,2024-11,2026-01,15,0,15,997104,data/spot/monthly/klines/ACTFDUSD/15m/ACTFDUSD-15m-2024-11.zip,data/spot/monthly/klines/ACTFDUSD/15m/ACTFDUSD-15m-2026-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACTTRY,klines,15m,2024-11,2026-07,21,0,21,2140612,data/spot/monthly/klines/ACTTRY/15m/ACTTRY-15m-2024-11.zip,data/spot/monthly/klines/ACTTRY/15m/ACTTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACTUSDC,klines,15m,2024-11,2026-07,21,0,21,1841389,data/spot/monthly/klines/ACTUSDC/15m/ACTUSDC-15m-2024-11.zip,data/spot/monthly/klines/ACTUSDC/15m/ACTUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACTUSDT,klines,15m,2024-11,2026-07,21,0,21,2428338,data/spot/monthly/klines/ACTUSDT/15m/ACTUSDT-15m-2024-11.zip,data/spot/monthly/klines/ACTUSDT/15m/ACTUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ACXFDUSD,klines,15m,2024-12,2025-06,7,0,7,234036,data/spot/monthly/klines/ACXFDUSD/15m/ACXFDUSD-15m-2024-12.zip,data/spot/monthly/klines/ACXFDUSD/15m/ACXFDUSD-15m-2025-06.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACXTRY,klines,15m,2024-12,2026-07,20,0,20,1290753,data/spot/monthly/klines/ACXTRY/15m/ACXTRY-15m-2024-12.zip,data/spot/monthly/klines/ACXTRY/15m/ACXTRY-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACXUSDC,klines,15m,2024-12,2026-07,20,0,20,1577359,data/spot/monthly/klines/ACXUSDC/15m/ACXUSDC-15m-2024-12.zip,data/spot/monthly/klines/ACXUSDC/15m/ACXUSDC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ACXUSDT,klines,15m,2024-12,2026-07,20,0,20,2162432,data/spot/monthly/klines/ACXUSDT/15m/ACXUSDT-15m-2024-12.zip,data/spot/monthly/klines/ACXUSDT/15m/ACXUSDT-15m-2026-07.zip,True,SPOT_ORDINARY_USDT,,USDT quote plus non-leveraged symbol policy
spot,ADAAUD,klines,15m,2021-03,2023-06,28,0,28,2771430,data/spot/monthly/klines/ADAAUD/15m/ADAAUD-15m-2021-03.zip,data/spot/monthly/klines/ADAAUD/15m/ADAAUD-15m-2023-06.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABIDR,klines,15m,2021-06,2023-09,28,0,28,2570885,data/spot/monthly/klines/ADABIDR/15m/ADABIDR-15m-2021-06.zip,data/spot/monthly/klines/ADABIDR/15m/ADABIDR-15m-2023-09.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABKRW,klines,15m,2020-07,2021-01,7,0,7,308700,data/spot/monthly/klines/ADABKRW/15m/ADABKRW-15m-2020-07.zip,data/spot/monthly/klines/ADABKRW/15m/ADABKRW-15m-2021-01.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABNB,klines,15m,2018-04,2026-06,99,0,99,9206444,data/spot/monthly/klines/ADABNB/15m/ADABNB-15m-2018-04.zip,data/spot/monthly/klines/ADABNB/15m/ADABNB-15m-2026-06.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABRL,klines,15m,2021-02,2026-07,66,0,66,6449613,data/spot/monthly/klines/ADABRL/15m/ADABRL-15m-2021-02.zip,data/spot/monthly/klines/ADABRL/15m/ADABRL-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABTC,klines,15m,2017-11,2026-07,105,0,105,10941344,data/spot/monthly/klines/ADABTC/15m/ADABTC-15m-2017-11.zip,data/spot/monthly/klines/ADABTC/15m/ADABTC-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADABUSD,klines,15m,2019-11,2023-12,50,0,50,5823468,data/spot/monthly/klines/ADABUSD/15m/ADABUSD-15m-2019-11.zip,data/spot/monthly/klines/ADABUSD/15m/ADABUSD-15m-2023-12.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADADOWNUSDT,klines,15m,2020-07,2023-08,38,0,38,4845440,data/spot/monthly/klines/ADADOWNUSDT/15m/ADADOWNUSDT-15m-2020-07.zip,data/spot/monthly/klines/ADADOWNUSDT/15m/ADADOWNUSDT-15m-2023-08.zip,False,SYNTHETIC_OR_LEVERAGED,LEVERAGED_TOKEN_SUFFIX,symbol naming policy
spot,ADAETH,klines,15m,2017-11,2026-07,105,0,105,11130196,data/spot/monthly/klines/ADAETH/15m/ADAETH-15m-2017-11.zip,data/spot/monthly/klines/ADAETH/15m/ADAETH-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADAEUR,klines,15m,2020-11,2026-07,69,0,69,7928913,data/spot/monthly/klines/ADAEUR/15m/ADAEUR-15m-2020-11.zip,data/spot/monthly/klines/ADAEUR/15m/ADAEUR-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
spot,ADAFDUSD,klines,15m,2023-10,2026-07,34,0,34,3796690,data/spot/monthly/klines/ADAFDUSD/15m/ADAFDUSD-15m-2023-10.zip,data/spot/monthly/klines/ADAFDUSD/15m/ADAFDUSD-15m-2026-07.zip,False,UNKNOWN,QUOTE_NOT_USDT,archive symbol spelling
