trial_id,feature_id,market,timeframe,side,observations,signals,executed_trades,signal_frequency,exposure,turnover,gross_return,net_return,hit_rate,mean_net_return,median_net_return,sharpe,sortino,max_drawdown,calmar,hac_t_stat,bootstrap_ci_low,bootstrap_ci_high
T0025,orderflow.cvd,spot,15m,LONG,174194,836,836,0.004799246816767512,0.46072769440968114,1672.0,-0.9899059203396082,-0.9991971435960671,0.3708133971291866,-0.0061235242103933355,-0.01212327753629899,-16.47933312633294,-24.201806501928203,-0.9992310396399408,-214.7334098123085,-3.2033450730186273,-0.0061235242103933355,-0.0061235242103933355
T0026,context.btc_regime,spot,15m,LONG,174194,836,836,0.004799246816767512,0.46072769440968114,1672.0,-0.8606568208205252,-0.9888226690942207,0.45215311004784686,-0.003203232963798456,-0.005992926785013617,-9.004254608709463,-13.354087962501069,-0.9901031882573215,-113.36321747337622,-1.8021155274903458,-0.003203232963798456,-0.003203232963798456
T0027,context.market_breadth,spot,15m,LONG,174194,836,836,0.004799246816767512,0.46072769440968114,1672.0,-0.9933957629971086,-0.9994752144130068,0.38516746411483255,-0.006788123048627451,-0.01105394017677341,-19.02588565616562,-26.857950784565066,-0.9994956621821107,-237.97585184573612,-3.5924167069921045,-0.006788123048627451,-0.006788123048627451
T0028,trend.ema_20_50_spread,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9953355901163232,-0.9995771227977036,0.3522727272727273,-0.007666815875820528,-0.013116174518251474,-10.857475042320363,-16.383579804413124,-0.9995698629907167,-67.19020806733903,-3.434227491821906,-0.007666815875820528,-0.007666815875820528
T0029,trend.ema_20_50_spread,spot,1h,LONG,43586,748,748,0.0171614738677557,0.41187537282613684,1496.0,-0.9986241090362631,-0.9998582215869795,0.3689839572192513,-0.009412718593128139,-0.011022763174064362,-12.683893179689719,-17.756896958504505,-0.9998519972235876,-82.46762031257289,-4.2557270129864335,-0.009412718593128139,-0.009412718593128139
T0030,trend.ema_20_50_spread,spot,1h,LONG,43586,484,484,0.011104483090900749,0.26650759418161796,968.0,-0.7374521495507145,-0.9390782271871213,0.3760330578512397,-0.0038760407839781375,-0.009214089677852862,-5.74554050608329,-9.381399861251223,-0.9509177601542439,-35.70668115625577,-1.7604737120965082,-0.0038760407839781375,-0.0038760407839781375
T0031,trend.ema_50_200_regime,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9953355901163232,-0.9995771227977036,0.3522727272727273,-0.007666815875820528,-0.013116174518251474,-10.857475042320363,-16.383579804413124,-0.9995698629907167,-67.19020806733903,-3.434227491821906,-0.007666815875820528,-0.007666815875820528
T0032,trend.ema_50_200_regime,spot,1h,LONG,43586,748,748,0.0171614738677557,0.41187537282613684,1496.0,-0.9986241090362631,-0.9998582215869795,0.3689839572192513,-0.009412718593128139,-0.011022763174064362,-12.683893179689719,-17.756896958504505,-0.9998519972235876,-82.46762031257289,-4.2557270129864335,-0.009412718593128139,-0.009412718593128139
T0033,trend.ema_50_200_regime,spot,1h,LONG,43586,484,484,0.011104483090900749,0.26650759418161796,968.0,-0.7374521495507145,-0.9390782271871213,0.3760330578512397,-0.0038760407839781375,-0.009214089677852862,-5.74554050608329,-9.381399861251223,-0.9509177601542439,-35.70668115625577,-1.7604737120965082,-0.0038760407839781375,-0.0038760407839781375
T0034,trend.ema_slope,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9993429219752141,-0.9999408151202909,0.36237373737373735,-0.009938895876689986,-0.011984874103571515,-13.64587237598954,-18.98487275830021,-0.9999391642753718,-87.0700248478593,-4.673407742720124,-0.009938895876689986,-0.009938895876689986
T0035,trend.adx_dmi,spot,1h,LONG,43586,643,643,0.014752443445142935,0.35405864268343046,1286.0,-0.9965096654815112,-0.9995048018833161,0.3608087091757387,-0.009789393316273669,-0.013783200908058842,-14.420074172768665,-19.991067735663396,-0.9994958959851007,-85.79833673657794,-4.327617202594516,-0.009789393316273669,-0.009789393316273669
