trial_id,feature_id,market,timeframe,side,observations,signals,executed_trades,signal_frequency,exposure,turnover,gross_return,net_return,hit_rate,mean_net_return,median_net_return,sharpe,sortino,max_drawdown,calmar,hac_t_stat,bootstrap_ci_low,bootstrap_ci_high
T0036,trend.kaufman_er,spot,1h,LONG,43586,721,721,0.01654200890194099,0.3970082136465838,1442.0,-0.9815867880569921,-0.9979245341852128,0.4119278779472954,-0.0064076573946816005,-0.009054811982154295,-9.125588033245494,-12.973540266817217,-0.9979921023445723,-56.24401099521997,-3.2104916777410644,-0.0064076573946816005,-0.0064076573946816005
T0037,trend.donchian,spot,1h,LONG,43586,536,536,0.012297526728766118,0.2951406414903868,1072.0,-0.9959222623534294,-0.9992011660133824,0.36007462686567165,-0.011271294888116887,-0.01856719000921525,-16.618678268486722,-23.183739241092603,-0.9994632016754605,-98.7895732973319,-4.477557450306151,-0.011271294888116887,-0.011271294888116887
T0038,trend.donchian,spot,1h,LONG,43586,333,333,0.007640067911714771,0.1833616298811545,666.0,5.655852770698278,1.4551534627823566,0.4984984984984985,0.0053038544244691,-0.0003982655103403872,6.722948837886813,11.555798078256037,-0.6927687790526267,67.06677056360216,1.5865440076170843,0.0053038544244691,0.0053038544244691
T0039,trend.donchian,spot,1h,LONG,43586,287,287,0.006584683155141559,0.15803239572339742,574.0,11.94484093022148,4.498062349788449,0.519163763066202,0.007962542046739641,0.0017222222222222942,11.613425843237415,19.841261502666285,-0.4755285410270511,146.68282197907303,2.6999756599363254,0.007962542046739641,0.007962542046739641
T0040,momentum.roc,spot,1h,LONG,43586,832,832,0.019088698205845914,0.4581287569403019,1664.0,-0.8757573238908852,-0.9899065225683586,0.41466346153846156,-0.003758533685943339,-0.0070684766649248805,-5.872228009130309,-8.763397502604093,-0.9902713031184979,-33.248216913061256,-2.1488809600920304,-0.003758533685943339,-0.003758533685943339
T0041,momentum.roc,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9965529246339428,-0.9996877286208888,0.4166666666666667,-0.008166885391274695,-0.009141093283686227,-12.102909860508845,-16.39982056883729,-0.9996955259657653,-71.56370531762917,-4.744808085495278,-0.008166885391274695,-0.008166885391274695
T0042,momentum.roc,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9993573201899281,-0.999942115621457,0.3611111111111111,-0.009968495929521894,-0.012165485633300662,-13.691491037671863,-19.052308231340845,-0.9999405010514404,-87.32922033940052,-4.686212050622852,-0.009968495929521894,-0.009968495929521894
T0043,momentum.rsi,spot,1h,LONG,43586,620,620,0.01422475106685633,0.3413940256045519,1240.0,-0.8995018945053156,-0.9845673447074622,0.4306451612903226,-0.0045845047523406495,-0.007359492998563808,-6.536848374496783,-9.465586921347473,-0.9853735467852329,-40.75638295905788,-2.072524610899574,-0.0045845047523406495,-0.0045845047523406495
T0044,momentum.rsi,spot,1h,LONG,43586,322,322,0.007387693296012481,0.17730463910429956,644.0,23.55811007306632,8.406350616332423,0.5559006211180124,0.008889850518690772,0.005682249668265807,13.320061880644944,22.765751591610677,-0.4531005464544454,171.8715440824583,2.8676129950873657,0.008889850518690772,0.008889850518690772
T0045,momentum.rsi,spot,1h,LONG,43586,178,178,0.004083880145000688,0.09801312348001652,356.0,5.503820940035616,2.827470706948581,0.5,0.009485506333012648,-0.00011552772489542302,14.113122861032943,26.04193266049708,-0.255865182031225,324.75319548187053,2.496141214249096,0.009485506333012648,0.009485506333012648
T0046,volatility.atr_natr,spot,1h,LONG,43586,226,226,0.005185151195337952,0.12444362868811086,452.0,354.45666385870993,182.10646272064363,0.504424778761062,0.026166570848260722,0.0007162984597555181,31.260794881646465,79.44010853396898,-0.18113903766356265,1265.4321431060187,6.906147767556849,0.026166570848260722,0.026166570848260722
T0047,volatility.bollinger_bandwidth,spot,1h,LONG,43586,720,720,0.016519065755058963,0.39645757812141513,1440.0,-0.9961124795279694,-0.9995624291509387,0.37916666666666665,-0.008692438481593496,-0.01316579323907879,-12.742118009473346,-17.94524828686333,-0.9995768675879209,-76.17799447730955,-4.1451790054318085,-0.008692438481593496,-0.008692438481593496
T0048,volatility.realized_percentile,spot,1h,LONG,43586,226,226,0.005185151195337952,0.12444362868811086,452.0,85.3086511361008,43.27430800471705,0.5575221238938053,0.01975252825793504,0.008074562410791523,23.74690260051806,50.448357977534116,-0.27731951682315537,623.9450779436208,4.500844517163844,0.01975252825793504,0.01975252825793504
T0049,volume.rvol,spot,1h,LONG,43586,514,514,0.011792777497361538,0.2830266599366769,1028.0,-0.9164717261244122,-0.9823559361754103,0.39883268482490275,-0.005865782491495167,-0.010918851737888088,-8.661967061410504,-12.723826647286872,-0.9914113701195862,-51.82939814307313,-2.0571094560313585,-0.005865782491495167,-0.005865782491495167
T0050,volume.vwap_deviation,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.9997840193010149,-0.9999805915968398,0.3333333333333333,-0.011753991285069107,-0.01765764872145792,-17.870264058855412,-24.380743001332352,-0.9999804124710414,-102.9669805259182,-5.948403780326494,-0.011753991285069107,-0.011753991285069107
T0051,orderflow.taker_ratio,spot,1h,LONG,43586,836,836,0.01918047079337402,0.46033129904097647,1672.0,-0.9959592343602409,-0.9996791771307404,0.37679425837320574,-0.007617208542026546,-0.012813495780584268,-11.27522379243748,-16.00014052341005,-0.9996977074310816,-66.74692392725392,-4.445640644298435,-0.007617208542026546,-0.007617208542026546
T0052,orderflow.cvd,spot,1h,LONG,43586,836,836,0.01918047079337402,0.46033129904097647,1672.0,-0.8632490602226331,-0.9890198867433488,0.4150717703349282,-0.0036403925182593405,-0.006881117791297684,-5.701081745010476,-8.514818580502805,-0.9896372936085986,-32.223763863697165,-2.101243660643653,-0.0036403925182593405,-0.0036403925182593405
T0053,context.btc_regime,spot,1h,LONG,43586,792,792,0.01817097233056486,0.43610333593355666,1584.0,-0.8525507433436076,-0.9864860226938287,0.4166666666666667,-0.003520830831879868,-0.008215184768572577,-5.260017350779505,-8.080990017839186,-0.9896775066148418,-31.164170026217217,-1.938168507332823,-0.003520830831879868,-0.003520830831879868
T0054,trend.ema_20_50_spread,spot,4h,LONG,10934,572,572,0.052313883299798795,0.31388329979879276,1144.0,0.5210272186715577,-0.7278141349054292,0.42132867132867136,-0.00026080572692793464,-0.008495475301957486,-0.18840744835876228,-0.3082869818930577,-0.7802135152508494,-0.7320618405187965,-0.12621239586623795,-0.00026080572692793464,-0.00026080572692793464
T0055,trend.ema_20_50_spread,spot,4h,LONG,10934,440,440,0.04024144869215292,0.2414486921529175,880.0,-0.8894179342922408,-0.9707846103938721,0.29772727272727273,-0.006059589195146563,-0.01695433509870581,-4.410697301221211,-7.363711883649868,-0.9742480752767835,-13.621274369570429,-2.4172531120307337,-0.006059589195146563,-0.006059589195146563
T0056,trend.ema_20_50_spread,spot,4h,LONG,10934,0,0,0.0,0.0,0.0,,,,,,,,,,,,
T0057,trend.ema_50_200_regime,spot,4h,LONG,10934,572,572,0.052313883299798795,0.31388329979879276,1144.0,0.5210272186715577,-0.7278141349054292,0.42132867132867136,-0.00026080572692793464,-0.008495475301957486,-0.18840744835876228,-0.3082869818930577,-0.7802135152508494,-0.7320618405187965,-0.12621239586623795,-0.00026080572692793464,-0.00026080572692793464
T0058,trend.ema_50_200_regime,spot,4h,LONG,10934,440,440,0.04024144869215292,0.2414486921529175,880.0,-0.8894179342922408,-0.9707846103938721,0.29772727272727273,-0.006059589195146563,-0.01695433509870581,-4.410697301221211,-7.363711883649868,-0.9742480752767835,-13.621274369570429,-2.4172531120307337,-0.006059589195146563,-0.006059589195146563
T0059,trend.ema_50_200_regime,spot,4h,LONG,10934,0,0,0.0,0.0,0.0,,,,,,,,,,,,
T0060,trend.ema_slope,spot,4h,LONG,10934,572,572,0.052313883299798795,0.31388329979879276,1144.0,-0.7939703375839405,-0.9633055354609048,0.4353146853146853,-0.004534012523559536,-0.005808269896373561,-4.2083319057540605,-6.278891540887208,-0.9648674203869745,-10.29103814347158,-2.638107071838352,-0.004534012523559536,-0.004534012523559536
T0061,trend.adx_dmi,spot,4h,LONG,10934,423,423,0.038686665447228825,0.23211999268337297,846.0,-0.6701250468091228,-0.9079314274797359,0.3971631205673759,-0.004056776091341945,-0.009994135686232416,-3.3278126123505407,-5.200277174609558,-0.9144395729222563,-9.71561151017049,-1.7006156460199158,-0.004056776091341945,-0.004056776091341945
T0062,trend.kaufman_er,spot,4h,LONG,10934,491,491,0.044905798426925186,0.2694347905615511,982.0,-0.9436630989305811,-0.9872665465907164,0.4073319755600815,-0.006647326390799016,-0.0083552302749017,-4.640154340040177,-6.655653093582655,-0.9904910228106474,-14.697402056750226,-2.3892808491315525,-0.006647326390799016,-0.006647326390799016
T0063,trend.donchian,spot,4h,LONG,10934,167,167,0.015273458935430766,0.0916407536125846,334.0,119.21225982195203,72.75037502169683,0.6526946107784432,0.028284035739715233,0.01594554509039725,19.482267354492986,46.37306337558652,-0.18556059009483672,333.8103108980139,7.267617714314943,0.028284035739715233,0.028284035739715233
T0064,trend.donchian,spot,4h,LONG,10934,48,48,0.004389976220962136,0.02633985732577282,96.0,-0.2494680893245601,-0.350993810451956,0.4583333333333333,-0.007230216334463103,-0.0034269852493520854,-5.78966861317129,-7.463539531992237,-0.5487325874275801,-28.85590200994567,-0.7462106699983694,-0.007230216334463103,-0.007230216334463103
T0065,trend.donchian,spot,4h,LONG,10934,31,31,0.0028351929760380467,0.017011157856228278,62.0,0.09556937248905895,-0.0017914702945118766,0.5483870967741935,0.0020647631013678354,0.0031932009424434664,1.4954874259516646,2.123920490530039,-0.39092406218147613,11.567032141133383,0.16610419490020753,0.0020647631013678354,0.0020647631013678354
T0066,momentum.roc,spot,4h,LONG,10934,704,704,0.06438631790744467,0.386317907444668,1408.0,-0.9419247493348901,-0.9930797169580684,0.39204545454545453,-0.0053636693469001975,-0.009471607639206011,-4.3009424021714535,-6.205662688818321,-0.9944024871892572,-11.812556807770555,-2.5385583820724023,-0.0053636693469001975,-0.0053636693469001975
T0067,momentum.roc,spot,4h,LONG,10934,660,660,0.060362173038229376,0.36217303822937624,1320.0,-0.9971545297800364,-0.9996165717287746,0.37424242424242427,-0.010022125902859788,-0.011053027814006907,-7.714782745200374,-10.404541717002166,-0.9995957983662298,-21.957330916292534,-4.55516406156671,-0.010022125902859788,-0.010022125902859788
T0068,momentum.roc,spot,4h,LONG,10934,572,572,0.052313883299798795,0.31388329979879276,1144.0,-0.7939703375839405,-0.9633055354609048,0.4353146853146853,-0.004534012523559536,-0.005808269896373561,-4.2083319057540605,-6.278891540887208,-0.9648674203869745,-10.29103814347158,-2.638107071838352,-0.004534012523559536,-0.004534012523559536
T0069,momentum.rsi,spot,4h,LONG,10934,352,352,0.03219315895372234,0.193158953722334,704.0,51.48297965506972,17.410219104540882,0.5482954545454546,0.010125042675924335,0.0036582124596840097,7.732848369505652,14.259900136971053,-0.3688181204498415,60.121350418545624,3.557175107328796,0.010125042675924335,0.010125042675924335
T0070,momentum.rsi,spot,4h,LONG,10934,104,104,0.009511615145417962,0.057069690872507774,208.0,4.922808828040364,3.352389701673225,0.5288461538461539,0.017341138646623202,0.0039816758425663705,10.111711200071998,19.1667169948822,-0.22358405629355338,169.85600076171357,2.9277534463473938,0.017341138646623202,0.017341138646623202
T0071,momentum.rsi,spot,4h,LONG,10934,42,42,0.0038412291933418692,0.023047375160051217,84.0,1.0589691938502757,0.8181251765922228,0.5714285714285714,0.01730949871672245,0.016404479577885267,10.428254530570332,18.280550123028757,-0.21755602489404913,174.24386296855465,1.6278516290826965,0.01730949871672245,0.01730949871672245
T0072,volatility.atr_natr,spot,4h,LONG,10934,4,4,0.0003658313517468447,0.002194988110481068,8.0,-0.1321312889321714,-0.14287700001675874,0.25,-0.03726805965657981,-0.04635851479286007,-53.5371883471802,-35.70731312942201,-0.07596031148157978,-1074.4696678567695,-2.4864942938971266,,
T0073,volatility.bollinger_bandwidth,spot,4h,LONG,10934,457,457,0.04179623193707701,0.25077739162246204,914.0,-0.5742311472822019,-0.8926849878155042,0.40700218818380746,-0.0030094912943550854,-0.010264254385964785,-2.271064089715797,-3.526191164658547,-0.9197487031477724,-7.165855099421349,-1.1012613555793442,-0.0030094912943550854,-0.0030094912943550854
T0074,volatility.realized_percentile,spot,4h,LONG,10934,0,0,0.0,0.0,0.0,,,,,,,,,,,,
T0075,volume.rvol,spot,4h,LONG,10934,163,163,0.014907627583683922,0.08944576550210354,326.0,8.146062609949494,4.635881752645328,0.48466257668711654,0.012880711521480692,-0.00022376457523598254,8.94759806627739,16.563725772181787,-0.5431814671046993,51.93247549921548,2.5601357809828387,0.012880711521480692,0.012880711521480692
T0076,volume.vwap_deviation,spot,4h,LONG,10934,616,616,0.056338028169014086,0.3380281690140845,1232.0,-0.905698453746017,-0.9853308954005677,0.39285714285714285,-0.005251078629445181,-0.008708576165912026,-4.302540590303259,-6.475517748448144,-0.9858290968301276,-11.665168167040353,-2.7010217224015705,-0.005251078629445181,-0.005251078629445181
T0077,orderflow.taker_ratio,spot,4h,LONG,10934,748,748,0.06841046277665996,0.4104627766599598,1496.0,-0.8954366238092718,-0.9890810657117504,0.32620320855614976,-0.003649196674430408,-0.01878680276037803,-2.416853416523921,-4.017629024229045,-0.9903144766628024,-8.06990194057695,-1.8058477789564698,-0.003649196674430408,-0.003649196674430408
T0078,orderflow.cvd,spot,4h,LONG,10934,704,704,0.06438631790744467,0.386317907444668,1408.0,-0.9397956864988458,-0.992825307915409,0.39488636363636365,-0.005306583007743181,-0.009238700573760247,-4.245309119171264,-6.13934473349775,-0.9941967068957597,-11.689252947984325,-2.5110555430685717,-0.005306583007743181,-0.005306583007743181
T0079,context.btc_regime,spot,4h,LONG,10934,748,748,0.06841046277665996,0.4104627766599598,1496.0,18.975570771272345,1.119728801006079,0.40106951871657753,0.0032672535140244067,-0.010054240461780047,2.21413516521424,3.997426741572401,-0.6874844002438724,10.407923718960381,1.6603159301425305,0.0032672535140244067,0.0032672535140244067
T0080,context.market_breadth,spot,4h,LONG,10934,660,660,0.060362173038229376,0.36217303822937624,1320.0,4.176143381366757,-0.2873289584755949,0.3984848484848485,0.002002671749470966,-0.01394386881522219,1.2873482916286236,2.274554575700809,-0.8168744084824402,5.369064186365309,0.916282363501922,0.002002671749470966,0.002002671749470966
T0081,trend.ema_20_50_spread,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9814650056867005,-0.9976464325526936,0.4058479532163743,-0.004822951249796483,-0.009907192254495245,-13.279182748380697,-20.01501765983423,-0.9980326278658197,-169.32934562895815,-2.457855053137465,-0.004822951249796483,-0.004822951249796483
T0082,trend.ema_20_50_spread,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9964538574147942,-0.9995517428686095,0.4105263157894737,-0.006187167219992291,-0.01035404001039234,-15.215148886329056,-22.690545529468185,-0.9996327599182764,-216.8779856777142,-2.973694110441339,-0.006187167219992291,-0.006187167219992291
T0083,trend.ema_20_50_spread,um,15m,LONG,177170,765,765,0.004317886775413444,0.4145171304396907,1530.0,-0.9992941683407193,-0.9998792813686447,0.35947712418300654,-0.009210657026602911,-0.012871706774238467,-24.037673362308798,-34.14908340590867,-0.999892297384513,-322.7761860516207,-4.0100940561949425,-0.009210657026602911,-0.009210657026602911
T0084,trend.ema_50_200_regime,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9814650056867005,-0.9976464325526936,0.4058479532163743,-0.004822951249796483,-0.009907192254495245,-13.279182748380697,-20.01501765983423,-0.9980326278658197,-169.32934562895815,-2.457855053137465,-0.004822951249796483,-0.004822951249796483
T0085,trend.ema_50_200_regime,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9964538574147942,-0.9995517428686095,0.4105263157894737,-0.006187167219992291,-0.01035404001039234,-15.215148886329056,-22.690545529468185,-0.9996327599182764,-216.8779856777142,-2.973694110441339,-0.006187167219992291,-0.006187167219992291
T0086,trend.ema_50_200_regime,um,15m,LONG,177170,765,765,0.004317886775413444,0.4145171304396907,1530.0,-0.9992941683407193,-0.9998792813686447,0.35947712418300654,-0.009210657026602911,-0.012871706774238467,-24.037673362308798,-34.14908340590867,-0.999892297384513,-322.7761860516207,-4.0100940561949425,-0.009210657026602911,-0.009210657026602911
T0087,trend.ema_slope,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9846287662974689,-0.9980756970476236,0.3953216374269006,-0.0046930206474117215,-0.010923442989460163,-11.949315059023931,-18.338334011115414,-0.9983479845885364,-164.71555612252894,-2.421969287773101,-0.0046930206474117215,-0.0046930206474117215
T0088,trend.adx_dmi,um,15m,LONG,177170,805,805,0.004543658632951403,0.43619122876333466,1610.0,-0.9324482391434015,-0.9904204944862824,0.391304347826087,-0.0033936566021442963,-0.010817301451568926,-9.020853950331919,-14.355301647175876,-0.9920956666033872,-119.86114982868341,-1.6051666359488768,-0.0033936566021442963,-0.0033936566021442963
T0089,trend.kaufman_er,um,15m,LONG,177170,848,848,0.004786363379804708,0.4594908844612519,1696.0,-0.9729234828005674,-0.9964755569784466,0.4056603773584906,-0.004251820096070244,-0.010992037314939432,-11.293084076809194,-17.542548214535746,-0.9968873338143578,-149.44896089335344,-2.21332779061918,-0.004251820096070244,-0.004251820096070244
T0090,trend.donchian,um,15m,LONG,177170,760,760,0.0042896652932212,0.4118078681492352,1520.0,-0.9703487395502806,-0.9953058677507676,0.3828947368421053,-0.004658007067574079,-0.012098653621683586,-12.412994027723677,-19.09039604603437,-0.9961946048881906,-163.84004374939832,-2.28927584581932,-0.004658007067574079,-0.004658007067574079
T0091,trend.donchian,um,15m,LONG,177170,652,652,0.0036800812778687137,0.3532878026753965,1304.0,-0.9904107705412133,-0.9980353462571205,0.3941717791411043,-0.007123878819344331,-0.012619541393732591,-19.04017250557762,-27.36181865132804,-0.9980881069733615,-250.09887612706285,-3.0515557183502926,-0.007123878819344331,-0.007123878819344331
T0092,trend.donchian,um,15m,LONG,177170,641,641,0.003617994017045775,0.3473274256363944,1282.0,-0.9772283173314913,-0.9951684776250329,0.40561622464898595,-0.005951552479537557,-0.009515585665036552,-16.067520066484693,-23.568291431751906,-0.9967960453640078,-209.21270690519336,-2.4224850202643617,-0.005951552479537557,-0.005951552479537557
T0093,momentum.roc,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9938900976434311,-0.9992218861089629,0.3719298245614035,-0.005656309566461427,-0.011719058471498444,-14.206590063356305,-21.537454244916116,-0.9993102338758197,-198.3338912082407,-2.824065799565854,-0.005656309566461427,-0.005656309566461427
T0094,momentum.roc,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9580616155309188,-0.994648988373248,0.391812865497076,-0.0036250506986371966,-0.010104431116419585,-9.47892075192902,-14.627348570998654,-0.9952325186593726,-127.63025132192423,-1.903994919256391,-0.0036250506986371966,-0.0036250506986371966
T0095,momentum.roc,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9851382203893848,-0.9981396019904311,0.39649122807017545,-0.004736401067021794,-0.010970952309762227,-12.069792076335526,-18.507986223169603,-0.9984028470260005,-166.2289865086108,-2.4477529568781358,-0.004736401067021794,-0.004736401067021794
T0096,momentum.rsi,um,15m,LONG,177170,797,797,0.0044985042614438114,0.43185640909860584,1594.0,-0.9886091670159427,-0.9983223003074622,0.3877038895859473,-0.005869160159538814,-0.010697536705336467,-16.57169949523003,-24.701142477367906,-0.9985609157047786,-205.95175392488665,-3.052987589795484,-0.005869160159538814,-0.005869160159538814
T0097,momentum.rsi,um,15m,LONG,177170,608,608,0.00343173223457696,0.32944629451938817,1216.0,-0.06621290738830887,-0.7834064538478541,0.4506578947368421,8.896804526982735e-05,-0.005933890856126532,0.22643792487622139,0.3599253793957208,-0.8896903805750308,3.5039608995658296,0.03954832345103719,8.896804526982735e-05,8.896804526982735e-05
T0098,momentum.rsi,um,15m,LONG,177170,377,377,0.0021278997572952534,0.2042783767003443,754.0,5247.603774352713,2136.7002618855454,0.6339522546419099,0.023626793798887737,0.020555986870584686,54.77528732978388,112.41102851545568,-0.30889393536004184,2680.152505254139,6.394592867491809,0.023626793798887737,0.023626793798887737
T0099,volatility.atr_natr,um,15m,LONG,177170,530,530,0.0029914771123779422,0.2871818027882824,1060.0,-0.36166259673296364,-0.8190503725709576,0.4207547169811321,-0.00045718110505748737,-0.008671311093682996,-1.1193185494391926,-1.8454476145054752,-0.8794468779746782,-18.215569720489253,-0.15767969082996197,-0.00045718110505748737,-0.00045718110505748737
T0100,volatility.bollinger_bandwidth,um,15m,LONG,177170,849,849,0.004792007676243156,0.460032736919343,1698.0,-0.9789071386215403,-0.9973111349204752,0.39693757361601884,-0.004445737770009301,-0.01050992780918722,-11.494697579706841,-17.939045145192804,-0.9979318771602036,-156.1014885148497,-2.2093390004268465,-0.004445737770009301,-0.004445737770009301
T0101,volatility.realized_percentile,um,15m,LONG,177170,595,595,0.0033583563808771235,0.32240221256420387,1190.0,-0.9810957625864178,-0.9953428706335393,0.3899159663865546,-0.006892040386457484,-0.010899068434252956,-19.630232175046913,-28.773322411334266,-0.9973234172000349,-242.1452168640223,-2.665573123936177,-0.006892040386457484,-0.006892040386457484
T0102,volume.rvol,um,15m,LONG,177170,726,726,0.004097759214313936,0.39338488457413784,1452.0,-0.9886393427957533,-0.998055141636663,0.41735537190082644,-0.006033588204575578,-0.010176349892008585,-15.62307744263373,-23.147246450131167,-0.998104195346741,-211.8184971809302,-3.040243862950955,-0.006033588204575578,-0.006033588204575578
T0103,volume.vwap_deviation,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.977306854207408,-0.9971498118888874,0.4,-0.004496401183566555,-0.010529238023106631,-12.14062952940477,-18.16888058954615,-0.9974544304914646,-157.95598541232835,-2.406514006274129,-0.004496401183566555,-0.004496401183566555
T0104,orderflow.taker_ratio,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9807782140674516,-0.9975416899604451,0.4280701754385965,-0.004867992627325883,-0.006608686619989288,-13.833219568936382,-19.852642726227245,-0.9978974123161185,-170.9338651010186,-2.6065671088934996,-0.004867992627325883,-0.004867992627325883
T0105,orderflow.cvd,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9942152263630588,-0.9992633855145777,0.3695906432748538,-0.005720269833251051,-0.011719058471498444,-14.367622660183068,-21.77818940649233,-0.999347021400752,-200.56922236699026,-2.8559312148474247,-0.005720269833251051,-0.005720269833251051
T0106,context.btc_regime,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.851664462587516,-0.980971219894818,0.45263157894736844,-0.002130449524086043,-0.006122405174948473,-5.5301397611775815,-8.555844104780467,-0.9842774529360154,-75.8434027938947,-1.1274762960962526,-0.002130449524086043,-0.002130449524086043
T0107,context.market_breadth,um,15m,LONG,177170,855,855,0.00482587345487385,0.4632838516678896,1710.0,-0.9956340543294779,-0.9994438533855858,0.3871345029239766,-0.006274848336551779,-0.010240752931495544,-16.593229059431568,-24.09414637656617,-0.9995096333985816,-219.97855584959123,-3.19969549257363,-0.006274848336551779,-0.006274848336551779
T0108,derivatives.funding,um,15m,LONG,177170,852,852,0.004808940565558503,0.4616582942936163,1704.0,-0.9808530327576319,-0.9975361162654997,0.426056338028169,-0.004882177435545186,-0.007082558087974453,-13.848008713733282,-19.882272496301315,-0.9978926451459253,-171.43276701522032,-2.603812109510438,-0.004882177435545186,-0.004882177435545186
T0109,derivatives.funding_zscore,um,15m,LONG,177170,21,21,0.0001185302252074279,0.011378901619913078,42.0,-0.49969858534913114,-0.5216986719597045,0.2857142857142857,-0.03296992674440849,-0.025635730706319894,-114.07645027058832,-101.14576673738006,-0.5070758910497001,-2278.290594199917,-2.6955752607870678,,
T0110,trend.ema_20_50_spread,um,1h,LONG,44330,810,810,0.018272050530115047,0.43852921272276113,1620.0,-0.9959516307502593,-0.9994048327353408,0.35555555555555557,-0.006756435963533794,-0.013485850314656633,-8.942778708094021,-14.06091182162403,-0.9994734145392133,-59.217562147806305,-2.861951484183813,-0.006756435963533794,-0.006756435963533794
T0111,trend.ema_20_50_spread,um,1h,LONG,44330,765,765,0.017256936611775322,0.4141664786826077,1530.0,-0.9990856592432068,-0.9998434078233134,0.3686274509803922,-0.00874873445845535,-0.010772635676665898,-11.099361144097603,-16.038579756898606,-0.9998539490347024,-76.65010867843152,-3.7754496548004894,-0.00874873445845535,-0.00874873445845535
T0112,trend.ema_20_50_spread,um,1h,LONG,44330,495,495,0.011166253101736972,0.2679900744416873,990.0,-0.7312587772975362,-0.9131949657227998,0.3797979797979798,-0.003026879247880715,-0.00858820960698695,-4.47598074378041,-7.390224397216469,-0.936355811257137,-28.31772056376284,-1.4101046713784138,-0.003026879247880715,-0.003026879247880715
T0113,trend.ema_50_200_regime,um,1h,LONG,44330,810,810,0.018272050530115047,0.43852921272276113,1620.0,-0.9959516307502593,-0.9994048327353408,0.35555555555555557,-0.006756435963533794,-0.013485850314656633,-8.942778708094021,-14.06091182162403,-0.9994734145392133,-59.217562147806305,-2.861951484183813,-0.006756435963533794,-0.006756435963533794
T0114,trend.ema_50_200_regime,um,1h,LONG,44330,765,765,0.017256936611775322,0.4141664786826077,1530.0,-0.9990856592432068,-0.9998434078233134,0.3686274509803922,-0.00874873445845535,-0.010772635676665898,-11.099361144097603,-16.038579756898606,-0.9998539490347024,-76.65010867843152,-3.7754496548004894,-0.00874873445845535,-0.00874873445845535
T0115,trend.ema_50_200_regime,um,1h,LONG,44330,495,495,0.011166253101736972,0.2679900744416873,990.0,-0.7312587772975362,-0.9131949657227998,0.3797979797979798,-0.003026879247880715,-0.00858820960698695,-4.47598074378041,-7.390224397216469,-0.936355811257137,-28.31772056376284,-1.4101046713784138,-0.003026879247880715,-0.003026879247880715
T0116,trend.ema_slope,um,1h,LONG,44330,810,810,0.018272050530115047,0.43852921272276113,1620.0,-0.9996162119980143,-0.9999443887462335,0.3617283950617284,-0.009481585307608606,-0.01161666769428763,-12.261609877986604,-17.570970086910123,-0.9999426614453327,-83.06345003282195,-4.236876983752292,-0.009481585307608606,-0.009481585307608606
T0117,trend.adx_dmi,um,1h,LONG,44330,662,662,0.014933453643131063,0.3584028874351455,1324.0,-0.9920250409766886,-0.998365452294955,0.3867069486404834,-0.0072887673594080465,-0.011711703648632039,-9.663711402367618,-14.74515312554911,-0.9986558777598259,-63.935539248656134,-2.9996495813225383,-0.0072887673594080465,-0.0072887673594080465
T0118,trend.kaufman_er,um,1h,LONG,44330,737,737,0.01662531017369727,0.3990074441687345,1474.0,-0.9909009934874735,-0.9984736781662741,0.42740841248303935,-0.00633841515741229,-0.009180280789837602,-8.375693794239455,-12.247895820802153,-0.9987494494566977,-55.59403993577771,-3.1128450819045437,-0.00633841515741229,-0.00633841515741229
T0119,trend.donchian,um,1h,LONG,44330,540,540,0.012181367020076697,0.29235280848184075,1080.0,-0.988471611785607,-0.996849695515496,0.37592592592592594,-0.00820290998566812,-0.01549865256375641,-10.773502966616393,-16.411547412394828,-0.9978290722602502,-72.01382829193727,-3.0683993881191,-0.00820290998566812,-0.00820290998566812
T0120,trend.donchian,um,1h,LONG,44330,335,335,0.007556959169862396,0.1813670200766975,670.0,33.76441290056693,15.388123047130446,0.5134328358208955,0.011543436555792761,0.0016865848256659398,13.063622841551137,25.982908629809867,-0.476441989555789,212.24095786146884,3.0618730574114585,0.011543436555792761,0.011543436555792761
