trial_id,fold_id,cohort,cohort_universe_symbol_count,trades,aggregate_observations,mean_net_return,sharpe,hac_t
T0032,F03,top100,551,7017,4174,0.003972686888802753,0.03482680771929718,1.2825330834361368
T0032,F04,top20,198,2878,2153,-0.0009438698711581034,-0.014829423672369321,-0.37761456582670877
T0032,F04,top50,407,7152,4307,-0.0021051814860993923,-0.030551158755066837,-0.984253412563875
T0032,F04,top100,551,7152,4307,-0.0021051814860993923,-0.030551158755066837,-0.984253412563875
T0032,F05,top20,198,2846,1970,-0.00975268733908365,-0.1339357991987751,-3.0504860146111414
T0032,F05,top50,407,7117,3833,-0.01019638999139167,-0.14496308194764596,-4.051367746205902
T0032,F05,top100,551,7117,3833,-0.01019638999139167,-0.14496308194764596,-4.051367746205902
T0032,F06,top20,198,2951,2101,-0.003917519549354491,-0.0819670780084433,-1.9921160868339205
T0032,F06,top50,407,7341,4214,-0.005714680156658236,-0.1053610822448119,-3.2121925014655903
T0032,F06,top100,551,7341,4214,-0.005714680156658236,-0.1053610822448119,-3.2121925014655903
T0032,F07,top20,198,2871,2064,-0.0022572358448477484,-0.04059260411521917,-0.9474971529924819
T0032,F07,top50,407,7118,4123,-0.001955988852823248,-0.035278312473820315,-1.018432980717395
T0032,F07,top100,551,7118,4123,-0.001955988852823248,-0.035278312473820315,-1.018432980717395
T0032,F08,top20,198,2866,2221,-0.0007847300357084028,-0.01632068413639894,-0.49591985323060045
T0032,F08,top50,407,7169,4511,-0.0016390390594951795,-0.033013062343623445,-1.3223084330216188
T0032,F08,top100,551,7169,4511,-0.0016390390594951795,-0.033013062343623445,-1.3223084330216188
T0033,F01,top20,198,24821,9192,-0.003228896883873196,-0.2874298666792496,-19.349935360518007
T0033,F01,top50,407,62349,14282,-0.003245470142935771,-0.2634729488602393,-21.197168840503405
T0033,F01,top100,551,62349,14282,-0.003245470142935771,-0.2634729488602393,-21.197168840503405
T0033,F02,top20,198,24898,9778,-0.003002268600272198,-0.24277641147132353,-18.78869310251884
T0033,F02,top50,407,63145,14135,-0.002928259944502203,-0.2259050543577132,-19.916473220030444
T0033,F02,top100,551,63145,14135,-0.002928259944502203,-0.2259050543577132,-19.916473220030444
T0033,F03,top20,198,25197,8993,-0.0031673949520518775,-0.1757328595102746,-13.426027545315202
T0033,F03,top50,407,63008,12557,-0.003210152593681984,-0.16568348475510863,-14.16235943363202
T0033,F03,top100,551,63008,12557,-0.003210152593681984,-0.16568348475510863,-14.16235943363202
T0033,F04,top20,198,24828,9199,-0.0033104542819879512,-0.23934664258881802,-18.309674670223806
T0033,F04,top50,407,62385,12792,-0.003256659125804057,-0.2213223271059156,-19.425675729186015
T0033,F04,top100,551,62385,12792,-0.003256659125804057,-0.2213223271059156,-19.425675729186015
T0033,F05,top20,198,24583,8757,-0.0032520065547519714,-0.1906876775882984,-14.115138789676452
T0033,F05,top50,407,61742,12131,-0.003621441810846344,-0.22533338692388394,-18.130447680242316
T0033,F05,top100,551,61742,12131,-0.003621441810846344,-0.22533338692388394,-18.130447680242316
T0033,F06,top20,198,25156,9307,-0.0033069591388397547,-0.33275454243514174,-24.792732941662976
T0033,F06,top50,407,61930,13188,-0.0034611278819252096,-0.2824977196956075,-25.056045278010416
T0033,F06,top100,551,61930,13188,-0.0034611278819252096,-0.2824977196956075,-25.056045278010416
T0033,F07,top20,198,24424,9321,-0.003088502593610332,-0.28073707675321513,-20.488522577522133
T0033,F07,top50,407,60744,13074,-0.003210680308111395,-0.2925817415076036,-24.035989087426838
T0033,F07,top100,551,60744,13074,-0.003210680308111395,-0.2925817415076036,-24.035989087426838
T0033,F08,top20,198,24745,10213,-0.0030934645900722174,-0.3166771940333813,-26.161101842067808
T0033,F08,top50,407,61729,14059,-0.0030896433028444878,-0.31383118825861694,-29.192582436626235
T0033,F08,top100,551,61729,14059,-0.0030896433028444878,-0.31383118825861694,-29.192582436626235
T0034,F01,top20,198,13079,6187,-0.0030508379533363615,-0.14083790301307786,-5.85430114618731
T0034,F01,top50,407,32621,11210,-0.002978224277027346,-0.12142740675961951,-6.409399925638236
T0034,F01,top100,551,32621,11210,-0.002978224277027346,-0.12142740675961951,-6.409399925638236
T0034,F02,top20,198,13205,6648,-0.0034627878644890586,-0.14848983280845357,-6.912004413509881
T0034,F02,top50,407,33127,11163,-0.003008416308269046,-0.11965424041129359,-6.410025351807352
T0034,F02,top100,551,33127,11163,-0.003008416308269046,-0.11965424041129359,-6.410025351807352
T0034,F03,top20,198,13256,5939,-0.003157097269191988,-0.09428882933849349,-4.479776849656072
T0034,F03,top50,407,33005,9413,-0.0031021472473324956,-0.08625944355969366,-4.618171835857874
T0034,F03,top100,551,33005,9413,-0.0031021472473324956,-0.08625944355969366,-4.618171835857874
T0034,F04,top20,198,13122,6123,-0.0034450766768864207,-0.13591869926583253,-6.604564305333535
T0034,F04,top50,407,32891,9687,-0.0035172970923886223,-0.12366276025673782,-6.725455586562237
T0034,F04,top100,551,32891,9687,-0.0035172970923886223,-0.12366276025673782,-6.725455586562237
T0034,F05,top20,198,13086,5998,-0.0037125871489918603,-0.07006031527128907,-4.513466346268595
T0034,F05,top50,407,32725,9307,-0.004364753122934315,-0.09795364058521322,-6.338025350889746
T0034,F05,top100,551,32725,9307,-0.004364753122934315,-0.09795364058521322,-6.338025350889746
T0034,F06,top20,198,13299,6272,-0.0038831959934081013,-0.19789737737476243,-8.946010013872087
T0034,F06,top50,407,32903,10110,-0.004030669231313957,-0.18050900190842525,-9.96773016366065
T0034,F06,top100,551,32903,10110,-0.004030669231313957,-0.18050900190842525,-9.96773016366065
T0034,F07,top20,198,12915,6262,-0.0032721566979443447,-0.15845202674381673,-7.508436271630059
T0034,F07,top50,407,32187,10053,-0.0030954484726633674,-0.14487768995301573,-7.342890552988112
T0034,F07,top100,551,32187,10053,-0.0030954484726633674,-0.14487768995301573,-7.342890552988112
T0034,F08,top20,198,13107,6906,-0.0030928375975506073,-0.16080741048104097,-8.542297248758828
T0034,F08,top50,407,32756,10980,-0.0030992314241220895,-0.15505290562420304,-9.64505145699539
T0034,F08,top100,551,32756,10980,-0.0030992314241220895,-0.15505290562420304,-9.64505145699539
T0035,F01,top20,198,5899,3549,-0.0022229462721060625,-0.05999381184331148,-1.654813853796944
T0035,F01,top50,407,14724,7296,-0.002200142015912783,-0.05279593911367282,-1.9784349493877358
T0035,F01,top100,551,14724,7296,-0.002200142015912783,-0.05279593911367282,-1.9784349493877358
T0035,F02,top20,198,5969,3847,-0.002572537841662958,-0.06551308353772044,-2.0552194571756437
T0035,F02,top50,407,14911,7405,-0.0020223233595813165,-0.04666883900796712,-1.8723252708133817
T0035,F02,top100,551,14911,7405,-0.0020223233595813165,-0.04666883900796712,-1.8723252708133817
T0035,F03,top20,198,5924,3467,-0.0013205986884532279,-0.022811109706697863,-0.7182840289848459
T0035,F03,top50,407,14765,6219,-0.000990048470740598,-0.01589795556327053,-0.5829016757996981
T0035,F03,top100,551,14765,6219,-0.000990048470740598,-0.01589795556327053,-0.5829016757996981
T0035,F04,top20,198,5974,3646,-0.00269124171796924,-0.05987313071952212,-1.8999360580366125
T0035,F04,top50,407,14925,6484,-0.003272716962497247,-0.06782429808884761,-2.5706954346635955
T0035,F04,top100,551,14925,6484,-0.003272716962497247,-0.06782429808884761,-2.5706954346635955
T0035,F05,top20,198,5906,3602,-0.006958527149231651,-0.13779294962220767,-3.9730458447089854
T0035,F05,top50,407,14794,6323,-0.0077928380281163095,-0.15895001416424204,-5.137099996635709
T0035,F05,top100,551,14794,6323,-0.0077928380281163095,-0.15895001416424204,-5.137099996635709
T0035,F06,top20,198,6049,3766,-0.0036016533370416526,-0.10187615587681564,-3.2009897932526417
T0035,F06,top50,407,15001,6724,-0.004278112834672929,-0.11607649010707546,-4.428672806470974
T0035,F06,top100,551,15001,6724,-0.004278112834672929,-0.11607649010707546,-4.428672806470974
T0035,F07,top20,198,5922,3756,-0.0031846521086913776,-0.091286854767621,-2.8293730475060794
T0035,F07,top50,407,14773,6779,-0.0032021495772258965,-0.08703578767114568,-3.1025348181902914
T0035,F07,top100,551,14773,6779,-0.0032021495772258965,-0.08703578767114568,-3.1025348181902914
T0035,F08,top20,198,5984,4057,-0.002057643008236415,-0.060674977299418856,-2.3855750170739434
T0035,F08,top50,407,14959,7488,-0.00226456050804681,-0.06646394621251692,-3.2987153845038404
T0035,F08,top100,551,14959,7488,-0.00226456050804681,-0.06646394621251692,-3.2987153845038404
T0036,F01,top20,198,3224,2203,-0.001443362570385529,-0.02580000019411991,-0.5570258441799318
T0036,F01,top50,407,8047,4740,-0.0008859015344101026,-0.014751215341416454,-0.44568507780877825
T0036,F01,top100,551,8047,4740,-0.0008859015344101026,-0.014751215341416454,-0.44568507780877825
T0036,F02,top20,198,3260,2467,-0.0010075652592828445,-0.017731993478179366,-0.45759494409454315
T0036,F02,top50,407,8145,5120,-0.00024201119964341184,-0.0038225080626395325,-0.13124380662491844
T0036,F02,top100,551,8145,5120,-0.00024201119964341184,-0.0038225080626395325,-0.13124380662491844
T0036,F03,top20,198,3220,2165,0.00326991897303234,0.03631905840423247,0.9247944916315873
T0036,F03,top50,407,8017,4135,0.004962010853513732,0.047721168845136816,1.6149876592557375
T0036,F03,top100,551,8017,4135,0.004962010853513732,0.047721168845136816,1.6149876592557375
T0036,F04,top20,198,3295,2388,-0.0017478404694131573,-0.028938212723628433,-0.7263177709136222
T0036,F04,top50,407,8209,4506,-0.001428933539336794,-0.0216846807542011,-0.6961504388101538
T0036,F04,top100,551,8209,4506,-0.001428933539336794,-0.0216846807542011,-0.6961504388101538
T0036,F05,top20,198,3252,2294,-0.009962509574042218,-0.13452711872807643,-3.1002601390039115
T0036,F05,top50,407,8117,4352,-0.011433128820874572,-0.1647031361488441,-4.531489391044814
T0036,F05,top100,551,8117,4352,-0.011433128820874572,-0.1647031361488441,-4.531489391044814
T0036,F06,top20,198,3320,2417,-0.0039727570468021224,-0.07963642877191124,-1.8816911644348697
T0036,F06,top50,407,8228,4706,-0.005452813785510797,-0.09806388471299224,-3.130564284633631
T0036,F06,top100,551,8228,4706,-0.005452813785510797,-0.09806388471299224,-3.130564284633631
T0036,F07,top20,198,3246,2379,-0.0021861402066801817,-0.043311580386596715,-1.0202466626579014
T0036,F07,top50,407,8058,4652,-0.0019267964149663815,-0.03696734216866261,-1.1135974048648543
T0036,F07,top100,551,8058,4652,-0.0019267964149663815,-0.03696734216866261,-1.1135974048648543
T0036,F08,top20,198,3287,2580,-0.00028928589368571643,-0.006095986799968323,-0.1872525272348172
T0036,F08,top50,407,8200,5063,-0.0007033738829450856,-0.01454413599084533,-0.5797904755263121
T0036,F08,top100,551,8200,5063,-0.0007033738829450856,-0.01454413599084533,-0.5797904755263121
T0037,F01,top20,198,9023,4060,-0.0025397379380099434,-0.19759902444594363,-11.490684290674606
T0037,F01,top50,407,23215,8529,-0.002754192920396847,-0.17944384998383847,-14.49587620119495
T0037,F01,top100,551,23215,8529,-0.002754192920396847,-0.17944384998383847,-14.49587620119495
T0037,F02,top20,198,9688,4874,-0.0031440309424394576,-0.22055919225672643,-13.712027924932276
T0037,F02,top50,407,24140,8913,-0.002903536463350225,-0.17906703998021709,-14.026779545694488
T0037,F02,top100,551,24140,8913,-0.002903536463350225,-0.17906703998021709,-14.026779545694488
T0037,F03,top20,198,10140,4962,-0.0031138592604362633,-0.14618768342105173,-9.567620866704
T0037,F03,top50,407,25371,8447,-0.0032097414696763108,-0.14288486684386542,-11.906328142049551
T0037,F03,top100,551,25371,8447,-0.0032097414696763108,-0.14288486684386542,-11.906328142049551
T0037,F04,top20,198,9520,4666,-0.0035344348855880373,-0.22087910425542504,-13.304019885944598
T0037,F04,top50,407,23948,8065,-0.00395781171128086,-0.22202850313505348,-16.834265020086818
T0037,F04,top100,551,23948,8065,-0.00395781171128086,-0.22202850313505348,-16.834265020086818
T0037,F05,top20,198,8809,3768,-0.002734121207174837,-0.14789739768436488,-8.579568317645956
T0037,F05,top50,407,22126,6415,-0.0035110197495737423,-0.18744851123034956,-13.697097866373369
T0037,F05,top100,551,22126,6415,-0.0035110197495737423,-0.18744851123034956,-13.697097866373369
T0037,F06,top20,198,8574,3847,-0.0036544681644387626,-0.3016325941706302,-16.56393539671428
T0037,F06,top50,407,21271,6866,-0.0041035524931875705,-0.26325781498196194,-18.112976230907357
T0037,F06,top100,551,21271,6866,-0.0041035524931875705,-0.26325781498196194,-18.112976230907357
T0037,F07,top20,198,8580,3994,-0.003183780315646817,-0.23232072825932157,-12.957827212984425
T0037,F07,top50,407,21740,7130,-0.0034447172970196267,-0.24318459729692776,-17.442132635586542
T0037,F07,top100,551,21740,7130,-0.0034447172970196267,-0.24318459729692776,-17.442132635586542
T0037,F08,top20,198,9148,4666,-0.0031381080934640327,-0.24336149318394593,-15.286671665540274
T0037,F08,top50,407,23257,8148,-0.0033938665983681286,-0.24338986993584025,-19.504373122030756
T0037,F08,top100,551,23257,8148,-0.0033938665983681286,-0.24338986993584025,-19.504373122030756
T0038,F01,top20,198,6504,3240,-0.00304285542029757,-0.1488981891853346,-5.6408286509561565
T0038,F01,top50,407,16504,7074,-0.003247833130139359,-0.1261186992674588,-6.808618111630094
T0038,F01,top100,551,16504,7074,-0.003247833130139359,-0.1261186992674588,-6.808618111630094
T0038,F02,top20,198,6881,3877,-0.003930725558950192,-0.15871827853694018,-6.486127926785897
T0038,F02,top50,407,16951,7374,-0.003528863790702735,-0.12717766796049626,-6.58425127014044
T0038,F02,top100,551,16951,7374,-0.003528863790702735,-0.12717766796049626,-6.58425127014044
T0038,F03,top20,198,7044,3851,-0.0037193208030940807,-0.10813761526037498,-4.49955344396186
T0038,F03,top50,407,17589,6968,-0.0037749567719909025,-0.09419656297595115,-4.956045005882056
T0038,F03,top100,551,17589,6968,-0.0037749567719909025,-0.09419656297595115,-4.956045005882056
T0038,F04,top20,198,6739,3608,-0.003970701143189768,-0.13766837912171606,-5.807060783991411
T0038,F04,top50,407,16864,6497,-0.004123531444673992,-0.1277675225885484,-6.5925893879074655
T0038,F04,top100,551,16864,6497,-0.004123531444673992,-0.1277675225885484,-6.5925893879074655
T0038,F05,top20,198,6310,2948,-0.004606912640599344,-0.13869084136137952,-5.630851213658665
T0038,F05,top50,407,15914,5205,-0.005318423487689621,-0.1637147834217213,-7.8791795951451435
T0038,F05,top100,551,15914,5205,-0.005318423487689621,-0.1637147834217213,-7.8791795951451435
T0038,F06,top20,198,6278,3090,-0.004297315220968475,-0.19432269265434193,-7.244627556725868
T0038,F06,top50,407,15569,5740,-0.005067034195047498,-0.19182565672126745,-9.521762201972846
T0038,F06,top100,551,15569,5740,-0.005067034195047498,-0.19182565672126745,-9.521762201972846
T0038,F07,top20,198,6284,3226,-0.003265765468622275,-0.13945305692232862,-5.25496208480654
T0038,F07,top50,407,15755,5941,-0.003660754973749621,-0.14708453894464352,-6.7833598800138715
T0038,F07,top100,551,15755,5941,-0.003660754973749621,-0.14708453894464352,-6.7833598800138715
T0038,F08,top20,198,6539,3717,-0.003423694525651721,-0.15669767237063725,-7.272380155052235
T0038,F08,top50,407,16524,6779,-0.0034798182957845275,-0.15197348512617195,-8.73925407152111
T0038,F08,top100,551,16524,6779,-0.0034798182957845275,-0.15197348512617195,-8.73925407152111
T0039,F01,top20,198,4174,2280,-0.0027135861071124383,-0.07315643910239819,-1.8467212438364817
T0039,F01,top50,407,10521,5127,-0.0033447781124750007,-0.07984047878712006,-2.889698586200277
T0039,F01,top100,551,10521,5127,-0.0033447781124750007,-0.07984047878712006,-2.889698586200277
T0039,F02,top20,198,4318,2642,-0.004152206149762763,-0.1044279382331746,-3.122136115687203
T0039,F02,top50,407,10652,5373,-0.00377249103765699,-0.08015305355845423,-3.101278385791306
T0039,F02,top100,551,10652,5373,-0.00377249103765699,-0.08015305355845423,-3.101278385791306
T0039,F03,top20,198,4291,2546,-0.00167653547009904,-0.026268404509621757,-0.7987165669717171
T0039,F03,top50,407,10725,4971,-0.0012985690452780644,-0.017675730048721285,-0.7342260376101241
T0039,F03,top100,551,10725,4971,-0.0012985690452780644,-0.017675730048721285,-0.7342260376101241
T0039,F04,top20,198,4240,2459,-0.003443668926783713,-0.07396249899211944,-2.257848433099304
T0039,F04,top50,407,10547,4663,-0.004712770489633242,-0.09063371760251626,-3.4696481846325047
T0039,F04,top100,551,10547,4663,-0.004712770489633242,-0.09063371760251626,-3.4696481846325047
T0039,F05,top20,198,4018,2042,-0.00804733072277464,-0.16622125003472998,-4.3623715236186635
T0039,F05,top50,407,10135,3770,-0.009397780014490702,-0.19298199716812625,-5.98758518747195
T0039,F05,top100,551,10135,3770,-0.009397780014490702,-0.19298199716812625,-5.98758518747195
T0039,F06,top20,198,4117,2178,-0.006387823077259298,-0.1877450111723162,-5.164762412342046
T0039,F06,top50,407,10224,4200,-0.007219715284234856,-0.17887341456397202,-6.338510473637569
T0039,F06,top100,551,10224,4200,-0.007219715284234856,-0.17887341456397202,-6.338510473637569
T0039,F07,top20,198,4074,2299,-0.0037647287758780868,-0.10224657249882133,-2.71258769822612
T0039,F07,top50,407,10156,4349,-0.003694899484835433,-0.093962065092783,-3.1451094209937684
T0039,F07,top100,551,10156,4349,-0.003694899484835433,-0.093962065092783,-3.1451094209937684
T0039,F08,top20,198,4185,2646,-0.0034024151920478826,-0.09704495409527664,-3.381973486591562
T0039,F08,top50,407,10517,5003,-0.0031903258208343848,-0.08531448483540251,-3.8705723603764826
T0039,F08,top100,551,10517,5003,-0.0031903258208343848,-0.08531448483540251,-3.8705723603764826
T0040,F01,top20,198,2578,1583,9.568524722994686e-05,0.0017534371318196273,0.037403150391188286
T0040,F01,top50,407,6475,3615,-0.00013543537171069314,-0.002123581521498551,-0.06422396314997666
T0040,F01,top100,551,6475,3615,-0.00013543537171069314,-0.002123581521498551,-0.06422396314997666
T0040,F02,top20,198,2678,1829,-0.002641679721697894,-0.04826420008423493,-1.2095503175708482
T0040,F02,top50,407,6627,3862,-0.000824049417301328,-0.0127737756329541,-0.40758651010044794
T0040,F02,top100,551,6627,3862,-0.000824049417301328,-0.0127737756329541,-0.40758651010044794
T0040,F03,top20,198,2686,1735,0.001291493336971183,0.014018925553891736,0.33372430117885515
T0040,F03,top50,407,6661,3493,0.0028859764341567307,0.02272758764443412,0.8205793126373984
T0040,F03,top100,551,6661,3493,0.0028859764341567307,0.02272758764443412,0.8205793126373984
T0040,F04,top20,198,2684,1703,-0.002012228293211574,-0.03234626615664632,-0.7854547232158198
T0040,F04,top50,407,6655,3348,-0.0029156761714398153,-0.04069446349053696,-1.2647954059334885
T0040,F04,top100,551,6655,3348,-0.0029156761714398153,-0.04069446349053696,-1.2647954059334885
T0040,F05,top20,198,2595,1512,-0.012096592891461989,-0.17377671316747118,-3.5824678875107514
T0040,F05,top50,407,6501,2879,-0.013036872114470273,-0.18826086560217561,-4.652799830372456
T0040,F05,top100,551,6501,2879,-0.013036872114470273,-0.18826086560217561,-4.652799830372456
T0040,F06,top20,198,2621,1581,-0.007462414640372635,-0.1509716743413713,-3.1710729257945216
T0040,F06,top50,407,6492,3074,-0.00796868415939652,-0.14655363617925185,-4.048817833518826
T0040,F06,top100,551,6492,3074,-0.00796868415939652,-0.14655363617925185,-4.048817833518826
T0040,F07,top20,198,2601,1626,-0.001392718403004427,-0.02606272712802853,-0.5485443168641242
T0040,F07,top50,407,6457,3196,-0.0020286089228549477,-0.03718944977689928,-0.9968086673952705
T0040,F07,top100,551,6457,3196,-0.0020286089228549477,-0.03718944977689928,-0.9968086673952705
T0040,F08,top20,198,2660,1858,-0.0009973070080651614,-0.020079113292890798,-0.5757186895376283
T0040,F08,top50,407,6655,3697,-0.0016152527190493608,-0.03125830349086733,-1.1937907971488064
T0040,F08,top100,551,6655,3697,-0.0016152527190493608,-0.03125830349086733,-1.1937907971488064
T0041,F01,top20,198,5087,2686,-0.0022703563870387035,-0.16176759909224508,-7.900514652978975
T0041,F01,top50,407,13109,6055,-0.0026521124414027905,-0.150880976061391,-10.725739708571009
T0041,F01,top100,551,13109,6055,-0.0026521124414027905,-0.150880976061391,-10.725739708571009
T0041,F02,top20,198,5663,3350,-0.0029373895310410504,-0.19027395873276146,-10.446830698873853
T0041,F02,top50,407,14161,6690,-0.002865182020160096,-0.162532321201684,-11.763592851952852
T0041,F02,top100,551,14161,6690,-0.002865182020160096,-0.162532321201684,-11.763592851952852
T0041,F03,top20,198,5931,3502,-0.0027244237289544243,-0.12153280938466883,-6.75527373480533
T0041,F03,top50,407,14840,6549,-0.002706254913415026,-0.1098615073094942,-8.21833914221784
T0041,F03,top100,551,14840,6549,-0.002706254913415026,-0.1098615073094942,-8.21833914221784
T0041,F04,top20,198,5523,3291,-0.0030033538006425603,-0.17891549260082815,-9.809477507831328
T0041,F04,top50,407,13937,6199,-0.0034911554858223235,-0.18376259206038884,-12.721909007036988
T0041,F04,top100,551,13937,6199,-0.0034911554858223235,-0.18376259206038884,-12.721909007036988
T0041,F05,top20,198,4922,2517,-0.0026845494371175263,-0.15099030852813142,-7.216246651119303
T0041,F05,top50,407,12317,4646,-0.0036096189500600664,-0.19053043603092898,-12.21512461531658
T0041,F05,top100,551,12317,4646,-0.0036096189500600664,-0.19053043603092898,-12.21512461531658
T0041,F06,top20,198,4740,2449,-0.003881335575491236,-0.28620590312629957,-12.883664291503989
T0041,F06,top50,407,11595,4722,-0.004237419417075829,-0.23254148002546582,-13.499229702012792
T0041,F06,top100,551,11595,4722,-0.004237419417075829,-0.23254148002546582,-13.499229702012792
T0041,F07,top20,198,4837,2586,-0.003231764265611114,-0.2038616317009568,-9.381837816370986
T0041,F07,top50,407,12258,4992,-0.0035581202813201383,-0.21812762026115295,-12.911376934833337
T0041,F07,top100,551,12258,4992,-0.0035581202813201383,-0.21812762026115295,-12.911376934833337
T0041,F08,top20,198,5085,3059,-0.003037536476633593,-0.20152408010082684,-10.83887406092795
T0041,F08,top50,407,13086,5941,-0.003590780648932039,-0.22176504334558259,-15.649026222423537
T0041,F08,top100,551,13086,5941,-0.003590780648932039,-0.22176504334558259,-15.649026222423537
T0042,F01,top20,198,3737,2176,-0.002345291481299547,-0.09633125397138871,-3.2686365855354027
T0042,F01,top50,407,9528,5007,-0.003074666286579325,-0.11114006796247068,-5.6290904077192945
T0042,F01,top100,551,9528,5007,-0.003074666286579325,-0.11114006796247068,-5.6290904077192945
T0042,F02,top20,198,4105,2671,-0.003072570376824924,-0.1209673652008739,-4.567632406773075
T0042,F02,top50,407,10132,5468,-0.003250372518753345,-0.10824623973546041,-5.496119807483674
T0042,F02,top100,551,10132,5468,-0.003250372518753345,-0.10824623973546041,-5.496119807483674
T0042,F03,top20,198,4161,2734,-0.0018791016316498685,-0.052347067020177315,-1.9196763445318077
T0042,F03,top50,407,10404,5355,-0.002663052354529912,-0.061212747941455606,-3.249997108252779
T0042,F03,top100,551,10404,5355,-0.002663052354529912,-0.061212747941455606,-3.249997108252779
T0042,F04,top20,198,3962,2581,-0.0025535900822292895,-0.0883818709910026,-3.5892065481807944
T0042,F04,top50,407,9948,5036,-0.003500158811363644,-0.103655010368485,-5.313232888257309
T0042,F04,top100,551,9948,5036,-0.003500158811363644,-0.103655010368485,-5.313232888257309
T0042,F05,top20,198,3663,2015,-0.004655212286362641,-0.1606246997554321,-5.396398706468942
T0042,F05,top50,407,9142,3850,-0.0054876073471443925,-0.17924784495665733,-7.628003892045161
T0042,F05,top100,551,9142,3850,-0.0054876073471443925,-0.17924784495665733,-7.628003892045161
T0042,F06,top20,198,3627,2013,-0.005407768192191258,-0.22516083374588544,-6.841926042737226
T0042,F06,top50,407,8855,4001,-0.005699323568788457,-0.18796773339392187,-8.076267293300736
T0042,F06,top100,551,8855,4001,-0.005699323568788457,-0.18796773339392187,-8.076267293300736
T0042,F07,top20,198,3651,2104,-0.003558341519632762,-0.1433346578351172,-4.8426973463111045
T0042,F07,top50,407,9125,4141,-0.0038421236092174805,-0.14508768540601755,-5.965397198646804
T0042,F07,top100,551,9125,4141,-0.0038421236092174805,-0.14508768540601755,-5.965397198646804
T0042,F08,top20,198,3738,2440,-0.002761238012862579,-0.11173793874849576,-4.5734551251494135
T0042,F08,top50,407,9568,4932,-0.0036912222602008098,-0.13731609009056311,-7.341356082676667
T0042,F08,top100,551,9568,4932,-0.0036912222602008098,-0.13731609009056311,-7.341356082676667
T0043,F01,top20,198,2654,1644,0.00013722154793352576,0.0036370580498508542,0.09185076689831921
T0043,F01,top50,407,6765,3896,-0.0021801987794328862,-0.04876728750649031,-1.7972526329046354
T0043,F01,top100,551,6765,3896,-0.0021801987794328862,-0.04876728750649031,-1.7972526329046354
T0043,F02,top20,198,2894,2007,-0.0026226159548530643,-0.06360749293207302,-1.8969497532822095
T0043,F02,top50,407,7090,4227,-0.002457837326647022,-0.05025638754918137,-1.9179729912649957
T0043,F02,top100,551,7090,4227,-0.002457837326647022,-0.05025638754918137,-1.9179729912649957
T0043,F03,top20,198,2833,1957,0.0013772673406160594,0.021973296583579806,0.637020990383065
T0043,F03,top50,407,7109,4053,0.00012460247275945387,0.0018086330745062877,0.07024697375812995
T0043,F03,top100,551,7109,4053,0.00012460247275945387,0.0018086330745062877,0.07024697375812995
T0043,F04,top20,198,2798,1860,-0.00128403421137098,-0.026076384685251575,-0.7642738071597561
T0043,F04,top50,407,7027,3783,-0.0033578807531818165,-0.06184516882903912,-2.38511843778218
T0043,F04,top100,551,7027,3783,-0.0033578807531818165,-0.06184516882903912,-2.38511843778218
T0043,F05,top20,198,2677,1540,-0.00855505802307933,-0.18225558495123356,-4.406659662229609
T0043,F05,top50,407,6667,3016,-0.010382047117862576,-0.21389200663584113,-6.377787367162992
T0043,F05,top100,551,6667,3016,-0.010382047117862576,-0.21389200663584113,-6.377787367162992
T0043,F06,top20,198,2702,1559,-0.006998737883627494,-0.18907406296917084,-4.779904384801205
T0043,F06,top50,407,6615,3154,-0.006740254721083665,-0.15124093610248285,-5.2134217922628165
T0043,F06,top100,551,6615,3154,-0.006740254721083665,-0.15124093610248285,-5.2134217922628165
T0043,F07,top20,198,2698,1627,-0.0029237628265810747,-0.07425540899820901,-1.892405182792055
T0043,F07,top50,407,6686,3262,-0.0036041577648861125,-0.08653880210699451,-2.6612255005164576
T0043,F07,top100,551,6686,3262,-0.0036041577648861125,-0.08653880210699451,-2.6612255005164576
T0043,F08,top20,198,2721,1865,-0.0014967278898198064,-0.03832885707635365,-1.1555919595126216
T0043,F08,top50,407,6890,3848,-0.0032724965803094374,-0.0835206046625549,-3.3040015598995036
T0043,F08,top100,551,6890,3848,-0.0032724965803094374,-0.0835206046625549,-3.3040015598995036
T0044,F01,top20,198,1897,1185,0.0003509736381862236,0.006672067151685682,0.12846256134472325
T0044,F01,top50,407,4797,2897,0.0007594592499428,0.011669885974078656,0.3419353183218218
T0044,F01,top100,551,4797,2897,0.0007594592499428,0.011669885974078656,0.3419353183218218
T0044,F02,top20,198,2070,1472,-0.0020530954300791195,-0.035118487729809994,-0.8334050412870825
T0044,F02,top50,407,5056,3220,-0.00018542622365637726,-0.0027468835499298186,-0.08579322054625946
T0044,F02,top100,551,5056,3220,-0.00018542622365637726,-0.0027468835499298186,-0.08579322054625946
T0044,F03,top20,198,2038,1424,0.003015881331688413,0.03399528182575466,0.78857700441331
T0044,F03,top50,407,5055,2982,0.0038403095029258313,0.039218664129010615,1.2373547474860516
T0044,F03,top100,551,5055,2982,0.0038403095029258313,0.039218664129010615,1.2373547474860516
T0044,F04,top20,198,2033,1391,-0.0015266658224948437,-0.02314410659329873,-0.5348865284023079
T0044,F04,top50,407,5053,2802,-0.002781799080179193,-0.038191799619717005,-1.139188595424588
T0044,F04,top100,551,5053,2802,-0.002781799080179193,-0.038191799619717005,-1.139188595424588
