trial_id,fold_id,feature_id,variant,market,timeframe,side,horizon_bars,valid_fold,trades,symbols_traded,aggregate_observations,aggregate_mean_net_return,aggregate_sum_net_return,mean_net_return,median_net_return,aggregate_hac_t,p_value,gross_return,net_return,funding_cashflow
T0205,F06,trend.donchian,donchian_20,spot,4h,LONG,3,True,1162,90,444,-0.00904386555925931,-4.015476308311134,-0.005880957633055498,-0.009603380848598683,-3.9068301102107936,0.00010811764336786234,-0.9894558264239002,-0.9996842648746794,0.0
T0205,F07,trend.donchian,donchian_20,spot,4h,LONG,3,True,1380,97,446,-0.004262528670192157,-1.901087786905702,-0.001710330157800125,-0.005806732345197294,-1.8240702775384208,0.06881194424352509,0.6018209002260826,-0.9747147757860449,0.0
T0205,F08,trend.donchian,donchian_20,spot,4h,LONG,3,True,1398,107,537,-0.002630931799385059,-1.4128103762697766,-0.00024132635973377834,-0.004975683816457741,-1.186260698727213,0.23604491863771984,7.37876970458897,-0.8742376685921269,0.0
T0206,F01,trend.donchian,donchian_20,spot,4h,LONG,6,True,1358,69,517,0.0028087480005332885,1.4521227162757102,0.007131627822784673,-0.0031074410683288286,0.7650466739780976,0.4445935058080556,42137.75481130439,728.3693752539142,0.0
T0206,F02,trend.donchian,donchian_20,spot,4h,LONG,6,True,1406,89,550,0.006831185322754034,3.7571519275147183,0.0056412923502637356,-0.004572025326544269,1.6595629462993693,0.09757348289139747,3224.9350517675944,46.82250163702571,0.0
T0206,F03,trend.donchian,donchian_20,spot,4h,LONG,6,True,1397,94,545,0.021559276767899448,11.7498058385052,0.012394634533577618,-0.010080481472740096,2.4401797731111428,0.014998113711222038,67632.59748346664,1025.1267008190891,0.0
T0206,F04,trend.donchian,donchian_20,spot,4h,LONG,6,True,1310,100,532,-0.002527240877672704,-1.3444921469218785,-0.004328353657922518,-0.01271545463184853,-0.5951383311222737,0.5520045402155067,-0.9945311420501308,-0.9998959388900498,0.0
T0206,F05,trend.donchian,donchian_20,spot,4h,LONG,6,True,995,89,362,-0.011339278218853477,-4.104818715224958,-0.007757393894168048,-0.009066734074823165,-2.764656536071958,0.005990742408286144,-0.9990668798068514,-0.9999543323309362,0.0
T0206,F06,trend.donchian,donchian_20,spot,4h,LONG,6,True,1056,90,420,-0.013926059167755488,-5.848944850457305,-0.011010184264805302,-0.014698174430744112,-3.384896456179861,0.0007791647249047355,-0.9999721618129636,-0.9999988768036426,0.0
T0206,F07,trend.donchian,donchian_20,spot,4h,LONG,6,True,1222,97,409,-0.003555486966717382,-1.4541941693874092,-0.0022054299874052006,-0.006533907592016161,-0.8850065873100077,0.37667433868874156,-0.756609735746135,-0.9938778004283416,0.0
T0206,F08,trend.donchian,donchian_20,spot,4h,LONG,6,True,1224,107,507,-0.0006426596611826559,-0.32582844821960655,0.0008461175796667375,-0.007021243042828471,-0.2109869275900567,0.8329824140285186,7.116841735877665,-0.7949908031803321,0.0
T0207,F01,trend.donchian,donchian_48,spot,4h,LONG,3,True,985,66,428,0.0003660093868125691,0.15665201755577957,0.0031994420597610254,0.0003888315898038534,0.14606205517406193,0.8839413286420995,143.09061494890804,6.5581081355062505,0.0
T0207,F02,trend.donchian,donchian_48,spot,4h,LONG,3,True,1051,83,468,0.005830539023306379,2.7286922629073858,0.0021170236215223804,-0.0014120682810637693,2.27399927038952,0.023419000351364884,38.76445205303824,0.7011131037356853,0.0
T0207,F03,trend.donchian,donchian_48,spot,4h,LONG,3,True,1011,87,472,0.008023601816351157,3.787140057317746,0.010356052889362371,-0.0024910941475827482,1.9256650029540814,0.054747882487634715,14066.81821704093,685.7198535295638,0.0
T0207,F04,trend.donchian,donchian_48,spot,4h,LONG,3,True,974,96,441,0.002258645695387104,0.9960627516657128,0.0005484745157140296,-0.005352944433141158,0.6567458431487797,0.511687690320358,5.012553808876647,-0.6775961071823424,0.0
T0207,F05,trend.donchian,donchian_48,spot,4h,LONG,3,True,596,78,261,-0.006147582261235344,-1.6045189701824247,-0.003440172587697946,-0.0036836620470643818,-1.8608252777615215,0.06389763018922841,-0.6060299225986092,-0.9345822094416308,0.0
T0207,F06,trend.donchian,donchian_48,spot,4h,LONG,3,True,618,87,303,-0.008105207081552528,-2.455877745710416,-0.006619419653750392,-0.00974957595203457,-3.0042787448902066,0.0028850575584943978,-0.9464756907128739,-0.9917310334636832,0.0
T0207,F07,trend.donchian,donchian_48,spot,4h,LONG,3,True,822,94,332,-0.003416860879998223,-1.13439781215941,-0.0015994011220156982,-0.007439060521697125,-1.4567177939161093,0.14614224044247817,0.3023376917038736,-0.8900026836947025,0.0
T0207,F08,trend.donchian,donchian_48,spot,4h,LONG,3,True,834,95,391,-0.000456241848331568,-0.17839056269764308,0.0015210741434400921,-0.004060169223841834,-0.14105002612906872,0.8879032475330753,10.642383502107347,-0.04654985091793451,0.0
T0208,F01,trend.donchian,donchian_48,spot,4h,LONG,6,True,846,66,384,0.004200032526983419,1.612812490361633,0.004866531074310773,-0.002319945689052358,0.927251329262222,0.3543800044572003,90.63824420491218,6.270780621760784,0.0
T0208,F02,trend.donchian,donchian_48,spot,4h,LONG,6,True,903,83,433,0.007762613711478958,3.3612117370703887,0.004389132985089639,-0.005976190476190577,1.5875407518903877,0.1131218389739971,31.15046775500899,1.1357741876021406,0.0
T0208,F03,trend.donchian,donchian_48,spot,4h,LONG,6,True,876,87,449,0.01966896341336585,8.831364572601267,0.017896022988416214,-0.01016125672781176,1.8550090777219856,0.06425166511148449,19598.19086805192,1424.4434024362333,0.0
T0208,F04,trend.donchian,donchian_48,spot,4h,LONG,6,True,853,96,418,-0.0025320300789119813,-1.0583885729852083,-0.006050978820080029,-0.013837151792857601,-0.5169660291954674,0.60545394979667,-0.9936549262814774,-0.9995217724657506,0.0
T0208,F05,trend.donchian,donchian_48,spot,4h,LONG,6,True,514,77,247,-0.011116626498131284,-2.745806745038427,-0.003999530566275865,-0.006138580578885886,-2.114574126417627,0.035472438826674564,-0.796694658239277,-0.9569484352371653,0.0
T0208,F06,trend.donchian,donchian_48,spot,4h,LONG,6,True,562,87,280,-0.01274305276467377,-3.5680547741086555,-0.011232867321625225,-0.016335349991870914,-2.370596326564338,0.01843921230926407,-0.9978638898746444,-0.9996142055351791,0.0
T0208,F07,trend.donchian,donchian_48,spot,4h,LONG,6,True,736,94,312,-0.0020344148174224804,-0.6347374230358139,-0.0033440093353420916,-0.011396555357587598,-0.46913067924882906,0.639304932697072,-0.8632457358116746,-0.9851814444435126,0.0
T0208,F08,trend.donchian,donchian_48,spot,4h,LONG,6,True,719,94,361,0.0047194647491746134,1.7037267744520355,0.003912692306669493,-0.00601151461470317,1.0418193028238432,0.2981945934400403,16.974150440475306,1.078256283783435,0.0
T0209,F01,trend.donchian,donchian_55,spot,4h,LONG,3,True,910,64,404,3.093500167311951e-05,0.012497740675940283,0.0032068170602610213,-0.00020530803240614588,0.012546067271943847,0.9899961576569847,96.81591800672227,5.421533191655099,0.0
T0209,F02,trend.donchian,donchian_55,spot,4h,LONG,3,True,960,81,448,0.006847325557014223,3.0676018495423722,0.0032128458948910885,-0.00040298668841986813,2.562812951311236,0.010709208010843026,76.15307000251698,3.348127873856476,0.0
T0209,F03,trend.donchian,donchian_55,spot,4h,LONG,3,True,935,86,452,0.008522869412740167,3.852336974558556,0.011454252069654641,-0.003573074544933605,2.062859827987012,0.039697872557170805,16355.742794663378,1003.1620340264116,0.0
T0209,F04,trend.donchian,donchian_55,spot,4h,LONG,3,True,929,94,423,0.0007444083813381155,0.31488474530602284,-0.0006427331628957043,-0.006209943996721698,0.20449369280610455,0.8380663086461365,0.7255440855886099,-0.8944710790681649,0.0
T0209,F05,trend.donchian,donchian_55,spot,4h,LONG,3,True,536,77,239,-0.0060951950537150796,-1.456751617837904,-0.003646012558715933,-0.0033846980704813597,-1.7533184551949705,0.08083473216142746,-0.5985646465960502,-0.9201464672559013,0.0
T0209,F06,trend.donchian,donchian_55,spot,4h,LONG,3,True,551,83,281,-0.006683373980264656,-1.8780280884543683,-0.006724108671016512,-0.009885104813425968,-2.2653858748509994,0.02425297861998143,-0.9326697558302337,-0.9872681054357453,0.0
T0209,F07,trend.donchian,donchian_55,spot,4h,LONG,3,True,784,94,316,-0.003664753179172195,-1.1580620046184136,-0.0012488410037906584,-0.007439060521697125,-1.60582619268396,0.10931408571367011,0.6623966869776321,-0.842483477699363,0.0
T0209,F08,trend.donchian,donchian_55,spot,4h,LONG,3,True,779,90,373,-0.0007531848785927142,-0.2809379597150824,0.0008376323272488836,-0.004259445843828755,-0.2221469081132466,0.8243214298891168,4.580747993325605,-0.46197107979893004,0.0
T0210,F01,trend.donchian,donchian_55,spot,4h,LONG,6,True,780,64,362,0.0038813541207272702,1.4050501917032718,0.006200253578856864,-0.0004280760819181913,0.8129310642023037,0.41679337813876915,168.10253831250753,15.394481981577062,0.0
T0210,F02,trend.donchian,donchian_55,spot,4h,LONG,6,True,830,81,418,0.010260060402888146,4.288705248407245,0.004895228082067706,-0.00781236383311917,2.086088485183792,0.03757779619898109,34.467048406223114,1.9366781118208665,0.0
T0210,F03,trend.donchian,donchian_55,spot,4h,LONG,6,True,814,86,427,0.021414937181572804,9.144178176531588,0.02027324962853341,-0.009967207468981162,1.9474775805390299,0.052134122832501274,44771.82342143897,3934.2149973204137,0.0
T0210,F04,trend.donchian,donchian_55,spot,4h,LONG,6,True,810,94,395,-0.0027150575332500963,-1.072447725633788,-0.005216591885395415,-0.013307739073260879,-0.5451134347203707,0.5859839336623327,-0.9851257815646854,-0.9987208608807645,0.0
T0210,F05,trend.donchian,donchian_55,spot,4h,LONG,6,True,462,76,222,-0.011357326011084516,-2.5213263744607626,-0.005034096353416881,-0.008129906348678047,-2.042613267112442,0.042277822633099565,-0.8542573431820901,-0.9639449416236896,0.0
T0210,F06,trend.donchian,donchian_55,spot,4h,LONG,6,True,503,83,265,-0.010699455109222582,-2.8353556039439844,-0.01096656567122259,-0.01642975206611563,-1.8830543490001475,0.06079238089450707,-0.9952759522496407,-0.9989783641875474,0.0
T0210,F07,trend.donchian,donchian_55,spot,4h,LONG,6,True,706,94,299,-0.0022849312993000167,-0.683194458490705,-0.003015036258441959,-0.011055675250352889,-0.5445025103333142,0.5865029275282593,-0.8192644485676388,-0.9785481339558069,0.0
T0210,F08,trend.donchian,donchian_55,spot,4h,LONG,6,True,674,89,346,0.00456020300683308,1.5778302403642455,0.0027140743478867905,-0.0071994607505858595,0.9662782289423528,0.33458182987313856,5.320749753213727,-0.16583104512660307,0.0
T0211,F01,momentum.roc,roc_6,spot,4h,LONG,3,True,7735,69,924,-0.0016757938468475518,-1.548433514487138,-0.0018102481885922306,-0.00363677368002113,-1.1754229488227668,0.24012865902545252,20.068102079098246,-0.9999999983149124,0.0
T0211,F02,momentum.roc,roc_6,spot,4h,LONG,3,True,7493,89,991,-0.0012109411115026388,-1.200042641499115,-0.002633649797723521,-0.0043621989783507705,-0.7371132508353113,0.46122813186538614,-0.9950134103935581,-0.9999999999991999,0.0
T0211,F03,momentum.roc,roc_6,spot,4h,LONG,3,True,7517,96,906,0.0027312573687152445,2.4745191760560115,-0.0020121200597589257,-0.005501250625312701,1.151602256064245,0.24978869299973586,-0.9999401747886986,-0.9999999999999915,0.0
T0211,F04,momentum.roc,roc_6,spot,4h,LONG,3,True,7415,100,929,-0.0016058962003571429,-1.4918775701317857,-0.0019909202083372313,-0.00589351851851849,-0.844465885397886,0.39862676312551815,-0.6294837119945781,-0.9999999999239348,0.0
T0211,F05,momentum.roc,roc_6,spot,4h,LONG,3,True,6709,91,811,-0.008435997179890204,-6.841593712890956,-0.007864268159667141,-0.008248195932648025,-3.995948627712479,7.030893321413661e-05,-1.0,-1.0,0.0
T0211,F06,momentum.roc,roc_6,spot,4h,LONG,3,True,7068,92,924,-0.006008295451321457,-5.551664997021026,-0.003763855244849133,-0.004999618818758042,-4.108850451625974,4.329764345491533e-05,-0.9999748794647086,-0.9999999999999857,0.0
T0211,F07,momentum.roc,roc_6,spot,4h,LONG,3,True,7233,97,911,-0.0031410226902829773,-2.8614716708477923,-0.002445088764282453,-0.005836376528984275,-1.8898547139686979,0.0590950027562881,-0.5883279776036265,-0.9999999998523542,0.0
T0211,F08,momentum.roc,roc_6,spot,4h,LONG,3,True,7329,108,996,-0.003196561737446569,-3.183775490496783,-0.002351442452986762,-0.004129305477131526,-3.0950844412753886,0.0020225675713842475,0.6273076097903441,-0.9999999995600539,0.0
T0212,F01,momentum.roc,roc_6,spot,4h,LONG,6,True,5341,69,832,0.000731795063399624,0.6088534927484872,-0.0017124801802691726,-0.0038011567922464603,0.2685000984042902,0.7883810386687038,-0.8575748758898474,-0.9999999851892769,0.0
T0212,F02,momentum.roc,roc_6,spot,4h,LONG,6,True,5214,89,844,-0.0003837219291315672,-0.32386130818704273,0.0008981153275794749,-0.0045016564254802246,-0.11505820489377586,0.9084263869467337,11177.57173445807,-0.998249365662558,0.0
T0212,F03,momentum.roc,roc_6,spot,4h,LONG,6,True,5268,96,765,0.007403950514718959,5.664022143760003,-0.0014393825854239733,-0.0064881864632987925,1.5907374208903764,0.1120823531037329,-0.9999999608607595,-0.9999999999999953,0.0
T0212,F04,momentum.roc,roc_6,spot,4h,LONG,6,True,5141,100,743,-0.003054030758912882,-2.2691448538722714,-0.0035470379822711857,-0.007944375772558795,-0.7956587473715172,0.4264848683226973,-0.9999994558764426,-0.9999999999999014,0.0
T0212,F05,momentum.roc,roc_6,spot,4h,LONG,6,True,4729,91,657,-0.014910054558131321,-9.795905844692278,-0.01344084805868729,-0.015511170688114247,-4.007904302227797,6.828760693461868e-05,-1.0,-1.0,0.0
T0212,F06,momentum.roc,roc_6,spot,4h,LONG,6,True,5002,92,794,-0.00756738341940241,-6.008502435005513,-0.006923377653958091,-0.00883258612897114,-2.7653198693905066,0.005818840331736742,-0.9999999999970578,-1.0,0.0
T0212,F07,momentum.roc,roc_6,spot,4h,LONG,6,True,5123,97,784,-0.0026079918013664654,-2.0446655722713087,-0.0025839139678362822,-0.0074466403162054525,-0.8575390643804377,0.3914094312592224,-0.9964048201084851,-0.9999999992858016,0.0
T0212,F08,momentum.roc,roc_6,spot,4h,LONG,6,True,5058,108,905,-0.0008469134172737809,-0.7664566426327717,-0.0012056031318388352,-0.004818813347916837,-0.4242175795907023,0.6715080712333203,19.92886828805887,-0.9999947866101702,0.0
T0213,F01,momentum.roc,roc_12,spot,4h,LONG,3,True,7173,69,961,-0.00044143777715472657,-0.42422170384569224,-5.17380562566862e-05,-0.0023325705568267826,-0.2912985075489786,0.770885955100058,3616326.0980270896,-0.9983762285588347,0.0
T0213,F02,momentum.roc,roc_12,spot,4h,LONG,3,True,6918,89,1018,-0.00048003110742530044,-0.48867166735895584,0.000898272949221706,-0.0025001249675088407,-0.2915591419741449,0.7706831755516657,345066954.89001805,-0.6632354283355344,0.0
T0213,F03,momentum.roc,roc_12,spot,4h,LONG,3,True,6913,96,929,0.0029900518508354018,2.777758169426088,0.0017200943631327833,-0.004100660396237685,1.1952059645316533,0.23231191424682124,52632418.56178796,-0.9492619247230356,0.0
T0213,F04,momentum.roc,roc_12,spot,4h,LONG,3,True,6829,100,947,-0.0005786325215809982,-0.5479649979372052,-0.0019464448854701936,-0.006213957759412356,-0.2964666227814429,0.7669388264319361,-0.5644427685667275,-0.9999999994788947,0.0
T0213,F05,momentum.roc,roc_12,spot,4h,LONG,3,True,5675,91,859,-0.008749288008504268,-7.515638399305166,-0.006934938377669391,-0.0060007501875468635,-4.28966243301774,1.9928958961055295e-05,-0.9999999999996165,-1.0,0.0
T0213,F06,momentum.roc,roc_12,spot,4h,LONG,3,True,6499,92,917,-0.005424995378969501,-4.974720762515032,-0.004321961581497367,-0.0051834061135369565,-3.10179319863696,0.0019824373270507776,-0.9999982376389469,-0.9999999999999944,0.0
T0213,F07,momentum.roc,roc_12,spot,4h,LONG,3,True,6533,97,914,-0.0020927954305059496,-1.912815023482438,-0.000927655893678828,-0.004072386058981301,-1.2163738414356675,0.22415691358547174,5903.711767361824,-0.9999821414398589,0.0
T0213,F08,momentum.roc,roc_12,spot,4h,LONG,3,True,6881,108,980,-0.0017515686918048422,-1.7165373179687453,-0.0013411743582625254,-0.0037336757153338925,-1.5891699715029532,0.11234489114238828,1207.9380364897972,-0.9999987189521916,0.0
T0214,F01,momentum.roc,roc_12,spot,4h,LONG,6,True,4816,69,840,0.0013930617670728535,1.170171884341197,0.0034287025956830585,-0.0014039606611726515,0.44157230648577267,0.6589125075440406,11055772421.491264,6014.6970955276165,0.0
T0214,F02,momentum.roc,roc_12,spot,4h,LONG,6,True,4729,89,892,6.255056290240496e-05,0.05579510210894523,0.002278081365575856,-0.0032001000500251316,0.020618462165738167,0.9835546291737297,1489932.5853655655,0.017155712734773676,0.0
T0214,F03,momentum.roc,roc_12,spot,4h,LONG,6,True,4703,96,819,0.008460693209248523,6.929307738374541,0.0032277514120829845,-0.0044059424500889595,1.3715679505928924,0.170574063401017,1208.4318637293277,-0.9991511177668534,0.0
T0214,F04,momentum.roc,roc_12,spot,4h,LONG,6,True,4623,100,859,0.00011787132887146565,0.101251471500589,-0.0007661419170589427,-0.004506348181622652,0.03781387452349305,0.9698448781230955,-0.5365643919529404,-0.9999995844664004,0.0
T0214,F05,momentum.roc,roc_12,spot,4h,LONG,6,True,3937,91,774,-0.011030641885731933,-8.537716819556517,-0.006639630298100759,-0.008571030640668439,-3.021262585339836,0.0026002305298846343,-0.9999999998653397,-0.9999999999999991,0.0
T0214,F06,momentum.roc,roc_12,spot,4h,LONG,6,True,4481,92,827,-0.009329916060364742,-7.715840581921642,-0.0056298003164435804,-0.00804201680672256,-3.2156299304659206,0.0013521984818631442,-0.9999999878574263,-0.999999999999984,0.0
T0214,F07,momentum.roc,roc_12,spot,4h,LONG,6,True,4505,97,793,-0.003684527539261696,-2.921830338634525,-0.0008229287947005031,-0.004292546316242982,-1.2855983590464268,0.19895903844495974,17.995504484987258,-0.9999751468454426,0.0
T0214,F08,momentum.roc,roc_12,spot,4h,LONG,6,True,4669,108,912,-0.00031603001005805944,-0.2882193691729502,0.00045860922881467116,-0.004354096140825933,-0.17841467046720555,0.858436995646569,31552.42694431417,-0.9741319272085676,0.0
T0215,F01,momentum.roc,roc_24,spot,4h,LONG,3,True,6760,69,951,0.00012260789922284568,0.11660011216092625,0.0006159187123291229,-0.00160735146720081,0.0798171917013353,0.9363994610386234,196349460.77694896,-0.6907973840430401,0.0
T0215,F02,momentum.roc,roc_24,spot,4h,LONG,3,True,6600,89,997,-0.00022736624052495377,-0.22668414180337892,0.0005459618718955692,-0.0024525293328399008,-0.1433542112724408,0.8860394401510227,12203820.775444454,-0.9693299345294593,0.0
T0215,F03,momentum.roc,roc_24,spot,4h,LONG,3,True,6529,96,945,0.003213247857819256,3.036519225639197,0.002173258279367082,-0.00482410386662013,1.4683892490232675,0.14233164332499804,871202463.103034,1.698526537701289,0.0
T0215,F04,momentum.roc,roc_24,spot,4h,LONG,3,True,6399,100,947,-0.0008473475631598081,-0.8024381423123382,-0.001342143090524572,-0.005092846270928428,-0.45637298199747606,0.6482265471617755,16.342745680333177,-0.999999923573458,0.0
T0215,F05,momentum.roc,roc_24,spot,4h,LONG,3,True,5268,91,811,-0.006764808267739116,-5.486259505136423,-0.0034659043503995693,-0.004265095319274101,-3.646779999606082,0.00028251811898027804,-0.9993759128792556,-0.9999999999195928,0.0
T0215,F06,momentum.roc,roc_24,spot,4h,LONG,3,True,5747,92,913,-0.0038681750392760366,-3.5316438108590216,-0.003518969954176802,-0.004824817518248145,-2.708216265225994,0.006891244712430553,-0.9995362614925584,-0.9999999999858282,0.0
T0215,F07,momentum.roc,roc_24,spot,4h,LONG,3,True,6144,97,888,-0.002326548922055905,-2.0659754427856436,-0.002535593796981678,-0.004891273672218585,-1.5287575359701169,0.12668107975294243,-0.7383537224440306,-0.9999999975247731,0.0
T0215,F08,momentum.roc,roc_24,spot,4h,LONG,3,True,6388,108,1006,-0.0010232646375629762,-1.0294042253883542,-0.0012885653177165627,-0.0039946824032746605,-0.9990437164566517,0.31801399111548495,812.3189485411359,-0.9999962138750151,0.0
T0216,F01,momentum.roc,roc_24,spot,4h,LONG,6,True,4486,69,870,0.0019772898415541503,1.720242162152111,0.0036758369390712487,-0.001237123046006536,0.6715493109893798,0.5020491325577282,5895151174.237516,8645.974254778115,0.0
T0216,F02,momentum.roc,roc_24,spot,4h,LONG,6,True,4361,89,921,0.0025643650179333058,2.3617801815165747,0.004140394420039531,-0.003,0.8434733131607103,0.3991830323536269,1305621529.9048388,2753.536349331151,0.0
T0216,F03,momentum.roc,roc_24,spot,4h,LONG,6,True,4338,96,872,0.008414704409315854,7.337622244923425,0.003654078583169294,-0.007519729190371413,1.4319003400888433,0.15253108733688303,6729.893040439491,-0.9856908456647417,0.0
T0216,F04,momentum.roc,roc_24,spot,4h,LONG,6,True,4284,100,872,0.0001820847551557811,0.15877790649584111,-0.00017226018676189762,-0.006134188693239559,0.058426806212884,0.9534220643715647,7.504169137877323,-0.9999786346021983,0.0
T0216,F05,momentum.roc,roc_24,spot,4h,LONG,6,True,3549,91,708,-0.008069298142105757,-5.713063084610876,-0.006218380041206554,-0.010160828333655943,-2.489891641157306,0.013006862867683143,-0.9999999843230285,-0.9999999999996593,0.0
T0216,F06,momentum.roc,roc_24,spot,4h,LONG,6,True,3922,92,818,-0.005138796398174158,-4.203535453706461,-0.006417323523627232,-0.0071535446048224234,-1.8210599769479057,0.0689633675398081,-0.9999999955928298,-0.9999999999999688,0.0
T0216,F07,momentum.roc,roc_24,spot,4h,LONG,6,True,4102,97,817,-0.0011952901786510255,-0.9765520759578878,0.00019639109242099365,-0.004217720823208313,-0.4092555380659692,0.6824595375887935,1102.2388989883,-0.995084142054016,0.0
T0216,F08,momentum.roc,roc_24,spot,4h,LONG,6,True,4240,108,923,-0.0011462529545217261,-1.0579914770235532,-0.0007689279123600407,-0.00480951368157245,-0.5991937032850569,0.5491909196304865,41.593985803317786,-0.9998757485149867,0.0
T0217,F01,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,1899,69,341,-0.0016562481825615589,-0.5647806302534916,-0.0007580024088896132,0.005021390374331361,-0.5060117677213916,0.613176309232565,2.714338728680909,-0.9877110577142088,0.0
T0217,F02,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,1995,89,436,-0.0023691885740361467,-1.0329662182797599,-0.001991013341295651,0.00054294260076915,-0.8151245468071382,0.41544707633414335,-0.3376131498753111,-0.9983624331171373,0.0
T0217,F03,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,1766,96,301,0.000629084828019292,0.1893545332338069,0.0026152153296333637,0.002127790234766616,0.16085564525319945,0.8723153616640442,72.8316043145116,-0.6351861743616474,0.0
T0217,F04,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,2207,100,359,0.0005983161762147612,0.21479550726109928,0.0015783352202283236,0.00475273930121978,0.21255643472697536,0.8317939295991865,852.706824787102,0.1371053043460484,0.0
T0217,F05,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,2926,91,435,-0.008088996739976342,-3.518713581889709,-0.007633883603805072,-0.003,-2.09463418011288,0.03678278309243875,-0.9999999998128062,-0.9999999999999764,0.0
T0217,F06,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,2581,92,456,-0.006029217549313148,-2.7493232024867953,-0.00722217606026793,-0.004906577693041034,-2.7389614803275886,0.0064053591317625525,-0.9999975136847511,-0.9999999989809681,0.0
T0217,F07,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,2445,97,430,-0.004721335153184585,-2.0301741158693716,-0.005830914222542139,-0.004216545012165393,-2.2817754273853468,0.022991643441365058,-0.9998364837509272,-0.9999998978094278,0.0
T0217,F08,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,True,2125,108,508,-0.001471827471702174,-0.7476883556247044,-0.0023544041796973243,-0.002210110584518141,-1.0727098299934195,0.2839116448084207,0.44527228722424184,-0.9975659372143365,0.0
T0218,F01,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1567,69,301,0.0021676551466764454,0.6524641991496101,0.0055870382436093114,0.014154105736782777,0.3466285144309254,0.7291134229269275,623.7739643637295,4.599817397155298,0.0
T0218,F02,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1579,89,374,-0.00021350025588980906,-0.07984909570278859,0.0013860070067186904,0.003629336422732779,-0.04160988034093791,0.9668319603639526,38.71299582556389,-0.6539546928090116,0.0
T0218,F03,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1492,96,270,0.013300888785633319,3.591239972120996,0.01613396829191671,0.01783227832653167,2.2327783789895097,0.026386563701733624,2413083440.693353,28506593.772008028,0.0
T0218,F04,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1741,100,311,0.002952888005033749,0.9183481695654959,0.0029303959478547284,0.007108481262327551,0.6619318227333129,0.508506658378808,410.7930450059338,1.2137135791196685,0.0
T0218,F05,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,2270,91,386,-0.014918502302838397,-5.758541888895621,-0.008601378361599753,-0.003919807710785869,-2.2659397191783297,0.024009664190642967,-0.9999999998267687,-0.9999999999998345,0.0
T0218,F06,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,2056,92,394,-0.006737361140223191,-2.654520289247937,-0.0033310289593324323,-0.0009715690509988191,-1.6910791587608638,0.09161449707280167,-0.9792558176572386,-0.9999578557025574,0.0
T0218,F07,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1954,97,380,-0.006697529989161316,-2.5450613958813,-0.0022183530084863273,0.0008028267309968555,-1.9681771891200166,0.049776193438327225,-0.6013933081572633,-0.9988871363278405,0.0
T0218,F08,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,True,1680,108,455,0.000456632481295778,0.207767778989579,0.00030399592108411007,-0.00013192854498844404,0.18963955420466846,0.8496763447877502,38.4659505173867,-0.745052573629047,0.0
T0219,F01,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,861,66,127,0.00033079907835802824,0.042011482951469586,-0.008144909404432748,-0.003255476783547315,0.04357752693730707,0.9653101494938116,-0.9985456288632824,-0.999893407836433,0.0
T0219,F02,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,668,86,178,-0.0007075861832340007,-0.12595034061565213,-7.638408672534384e-05,0.004887648780999901,-0.1416821281809507,0.8874922239631048,1.0332257246690832,-0.727223197883071,0.0
T0219,F03,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,510,84,99,0.007248499417410839,0.7176014423236731,0.0009905366828452935,0.0044154327116716656,0.8628421412809424,0.3903309270394475,-0.15517837050565497,-0.8188115642948753,0.0
T0219,F04,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,689,94,135,0.009450664772442519,1.27583974427974,0.00940019040928142,0.011244624024106312,2.2155775950094436,0.02840842799147596,1746.0994533379583,223.73206564356428,0.0
T0219,F05,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,1292,89,238,-0.008526471398002331,-2.029300192724555,-0.005365546843555305,-0.0004939582639463787,-1.3191807530825526,0.18838178271610154,-0.9997060687310194,-0.9999941996539142,0.0
T0219,F06,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,1131,92,253,-0.004050638180114284,-1.024811459568914,-0.003695043380722933,-0.0015074626865670933,-1.1158337660131816,0.2655561857800546,-0.849387376537956,-0.9950093788339255,0.0
T0219,F07,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,True,947,94,235,-0.0029906515573559457,-0.7028031159786472,-0.005362540454730407,-0.0014735620954938718,-1.0685595070609366,0.28636928479975216,-0.9506380726808,-0.997163977517228,0.0
