trial_id,fold_id,feature_id,variant,market,timeframe,side,horizon_bars,valid_fold,trades,symbols_traded,aggregate_observations,aggregate_mean_net_return,aggregate_sum_net_return,mean_net_return,median_net_return,aggregate_hac_t,p_value,gross_return,net_return,funding_cashflow
T0002,F04,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,16,True,30437,100,10787,-0.002962342028944974,-31.954783466229436,-0.0028625038465420675,-0.004337287199253301,-6.078500347581817,1.2541450494038732e-09,-0.9996456269111403,-1.0,0.0
T0002,F05,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,16,True,29138,91,9961,-0.004149733845215804,-41.33549883219462,-0.0035239452891848867,-0.0038788097449759503,-7.036934568569009,2.0946195642308233e-12,-0.999999999996282,-1.0,0.0
T0002,F06,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,16,True,30007,92,10952,-0.0035156485841768025,-38.50338329390434,-0.003594495538766019,-0.00403986135181966,-8.398722937856693,5.070249625896608e-17,-0.9999999999969564,-1.0,0.0
T0002,F07,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,16,True,29809,97,11084,-0.0029064094482077643,-32.21464232393486,-0.002868600486566381,-0.004049317943336847,-6.891903792980657,5.803914294943378e-12,-0.9739374217766047,-1.0,0.0
T0002,F08,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,16,True,30843,108,12258,-0.002662102553393975,-32.632053099503345,-0.00282885548607118,-0.0035466472303207182,-8.766371804931504,2.086794895688609e-18,-0.7849035348454395,-1.0,0.0
T0003,F01,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13736,69,6737,-0.0027853415100459467,-18.764845753179543,-0.002610468718835755,-0.0032996554030211263,-2.63556148804456,0.0084190682135845,-0.9994911192945621,-1.0,0.0
T0003,F02,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13727,89,7235,-0.0017446992143092953,-12.622898815527751,-0.0012831690559031994,-0.0032292677564736945,-1.7220861587611092,0.08509665798340264,17280.73155263442,-0.999999999999979,0.0
T0003,F03,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13539,96,6117,-0.00010441283532943688,-0.6386933137101654,0.00011138990632430213,-0.0031006927662315916,-0.0642583021270278,0.9487666549155458,116130.78472423421,-0.9999999999997629,0.0
T0003,F04,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13474,100,6172,-0.0030815334432276503,-19.01922441160106,-0.0019756136033840747,-0.004716998322410623,-2.6415528434902042,0.00827350415914817,-0.5591828223702242,-1.0,0.0
T0003,F05,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,12999,91,5724,-0.007248886409444626,-41.49262580766104,-0.00587021374356532,-0.005859866539561384,-5.247202856998635,1.5998647869471017e-07,-1.0,-1.0,0.0
T0003,F06,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13513,92,6489,-0.005404831310267705,-35.07195037232714,-0.004835162838426519,-0.00571862256456723,-5.5256577701091985,3.410104513487474e-08,-0.9999999999999992,-1.0,0.0
T0003,F07,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13326,97,6905,-0.0018978046980945983,-13.104341440343202,-0.0019591340299502436,-0.00394399659227884,-1.8724037727868035,0.06119299896916729,90.38711579085471,-0.9999999999999997,0.0
T0003,F08,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,48,True,13730,108,7340,-0.0019160047980872846,-14.063475217960669,-0.0019418190571668392,-0.0041163830063014025,-2.7151966312994835,0.006639139975034632,432.443488863041,-0.9999999999999994,0.0
T0004,F01,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7605,69,4574,-0.00044300792170907634,-2.026318233897315,-0.00044520565387223354,-0.0019299908284927643,-0.21720406832048703,0.8280590040081798,15.377034302362144,-0.9999999981345197,0.0
T0004,F02,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7673,89,4757,0.0008564081102172737,4.073933380303571,0.0012579115969504838,-0.0028999099189269658,0.4609323154068782,0.6448682424541151,21726931.687637,-0.9978775589063135,0.0
T0004,F03,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7609,96,4089,0.0030431330666943353,12.443371109713137,0.0032709270055957767,-0.003,0.9436712785866866,0.3453934216871268,132271.48511350772,-0.9999853646774405,0.0
T0004,F04,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7648,100,4062,-0.00026605706605543216,-1.0807238023171655,0.00038005656557831875,-0.005461243473371733,-0.12593849709653962,0.8997868432072669,16229.408904676104,-0.999998329128236,0.0
T0004,F05,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7563,91,3901,-0.011693293127304836,-45.61553648961616,-0.009820168428761001,-0.009395112783321054,-4.50804624681929,6.734817502176897e-06,-1.0,-1.0,0.0
T0004,F06,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7677,92,4363,-0.006024889983167522,-26.2865949965599,-0.005221876706853843,-0.005838489923360887,-3.5108456785163975,0.0004512036303149934,-0.999999999999728,-1.0,0.0
T0004,F07,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7521,97,4516,-0.0022695132587680846,-10.24912187659667,-0.001157080784892238,-0.004047572097609084,-1.2586547659836103,0.2082201329455395,12.11656259763412,-0.9999999980369718,0.0
T0004,F08,trend.ema_20_50_spread,ema_10_30,spot,15m,LONG,96,True,7789,108,4968,-0.0011272384351674008,-5.600120545911647,-0.0008828628278673503,-0.004213408160169904,-0.9519560651064487,0.34116558436223104,1898.5668734350527,-0.9999998701093071,0.0
T0005,F01,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,78301,69,14941,-0.0029596556967505707,-44.22021576515028,-0.0029087957829133752,-0.003,-22.18737909118258,2.4445021733398337e-107,0.6284209794367963,-1.0,0.0
T0005,F02,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,77071,89,15472,-0.0026697187535453153,-41.30588855485312,-0.002845529295040931,-0.003179083094555721,-19.07710424468985,3.2568326766546987e-80,34.54748458215415,-1.0,0.0
T0005,F03,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,76008,96,14381,-0.00232126686070062,-33.382138723735615,-0.002483766610883175,-0.0033155165776017044,-10.561171464769735,5.614284883366965e-26,11669160549.598429,-1.0,0.0
T0005,F04,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,74464,100,14715,-0.002799457456288392,-41.19401646928369,-0.0028607622794282668,-0.003427055765099216,-17.730638068778703,1.2873624677097325e-69,8.767872728301436,-1.0,0.0
T0005,F05,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,69922,91,13528,-0.003485657895102505,-47.15398000494669,-0.003290940518724196,-0.0035188441332701355,-19.868342396790574,1.308459956803367e-86,-0.9999999999986415,-1.0,0.0
T0005,F06,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,72467,92,14665,-0.0031584820090366918,-46.31913866252309,-0.0031428362122272457,-0.0032869391023737623,-23.590142952321028,8.545401027541033e-121,-0.9999998715280948,-1.0,0.0
T0005,F07,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,73534,97,14655,-0.002953120215215871,-43.27797675398859,-0.0029613488077385023,-0.003307384939106481,-22.090863857459592,2.0941225571556495e-106,-0.9011806448445638,-1.0,0.0
T0005,F08,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,4,True,75351,108,15770,-0.002869890204079045,-45.258168518326535,-0.0029900805293494436,-0.003121747961956742,-29.371196864847427,1.1580144841163717e-184,-0.9868290242002309,-1.0,0.0
T0006,F01,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,28651,69,11432,-0.0027292635256972097,-31.2009406257705,-0.0025564178814384835,-0.003099980003999134,-6.486811989149546,9.129047502013462e-11,60.555418498055516,-1.0,0.0
T0006,F02,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,28270,89,11901,-0.0024115214597042276,-28.699516891940014,-0.0024522559711057414,-0.0033999400099981565,-5.671378191431257,1.4495316354797324e-08,137.87305031186372,-1.0,0.0
T0006,F03,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,27763,96,10851,-0.0012296322900843116,-13.342739979704866,-0.0009076255724152676,-0.0033714710252600285,-1.8294164629993543,0.06736467118230426,1.9841769234492468e+16,-1.0,0.0
T0006,F04,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,27345,100,10929,-0.0024553405945138542,-26.834417357441914,-0.0024161231143029426,-0.004261988894497579,-5.197106134701713,2.0606629444288274e-07,172.23771266206376,-1.0,0.0
T0006,F05,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,25917,91,10256,-0.004098823292350714,-42.03753168634892,-0.003982077493485857,-0.004526717557251867,-7.0644469501975795,1.7173060282115576e-12,-0.9999999999999994,-1.0,0.0
T0006,F06,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,26796,92,11092,-0.003419803023059349,-37.9324551317743,-0.0035513320292663293,-0.0039021216338289673,-8.19072349994457,2.8813076060366015e-16,-0.9999999998267357,-1.0,0.0
T0006,F07,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,27062,97,11041,-0.0027669335245236798,-30.549713044265946,-0.0026254211133704864,-0.003904568089307112,-6.428772248680088,1.3394649521465594e-10,18.667224180690873,-1.0,0.0
T0006,F08,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,16,True,27770,108,12050,-0.0027112841385692438,-32.670973869759386,-0.0028911876455800824,-0.0036021998441527177,-8.671468172722989,4.809347967818017e-18,-0.9660067966018858,-1.0,0.0
T0007,F01,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,12077,69,6675,-0.001766384456854255,-11.790616249502152,-0.0011845652229124579,-0.0030998801438274467,-1.6766243731937194,0.09366279106582336,116841.38211901468,-0.9999999999795522,0.0
T0007,F02,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,12105,89,7024,-0.0013570104745100064,-9.531641572958286,-0.000672206773565781,-0.003299970002999639,-1.2989836084308608,0.19399219925120847,5052669.4545205925,-0.9999999991829291,0.0
T0007,F03,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,11776,96,6330,0.0015060191623108457,9.533101297427653,0.0016687200187307009,-0.0027564410203311214,0.9090443002290984,0.36336135668674796,262530153025.30377,-0.9998870280120388,0.0
T0007,F04,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,11793,100,6261,-0.0020309628524634578,-12.71585841927371,-0.0017406265286649455,-0.00476787086856256,-1.686190771781134,0.0918088923491244,3.1326499949887863,-0.9999999999999983,0.0
T0007,F05,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,11307,91,5808,-0.007878414278966683,-45.757830132238496,-0.007710577083193966,-0.007618722506060102,-5.529584725817345,3.349929513260514e-08,-1.0,-1.0,0.0
T0007,F06,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,11676,92,6458,-0.0048321789935746205,-31.2062119405049,-0.004346791368151059,-0.0056592404142583016,-5.068359306262702,4.124214171281559e-07,-0.999999999972303,-1.0,0.0
T0007,F07,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,11662,97,6649,-0.001771605299750156,-11.779403638038787,-0.001806351136785345,-0.004216420275535479,-1.7093546403292583,0.08743194731536946,231.803957632089,-0.99999999999986,0.0
T0007,F08,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,48,True,12001,108,7191,-0.0021446732092525495,-15.422345047735083,-0.0020834396878394727,-0.004231319315183832,-3.148555622549019,0.001647510122010442,53.0891473920911,-0.9999999999999882,0.0
T0008,F01,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,96,True,6891,69,4250,0.0005698008404263731,2.4216535718120857,0.0010095691157252827,-0.0023995196156924,0.2885731027692019,0.7729221574706209,3164704.1667884686,-0.996757217551715,0.0
T0008,F02,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,96,True,6994,89,4638,0.0003599041873419478,1.6692356208919539,0.0006491193075784642,-0.0033898188132691605,0.1890172669245292,0.8500875558566654,44571.365082873795,-0.9999670382518511,0.0
T0008,F03,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,96,True,6893,96,3997,0.004680742166974135,18.70892644139562,0.004760663211592876,-0.002880743102976144,1.4692840082508805,0.14183449193824524,8618392.531672364,-0.9916811117409696,0.0
T0008,F04,trend.ema_20_50_spread,ema_20_50,spot,15m,LONG,96,True,6920,100,3958,-0.0009965764190750976,-3.9444494666992362,-7.146193610162892e-05,-0.004958875501447188,-0.4769947593141873,0.6333921946172413,247.84801157354565,-0.9999997736336393,0.0
