trial_id,seed,blocks,preserve,samples,ci95_low,ci95_high
T0305,1729,calendar_month,all symbols together,1000,-0.0019054603967043,-0.0010518487343525447
T0306,1729,calendar_month,all symbols together,1000,-0.0019408465035572798,-5.9523234234582616e-05
T0307,1729,calendar_month,all symbols together,1000,-0.0028518638108873686,0.0009834203838693539
T0308,1729,calendar_month,all symbols together,1000,-0.003229400930778258,0.0030026863132728795
T0309,1729,calendar_month,all symbols together,1000,-0.0018570135804634855,-0.0006382425176421944
T0310,1729,calendar_month,all symbols together,1000,-0.0013851119275390385,0.0012607948306404364
T0311,1729,calendar_month,all symbols together,1000,-0.0033034948764214664,0.0017035687268840158
T0312,1729,calendar_month,all symbols together,1000,-0.0018025967589291572,0.005617917018378181
T0313,1729,calendar_month,all symbols together,1000,-0.0022838534337238777,-0.001869960707916245
T0314,1729,calendar_month,all symbols together,1000,-0.0022887733922950307,-0.0010317329959364833
T0315,1729,calendar_month,all symbols together,1000,-0.002347941990458784,0.0011310194930139596
T0316,1729,calendar_month,all symbols together,1000,-0.0010388579394923225,0.005612926273808355
T0317,1729,calendar_month,all symbols together,1000,-0.0021846576996099863,-0.0019680315511949645
T0318,1729,calendar_month,all symbols together,1000,-0.002302339725404493,-0.0015140728035889705
T0319,1729,calendar_month,all symbols together,1000,-0.0027957186694917346,-0.0003639880896372125
T0320,1729,calendar_month,all symbols together,1000,-0.0032597218949017995,0.0014032444683432616
T0321,1729,calendar_month,all symbols together,1000,-0.0022969131807089624,-0.0019306844657127641
