trial_id,fold_id,scope,symbols_traded,top_symbol,top_symbol_share_abs
T0044,F02,fold_diagnostic,89,BANDUSDT,0.05655229976653666
T0044,F03,fold_diagnostic,96,DOGEUSDT,0.20870681504352126
T0044,F04,fold_diagnostic,100,SHIBUSDT,0.04977750311015336
T0044,F05,fold_diagnostic,91,ALGOUSDT,0.03203640971680902
T0044,F06,fold_diagnostic,92,GMTUSDT,0.04071800380225227
T0044,F07,fold_diagnostic,97,FETUSDT,0.04675113700219495
T0044,F08,fold_diagnostic,108,RUNEUSDT,0.04061406582274335
T0045,F01,fold_diagnostic,69,XMRUSDT,0.03244589582247396
T0045,F02,fold_diagnostic,89,COMPUSDT,0.029860645814132187
T0045,F03,fold_diagnostic,96,DOGEUSDT,0.0394474876209846
T0045,F04,fold_diagnostic,100,EOSUSDT,0.027516210954847988
T0045,F05,fold_diagnostic,91,VETUSDT,0.03124113519924931
T0045,F06,fold_diagnostic,92,JASMYUSDT,0.026096626176711914
T0045,F07,fold_diagnostic,97,DYDXUSDT,0.03239158806841577
T0045,F08,fold_diagnostic,108,FETUSDT,0.027439078943978387
T0046,F01,fold_diagnostic,69,ALGOUSDT,0.04933791851415273
T0046,F02,fold_diagnostic,89,ALGOUSDT,0.03635929522849573
T0046,F03,fold_diagnostic,96,DOGEUSDT,0.0744160130297782
T0046,F04,fold_diagnostic,100,SHIBUSDT,0.030594864622888893
T0046,F05,fold_diagnostic,91,ROSEUSDT,0.029727604814057014
T0046,F06,fold_diagnostic,92,SOLUSDT,0.030369894573547596
T0046,F07,fold_diagnostic,97,ACHUSDT,0.0407868650489873
T0046,F08,fold_diagnostic,108,SUIUSDT,0.029589187424832682
T0047,F01,fold_diagnostic,69,TOMOUSDT,0.06497925560729387
T0047,F02,fold_diagnostic,89,SUSHIUSDT,0.03991105157564795
T0047,F03,fold_diagnostic,96,DOGEUSDT,0.10277584597594229
T0047,F04,fold_diagnostic,100,EOSUSDT,0.03961492663786784
T0047,F05,fold_diagnostic,91,ALGOUSDT,0.03240541042820743
T0047,F06,fold_diagnostic,92,SOLUSDT,0.038839163693357735
T0047,F07,fold_diagnostic,97,ACHUSDT,0.04191737053558824
T0047,F08,fold_diagnostic,108,DYDXUSDT,0.03400251120210118
T0048,F01,fold_diagnostic,69,ENJUSDT,0.05317771795416826
T0048,F02,fold_diagnostic,89,WAVESUSDT,0.05193792739465607
T0048,F03,fold_diagnostic,96,DOGEUSDT,0.20832273363166567
T0048,F04,fold_diagnostic,100,SHIBUSDT,0.04757093573867147
T0048,F05,fold_diagnostic,91,ALGOUSDT,0.03550798734340809
T0048,F06,fold_diagnostic,92,BTCSTUSDT,0.03834375006318826
T0048,F07,fold_diagnostic,97,ACHUSDT,0.04584826721463211
T0048,F08,fold_diagnostic,108,TRBUSDT,0.04262287126768046
T0049,F01,fold_diagnostic,69,EOSUSDT,0.023045892398010775
T0049,F02,fold_diagnostic,89,ALGOUSDT,0.0229404620111533
T0049,F03,fold_diagnostic,96,LTCUSDT,0.023882786157022218
