trial_id,feature_id,variant,market,timeframe,side,horizon_bars,valid_fold_count,positive_fold_fraction,aggregate_observations,aggregate_mean_net_return,aggregate_sum_net_return,aggregate_hac_t,p_value,bootstrap_ci_low,bootstrap_ci_high,best_fold_aggregate_mean,worst_fold_aggregate_mean,max_top_symbol_share_abs,fdr_q_value,bonferroni_p,catastrophic_reversal,temporal_replication,horizon_decay_position,spot_um_consistency_note,um_long_short_mean_delta
T0166,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,4,8,0.0,27665,-0.00322316551853742,-89.16887407033772,-13.072295325921333,6.185423193348721e-39,-0.003713902579760072,-0.0027633167701936016,-0.002353350154490385,-0.004502311577217916,0.02181693863712134,4.2510726674287574e-38,4.676179934171633e-36,True,NO_REPLICATION,1,same_direction,
T0167,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,12,8,0.0,23519,-0.003075664281653197,-72.33654824020154,-5.675874420712673,1.3960561212416247e-08,-0.004350880170693476,-0.0017697987906153928,-0.0009913799489392671,-0.008004686392003444,0.024203948408042242,4.2216737106346726e-08,1.0554184276586682e-05,True,NO_REPLICATION,2,same_direction,
T0168,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,24,8,0.25,19364,-0.002144307357115643,-41.52236766318731,-2.2116430846819557,0.027002969640426155,-0.004483544828941669,0.0004145201563155908,0.004303804324666603,-0.012281001898028623,0.023974855807859574,0.03979384999641749,1.0,True,NO_REPLICATION,3,same_direction,
T0169,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,4,8,0.0,15616,-0.0031786675233714122,-49.63807204496797,-9.242937862066235,2.7016457584909558e-20,-0.0038919443860714453,-0.0024889799024689313,-0.0011971256541447027,-0.005087045236934608,0.02543522381272419,1.2014377608348015e-19,2.0424441934191626e-17,True,NO_REPLICATION,1,same_direction,
T0170,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,12,8,0.125,11620,-0.003216622528867437,-37.37715378543962,-4.145110904428549,3.420591566650492e-05,-0.0049316360617327045,-0.001389213198504459,0.005569599901328071,-0.007668415075518105,0.021582659830442247,7.884046415816378e-05,0.02585967224387772,False,NO_REPLICATION,2,same_direction,
T0171,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,24,8,0.375,8967,-0.0008831348200139222,-7.91906993106484,-0.6483887989448824,0.5167501178337117,-0.0038040380030446097,0.0023557371350023375,0.011751765689179686,-0.012649301584796328,0.043828032506358174,0.5703110789522424,1.0,False,NO_REPLICATION,3,opposite_direction,
T0172,volume.rvol,rvol20_filter,spot,1h,LONG,4,8,0.0,17218,-0.00386616669816312,-66.5676582089726,-13.526492270642594,1.7773265607648504e-41,-0.0045715514658299745,-0.0031344571141563356,-0.0025395070066769818,-0.006380009249564888,0.021330749106559018,1.291979692248295e-40,1.343658879938227e-38,True,NO_REPLICATION,1,same_direction,
T0173,volume.rvol,rvol20_filter,spot,1h,LONG,12,8,0.125,14978,-0.003517297222309873,-52.68207779575728,-5.66611471012326,1.4876023181078976e-08,-0.005178324122491257,-0.0018269973407272265,0.0012318351891380031,-0.011292095406283826,0.020393918974333868,4.4805870617114366e-08,1.1246273524895706e-05,True,NO_REPLICATION,2,same_direction,
T0174,volume.rvol,rvol20_filter,spot,1h,LONG,24,8,0.25,12817,-0.0019081595830420493,-24.456881375849946,-1.6094472254370753,0.10754321527700729,-0.005174662565764112,0.0013717638866693567,0.008285168952660673,-0.01313458345201628,0.04446749620372094,0.14492454679040556,1.0,False,NO_REPLICATION,3,same_direction,
T0175,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,4,8,0.0,29471,-0.002599095378910346,-76.5979399118668,-11.595254173604472,5.0867486199215515e-31,-0.0030198432350017836,-0.002167581073444279,-0.0019497578538891548,-0.0037501930641834673,0.022141355745573178,3.0764655653285546e-30,3.845581956660693e-28,True,NO_REPLICATION,1,same_direction,
T0176,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,12,8,0.125,23555,-0.002173121974033996,-51.18788809837077,-3.671465204523134,0.00024169683460019422,-0.003473048314912499,-0.0006895327839235247,0.0013055863110799087,-0.006292215689278552,0.020018762913957197,0.0005006104300212242,0.18272280695774684,True,NO_REPLICATION,2,same_direction,
T0177,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,24,8,0.25,18234,-0.0023326346050730686,-42.53325938890233,-2.262693491977963,0.02366630328434783,-0.004745049482067583,0.00035806077942946584,0.004135103093000073,-0.012917870573185043,0.025290974958338718,0.035359140875428775,1.0,True,NO_REPLICATION,3,same_direction,
T0178,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,4,8,0.0,34412,-0.002848999070670063,-98.03975601989822,-13.96722077859421,3.2635664402602823e-44,-0.0032548746795758488,-0.002433432799488081,-0.001788506784843602,-0.004162828901590444,0.021364958859711163,2.4672562288367737e-43,2.4672562288367735e-41,True,NO_REPLICATION,1,same_direction,
T0179,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,12,8,0.125,31495,-0.0024705811898676246,-77.81095457488084,-4.438593579175566,9.085580457489048e-06,-0.0036633040739847173,-0.001224318751047255,0.0008398937135263784,-0.007077542690315025,0.019810373807312133,2.2373611810624495e-05,0.00686869882586172,True,NO_REPLICATION,2,same_direction,
T0180,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,24,8,0.5,25452,-0.0013965956881585855,-35.546153455012316,-1.4220921961164323,0.15501174249528973,-0.003649222564514266,0.00102633241336708,0.004286400899281144,-0.00963364205905976,0.04830932599107879,0.20380674317641573,1.0,True,NO_REPLICATION,3,same_direction,
T0181,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,4,8,0.0,33603,-0.0027506763547586323,-92.43097754895432,-13.223182367649242,8.109161470445597e-40,-0.0031555550742556225,-0.0023147771211951365,-0.001809292660932859,-0.0042659391164521256,0.02179872167921884,5.783515161940445e-39,6.130526071656872e-37,True,NO_REPLICATION,1,same_direction,
T0182,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,12,8,0.0,29751,-0.0023552241078497447,-70.07027243263775,-4.287222422975288,1.814902457136048e-05,-0.0035136343224835744,-0.001103809756457666,-0.0007684506423544579,-0.006230440280591628,0.0202364785818663,4.301148142930572e-05,0.013720662575948525,True,NO_REPLICATION,2,same_direction,
T0183,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,24,8,0.625,24727,-0.0012120127797628976,-29.96944000519717,-1.2536393803015846,0.20998496371810366,-0.0035826410198255233,0.0013099897033833382,0.003783504644724119,-0.008994180323818256,0.021772695774163724,0.26502275888294885,1.0,True,NO_REPLICATION,3,opposite_direction,
T0184,context.btc_regime,regime_follow,spot,1h,LONG,4,8,0.0,3259,-0.0024335301485060136,-7.930874753981099,-7.816493288677634,7.274329792061633e-15,-0.00314595566147057,-0.0018131691320744604,-0.0014517355682999423,-0.0032613940877522433,0.021641000397611514,2.6957810405875464e-14,5.4993933227985945e-12,True,NO_REPLICATION,1,same_direction,
T0185,context.btc_regime,regime_follow,spot,1h,LONG,12,8,0.125,1563,-0.001451640349907196,-2.2689138669049473,-1.7415567974341057,0.08178288695349564,-0.0031227648804652225,4.487617038502609e-05,0.000721932548489214,-0.007698954371828084,0.02414848442515219,0.11140155412043731,1.0,True,NO_REPLICATION,2,same_direction,
T0186,context.btc_regime,regime_follow,spot,1h,LONG,24,8,0.625,950,0.0009203934625181267,0.8743737893922203,0.5575632062290331,0.5772741759977416,-0.002955744035572053,0.004429104124772467,0.00744969452533954,-0.01206556849212562,0.024958026365176505,0.6279414058335145,1.0,False,NO_REPLICATION,3,same_direction,
T0187,trend.ema_20_50_spread,ema_10_30,spot,4h,LONG,3,8,0.25,7431,-0.0015617699161788695,-11.60551224712518,-2.5116170580578334,0.012038979393991492,-0.003162697129589717,-4.521761523789908e-05,0.002450756035937517,-0.005885668541042885,0.026573783104981413,0.01912073197869237,1.0,True,NO_REPLICATION,1,same_direction,
T0188,trend.ema_20_50_spread,ema_10_30,spot,4h,LONG,6,8,0.625,6877,-0.0003503270939966054,-2.4091994254146556,-0.30718149252949833,0.7587145343196441,-0.003362724754308893,0.0025482171620501834,0.006369996231430256,-0.008672892600902864,0.036810785926070504,0.7988693425426893,1.0,False,NO_REPLICATION,2,opposite_direction,
T0189,trend.ema_20_50_spread,ema_20_50,spot,4h,LONG,3,8,0.125,7305,-0.0011740585559790703,-8.576497751427109,-1.879320041605719,0.06024058796737247,-0.002716260093207997,0.0003594597872490619,0.0028035443408110554,-0.006622518403184126,0.03738339324702403,0.08402561716482213,1.0,True,NO_REPLICATION,1,same_direction,
T0190,trend.ema_20_50_spread,ema_20_50,spot,4h,LONG,6,8,0.625,6810,0.0008383423136428201,5.709111155907605,0.741712684888261,0.45828701431133495,-0.002288467281540609,0.0038801545872792246,0.007293057823898501,-0.01035399437850584,0.03592065883708835,0.5155728911002517,1.0,False,NO_REPLICATION,2,same_direction,
T0191,trend.ema_20_50_spread,ema_50_200,spot,4h,LONG,3,8,0.25,6768,-0.0018179601230279697,-12.3039541126533,-2.902703853073129,0.00371151218797664,-0.0031500554791944087,-0.0005025112352304274,0.0010508183867354393,-0.008704380127564713,0.028747922168764185,0.006465214779056083,1.0,True,NO_REPLICATION,1,same_direction,
T0192,trend.ema_20_50_spread,ema_50_200,spot,4h,LONG,6,8,0.625,6210,0.00016099325104519422,0.9997680889906562,0.13590276714202065,0.8919025536147404,-0.0025890875378626766,0.0028057369625912256,0.005937190845071377,-0.012682066712896189,0.04533937616914209,0.9046727162925055,1.0,True,NO_REPLICATION,2,same_direction,
T0193,trend.ema_50_200_regime,ema_10_30,spot,4h,LONG,3,8,0.25,7431,-0.0015617699161788695,-11.60551224712518,-2.5116170580578334,0.012038979393991492,-0.003162697129589717,-4.521761523789908e-05,0.002450756035937517,-0.005885668541042885,0.026573783104981413,0.01912073197869237,1.0,True,NO_REPLICATION,1,same_direction,
T0194,trend.ema_50_200_regime,ema_10_30,spot,4h,LONG,6,8,0.625,6877,-0.0003503270939966054,-2.4091994254146556,-0.30718149252949833,0.7587145343196441,-0.003362724754308893,0.0025482171620501834,0.006369996231430256,-0.008672892600902864,0.036810785926070504,0.7988693425426893,1.0,False,NO_REPLICATION,2,opposite_direction,
T0195,trend.ema_50_200_regime,ema_20_50,spot,4h,LONG,3,8,0.125,7305,-0.0011740585559790703,-8.576497751427109,-1.879320041605719,0.06024058796737247,-0.002716260093207997,0.0003594597872490619,0.0028035443408110554,-0.006622518403184126,0.03738339324702403,0.08402561716482213,1.0,True,NO_REPLICATION,1,same_direction,
T0196,trend.ema_50_200_regime,ema_20_50,spot,4h,LONG,6,8,0.625,6810,0.0008383423136428201,5.709111155907605,0.741712684888261,0.45828701431133495,-0.002288467281540609,0.0038801545872792246,0.007293057823898501,-0.01035399437850584,0.03592065883708835,0.5155728911002517,1.0,False,NO_REPLICATION,2,same_direction,
T0197,trend.ema_50_200_regime,ema_50_200,spot,4h,LONG,3,8,0.25,6768,-0.0018179601230279697,-12.3039541126533,-2.902703853073129,0.00371151218797664,-0.0031500554791944087,-0.0005025112352304274,0.0010508183867354393,-0.008704380127564713,0.028747922168764185,0.006465214779056083,1.0,True,NO_REPLICATION,1,same_direction,
T0198,trend.ema_50_200_regime,ema_50_200,spot,4h,LONG,6,8,0.625,6210,0.00016099325104519422,0.9997680889906562,0.13590276714202065,0.8919025536147404,-0.0025890875378626766,0.0028057369625912256,0.005937190845071377,-0.012682066712896189,0.04533937616914209,0.9046727162925055,1.0,True,NO_REPLICATION,2,same_direction,
T0199,trend.ema_slope,default,spot,4h,LONG,3,8,0.125,7536,-0.001915455831540294,-14.434875146487656,-3.0666644266823235,0.0021722900288514892,-0.003409268752669987,-0.00034528664315176165,0.003913945264084677,-0.006748017606014258,0.02151899684903156,0.003976395307050184,1.0,False,NO_REPLICATION,1,same_direction,
T0200,trend.ema_slope,default,spot,4h,LONG,6,8,0.625,6978,-0.0003987312221067883,-2.782346467861169,-0.3438519056892909,0.7309680242296916,-0.0032802412327017413,0.002595815625646297,0.007987810842652071,-0.00924476943747575,0.039436973205406005,0.7728836731715341,1.0,False,NO_REPLICATION,2,opposite_direction,
T0201,trend.adx_dmi,adx14_threshold20,spot,4h,LONG,3,8,0.125,7313,-0.0025787989602846866,-18.858756796561913,-4.0221664813118565,5.824584610325048e-05,-0.0041369276860353035,-0.0010099792777095364,0.0026937223270758633,-0.006869411355130298,0.02124146777533852,0.00013144435717629064,0.044033859654057365,True,NO_REPLICATION,1,same_direction,
T0202,trend.adx_dmi,adx14_threshold20,spot,4h,LONG,6,8,0.375,6668,-0.0015056673009916177,-10.039789563012107,-1.2624945722625398,0.20681503564268444,-0.0044764745854176495,0.0014815802408734851,0.007404239262545086,-0.009907157344739846,0.050504071876094056,0.26189642704500743,1.0,False,NO_REPLICATION,2,opposite_direction,
T0203,trend.kaufman_er,er10_threshold0.3,spot,4h,LONG,3,8,0.25,6746,-0.0016625868328877691,-11.215810774660891,-2.2684102906524144,0.02333568164018744,-0.003519251845264584,0.0003284698039761718,0.0062846377507904515,-0.009177694810687987,0.022575133698556443,0.03493420855441921,1.0,False,NO_REPLICATION,1,same_direction,
T0204,trend.kaufman_er,er10_threshold0.3,spot,4h,LONG,6,8,0.25,6182,-0.00174169854180439,-10.76718038543474,-1.2615065345897014,0.20717401279415218,-0.005337959093283872,0.0021706828810016537,0.010768585885916749,-0.015946383335191175,0.0466149832567165,0.2619122971110017,1.0,False,NO_REPLICATION,2,opposite_direction,
T0205,trend.donchian,donchian_20,spot,4h,LONG,3,8,0.375,4101,-0.0013722917428115795,-5.627768437270287,-1.4394121269081561,0.15011013125354594,-0.0037950011535426258,0.0011414602049537735,0.008028277205964711,-0.011314922386521866,0.0348913598364812,0.19839730634209918,1.0,False,NO_REPLICATION,1,same_direction,
T0206,trend.donchian,donchian_20,spot,4h,LONG,6,8,0.375,3842,0.001010099466966286,3.8808021520844704,0.5399714225158577,0.5892480441238994,-0.0035203458791851893,0.005922124239043059,0.021559276767899448,-0.013926059167755488,0.0810717978798083,0.6382113486499541,1.0,False,NO_REPLICATION,2,same_direction,
T0207,trend.donchian,donchian_48,spot,4h,LONG,3,8,0.5,3096,0.0007413959944110887,2.2953619986967304,0.6551191343699113,0.512439739714863,-0.001999284487671012,0.0033325063086763643,0.008023601816351157,-0.008105207081552528,0.05141834111469962,0.5680417056076781,1.0,False,NO_REPLICATION,1,same_direction,
T0208,trend.donchian,donchian_48,spot,4h,LONG,6,8,0.5,2884,0.002601292669666167,7.502128059317226,1.115084415830314,0.26490719035432964,-0.002883741564271753,0.008538152224138514,0.01966896341336585,-0.01274305276467377,0.08779355244924578,0.32511336998031365,1.0,False,NO_REPLICATION,2,same_direction,
T0209,trend.donchian,donchian_55,spot,4h,LONG,3,8,0.5,2936,0.0008424869344200009,2.473541639457123,0.7172430297701311,0.47328122865162353,-0.0019239600677250497,0.003532560040266129,0.008522869412740167,-0.006683373980264656,0.041992380391912734,0.5300749760898184,1.0,False,NO_REPLICATION,1,same_direction,
T0210,trend.donchian,donchian_55,spot,4h,LONG,6,8,0.5,2734,0.003402867481520523,9.30343969447711,1.398423008783976,0.16209953548209916,-0.002130885000027534,0.009423697489644254,0.021414937181572804,-0.011357326011084516,0.09384105099805437,0.21201946163402588,1.0,False,NO_REPLICATION,2,same_direction,
T0211,momentum.roc,roc_6,spot,4h,LONG,3,8,0.125,7392,-0.0027332711608926657,-20.204340421318584,-4.301391063360265,1.7191337595020995e-05,-0.004290981634352658,-0.0011217716740821915,0.0027312573687152445,-0.008435997179890204,0.025739640581344318,4.086997239571029e-05,0.012996651221835872,True,NO_REPLICATION,1,same_direction,
T0212,momentum.roc,roc_6,spot,4h,LONG,6,8,0.25,6324,-0.0023617427293094084,-14.935661020152699,-1.910492940057502,0.05611495900413426,-0.005431366261793884,0.0008575162923050641,0.007403950514718959,-0.014910054558131321,0.02071595831779924,0.07868712082335047,1.0,True,NO_REPLICATION,2,same_direction,
T0213,momentum.roc,roc_12,spot,4h,LONG,3,8,0.125,7525,-0.001967151056875368,-14.802811702987144,-2.989635317796201,0.002802140822916723,-0.0035877447762119896,-0.00014880796001102983,0.0029900518508354018,-0.008749288008504268,0.0261717173010444,0.005053655563171795,1.0,True,NO_REPLICATION,1,same_direction,
T0214,momentum.roc,roc_12,spot,4h,LONG,6,8,0.5,6716,-0.0016687136558904646,-11.207080912960361,-1.2876478234140876,0.1979129587716987,-0.004751880650793842,0.0016565852651742466,0.008460693209248523,-0.011030641885731933,0.03927411452231048,0.25188922025488925,1.0,False,NO_REPLICATION,2,opposite_direction,
T0215,momentum.roc,roc_24,spot,4h,LONG,3,8,0.25,7458,-0.0013394054613147003,-9.989285930485035,-2.2559440645310356,0.024102985398952004,-0.0027516412694418425,7.596577802749662e-05,0.003213247857819256,-0.006764808267739116,0.023270514137400108,0.03579932605423912,1.0,True,NO_REPLICATION,1,same_direction,
T0216,momentum.roc,roc_24,spot,4h,LONG,6,8,0.5,6801,-5.480364596542075e-05,-0.3727195962108265,-0.043922823036987316,0.9649672123505643,-0.0029144865633050367,0.0029272414426921795,0.008414704409315854,-0.008069298142105757,0.034743689002359565,0.9691777173403126,1.0,False,NO_REPLICATION,2,opposite_direction,
T0217,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,8,0.25,3266,-0.003135179443940271,-10.239496063908925,-3.164644355887739,0.0015670057707604255,-0.004624478997995169,-0.0014015751849080866,0.000629084828019292,-0.008088996739976342,0.045662068278337846,0.002925077438752794,1.0,True,NO_REPLICATION,1,same_direction,
T0218,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,8,0.5,2871,-0.001974278143469859,-5.668152549901966,-1.1069318457457313,0.2684161638277577,-0.004776798508774837,0.0016876474932939305,0.013300888785633319,-0.014918502302838397,0.030574719823081097,0.32835375380871323,1.0,False,NO_REPLICATION,2,same_direction,
T0219,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,8,0.375,1494,-0.0014624750033792933,-2.1849376550486643,-0.8056522737930691,0.42057166824607717,-0.0040389093992180035,0.0016732637242601231,0.009450664772442519,-0.008526471398002331,0.03680413187622979,0.48026040411751064,1.0,False,NO_REPLICATION,1,same_direction,
T0220,momentum.rsi,rsi_14_30_70,spot,4h,LONG,6,8,0.375,1276,0.0011987544561237978,1.529610686013966,0.3841566033433627,0.7009264375060441,-0.003240012386316241,0.006835187806049753,0.03229185263381618,-0.011824940698421108,0.025102283568081758,0.7463385728937596,1.0,False,NO_REPLICATION,2,same_direction,
T0221,momentum.rsi,rsi_21_30_70,spot,4h,LONG,3,8,0.375,779,-0.0013555865920199806,-1.0560019551835649,-0.45644442014098346,0.6481978250139121,-0.005580560436155635,0.0036732490235056084,0.01658122778156758,-0.00845282898671125,0.04802415526868114,0.6980591961688284,1.0,False,NO_REPLICATION,1,same_direction,
T0222,momentum.rsi,rsi_21_30_70,spot,4h,LONG,6,8,0.5,657,0.0015440754199109307,1.0144575508814815,0.2953447312340376,0.7678240027250406,-0.006445705788455311,0.010780580413782619,0.044237415579108916,-0.016136878172668505,0.035390471579821274,0.8062152028612927,1.0,False,NO_REPLICATION,2,same_direction,
T0223,volatility.atr_natr,natr14_filter,spot,4h,LONG,3,8,0.125,3833,-0.002676525495156141,-10.259122222933488,-2.3768853743603175,0.017508340757434626,-0.005041846993079921,-0.00011402604012495752,0.003131859141764007,-0.010996900232357713,0.02643304432688754,0.026794140916235987,1.0,True,NO_REPLICATION,1,same_direction,
T0224,volatility.atr_natr,natr14_filter,spot,4h,LONG,6,8,0.25,3169,-0.001308387576257377,-4.146280229159627,-0.6117280204572108,0.5407616156618125,-0.00655959537635432,0.0037326031763473843,0.013432113481169902,-0.01709326022106499,0.04510475740279398,0.59314721034338,1.0,False,NO_REPLICATION,2,opposite_direction,
T0225,volatility.bollinger_bandwidth,bb20_2s_filter,spot,4h,LONG,3,8,0.125,7149,-0.002599849243913766,-18.586322244739513,-4.1616098546045555,3.1971817900499995e-05,-0.003920277933699243,-0.00115580268006965,0.0021858664059500386,-0.006772205536846351,0.021862115755616564,7.391649643051375e-05,0.024170694332777996,True,NO_REPLICATION,1,same_direction,
T0226,volatility.bollinger_bandwidth,bb20_2s_filter,spot,4h,LONG,6,8,0.5,6649,-0.0009856973902119914,-6.553901947519531,-0.8403042777701502,0.40076802313518517,-0.0037020416092979395,0.0019283105565365939,0.0069821291446152635,-0.008821602391782053,0.05567005683318609,0.46115772525144594,1.0,False,NO_REPLICATION,2,same_direction,
T0227,volatility.realized_percentile,rv20_p100_filter,spot,4h,LONG,3,8,0.25,4179,-0.0022757164019639644,-9.510218843807408,-2.185000395896652,0.028944184663454924,-0.00498695055756781,0.0002402714851973303,0.0023397466016653688,-0.01154612367409411,0.031101303179347617,0.042571602345470666,1.0,True,NO_REPLICATION,1,same_direction,
T0228,volatility.realized_percentile,rv20_p100_filter,spot,4h,LONG,6,8,0.5,3486,0.00028993939883752834,1.0107287443476238,0.13489061961919677,0.892706145971176,-0.004567034014000537,0.005297474762456633,0.016548898596613765,-0.01583023440152596,0.04122935134895638,0.9046727162925055,1.0,False,NO_REPLICATION,2,same_direction,
T0229,volume.rvol,rvol20_filter,spot,4h,LONG,3,8,0.25,4651,-0.0020830863808347705,-9.688434757262517,-2.31521568567601,0.020644449861005346,-0.004314826795226863,0.0004031306276815447,0.0073397655275027895,-0.011699274436527093,0.03153437213352908,0.03127696211406822,1.0,False,NO_REPLICATION,1,same_direction,
T0230,volume.rvol,rvol20_filter,spot,4h,LONG,6,8,0.25,4301,-0.0014837784987329118,-6.3817313230502535,-0.8409187007266901,0.40044023953454044,-0.005725839052284858,0.003329530459884842,0.018931640476687276,-0.011622072087991021,0.06383180262080339,0.46115772525144594,1.0,False,NO_REPLICATION,2,same_direction,
T0231,volume.vwap_deviation,vwap_dev20_reversal,spot,4h,LONG,3,8,0.0,7612,-0.0027917565624343806,-21.250850953250506,-4.483458050886255,7.4519050768109e-06,-0.003907131863124224,-0.0016455301862791055,-0.001408976673249866,-0.006690870730105535,0.023436676986333,1.8470951600226363e-05,0.005633640238069041,True,NO_REPLICATION,1,same_direction,
T0232,volume.vwap_deviation,vwap_dev20_reversal,spot,4h,LONG,6,8,0.25,6899,-0.0022514993603313257,-15.533094086925816,-1.8118938250550138,0.0700460702421508,-0.004731584276063501,0.0003115276307600566,0.0037755076550918497,-0.011287191306025885,0.027732464635891796,0.09680955960341134,1.0,True,NO_REPLICATION,2,same_direction,
T0233,orderflow.taker_ratio,ratio_sign,spot,4h,LONG,3,8,0.125,8632,-0.002335743674643905,-20.162139399526186,-3.855800718397425,0.00011618924991566632,-0.003650660874236447,-0.0008972837500672281,0.001590961605941853,-0.007012217469631737,0.01987834114276163,0.0002509687798178393,0.08783907293624374,True,NO_REPLICATION,1,same_direction,
T0234,orderflow.taker_ratio,ratio_sign,spot,4h,LONG,6,8,0.375,8392,-0.001408282975389026,-11.818310729464706,-1.2672045434722106,0.20511732939588825,-0.003753706792827679,0.0010866161200261972,0.005529437688588554,-0.008889427314030132,0.02280826121320526,0.26018238426726764,1.0,False,NO_REPLICATION,2,opposite_direction,
T0235,orderflow.cvd,cvd_slope6_sign,spot,4h,LONG,3,8,0.125,8386,-0.002038641153907324,-17.096044716666817,-3.4323680980226214,0.0006012251987967357,-0.0033958739121641573,-0.0006090025763305187,0.0009771386457992476,-0.006278400158918238,0.024995963692637558,0.0011898592939537493,0.4545262502903322,True,NO_REPLICATION,1,same_direction,
T0236,orderflow.cvd,cvd_slope6_sign,spot,4h,LONG,6,8,0.5,7919,-0.001276998861335213,-10.112553982913552,-1.1524591955844876,0.2491672202641719,-0.004054654321816596,0.001365259155435736,0.0037638082800310895,-0.008066058692327,0.02093414843970332,0.30829855731540745,1.0,True,NO_REPLICATION,2,opposite_direction,
T0237,context.btc_regime,regime_follow,spot,4h,LONG,3,8,0.625,2008,9.040986688873638e-05,0.18154301271258266,0.098378246022089,0.9216417719800655,-0.002114017706981264,0.001833227326701697,0.0023063366151546056,-0.005475922594358434,0.026063431452024055,0.9314989032311892,1.0,True,NO_REPLICATION,1,same_direction,
T0238,context.btc_regime,regime_follow,spot,4h,LONG,6,8,0.625,1381,0.0015003815329708787,2.0720268970327833,0.8886291793168188,0.3743572667489238,-0.002276736731148495,0.004644588924187193,0.006114863033371611,-0.011789989588861335,0.02634955100412808,0.43742518340368836,1.0,False,NO_REPLICATION,2,opposite_direction,
T0239,context.market_breadth,breadth_0.4_0.6,spot,4h,LONG,3,8,0.25,903,-0.0011016930415711284,-0.994828816538729,-1.0310184984851347,0.3028085138774214,-0.00340286023632373,0.001122361754549907,0.004019702602627139,-0.0078014480516330155,0.037297866272742744,0.367453028075972,1.0,False,NO_REPLICATION,1,same_direction,
T0240,context.market_breadth,breadth_0.4_0.6,spot,4h,LONG,6,8,0.375,634,-0.00044514433750051914,-0.28222150997532913,-0.2327796635207722,0.8160077512531608,-0.004020453104808687,0.0029213246439604096,0.009063806901829693,-0.014756373477972597,0.03361051512575704,0.8472811352369173,1.0,False,NO_REPLICATION,2,opposite_direction,
T0241,trend.ema_20_50_spread,ema_10_30,um,15m,LONG,4,8,0.0,111165,-0.0018829126456181963,-209.3139842501468,-34.8072501059632,5.034884672172168e-264,-0.001993829614634578,-0.0017649745665865863,-0.0015549782783915026,-0.002299109451882133,0.0238583074637266,9.283836127224779e-263,3.8063728121621592e-261,True,NO_REPLICATION,1,same_direction,0.0002258609159450553
T0242,trend.ema_20_50_spread,ema_10_30,um,15m,LONG,16,8,0.0,80382,-0.0018014586352817286,-144.80484802121592,-9.565088162433533,1.1512564883984688e-21,-0.002167140200697588,-0.0013975348000353194,-0.0010882308215688719,-0.0029796572290818673,0.02378362368020025,5.2748479104802575e-21,8.703499052292425e-19,True,NO_REPLICATION,2,same_direction,0.000530571082219089
T0243,trend.ema_20_50_spread,ema_10_30,um,15m,LONG,48,8,0.125,46817,-0.0013860576695831242,-64.89106191687313,-2.895873874906034,0.003782792294372667,-0.0026212583944158967,-6.681818417195093e-05,0.0011657407078445386,-0.005477718872471487,0.028493320121858436,0.006559153611343432,1.0,True,NO_REPLICATION,3,same_direction,0.001632966684107816
T0244,trend.ema_20_50_spread,ema_10_30,um,15m,LONG,96,8,0.5,31200,-0.0006266363744265102,-19.551054882107117,-0.712472734591289,0.47617741746580106,-0.002947524764697828,0.0018740104903409432,0.0048329933446242136,-0.009260655353528605,0.03705210435845131,0.5317431722365519,1.0,False,NO_REPLICATION,4,same_direction,0.002431349505590143
T0245,trend.ema_20_50_spread,ema_20_50,um,15m,LONG,4,8,0.0,110693,-0.0018649023757750407,-206.43163868166658,-34.13713232617728,4.387162222345767e-254,-0.0020009783001756105,-0.0017139373803852598,-0.0013058984904102489,-0.002463179552541706,0.02379396656436347,6.909780500194583e-253,3.3166946400933998e-251,True,NO_REPLICATION,1,same_direction,0.00024833920474386095
T0246,trend.ema_20_50_spread,ema_20_50,um,15m,LONG,16,8,0.0,82168,-0.0016556204090525909,-136.0390177710333,-8.878815124025817,6.88982603602247e-19,-0.002070384341797373,-0.0012183364244862647,-0.00019642661448235343,-0.0029883235868014353,0.028953473116306815,2.8462887886519053e-18,5.208708483232987e-16,True,NO_REPLICATION,2,same_direction,0.0007038149557385925
T0247,trend.ema_20_50_spread,ema_20_50,um,15m,LONG,48,8,0.125,47268,-0.0014539498726992403,-68.72530258274769,-3.0187517572143885,0.0025395370146419384,-0.002692521598186722,-0.00017063033484182916,0.001426138520648748,-0.006471518026986853,0.033475992963411465,0.004604052717192579,1.0,True,NO_REPLICATION,3,same_direction,0.0015233471071864609
