trial_id,feature_id,variant,market,timeframe,side,cohort,horizon_bars,status
T0642,trend.donchian,donchian_20,um,1h,SHORT,top50,4,REGISTERED
T0643,trend.donchian,donchian_20,um,1h,SHORT,top50,12,REGISTERED
T0644,trend.donchian,donchian_20,um,1h,SHORT,top50,24,REGISTERED
T0645,trend.donchian,donchian_48,um,1h,SHORT,top50,4,REGISTERED
T0646,trend.donchian,donchian_48,um,1h,SHORT,top50,12,REGISTERED
T0647,trend.donchian,donchian_48,um,1h,SHORT,top50,24,REGISTERED
T0648,trend.donchian,donchian_55,um,1h,SHORT,top50,4,REGISTERED
T0649,trend.donchian,donchian_55,um,1h,SHORT,top50,12,REGISTERED
T0650,trend.donchian,donchian_55,um,1h,SHORT,top50,24,REGISTERED
T0651,momentum.roc,roc_6,um,1h,SHORT,top50,4,REGISTERED
T0652,momentum.roc,roc_6,um,1h,SHORT,top50,12,REGISTERED
T0653,momentum.roc,roc_6,um,1h,SHORT,top50,24,REGISTERED
T0654,momentum.roc,roc_12,um,1h,SHORT,top50,4,REGISTERED
T0655,momentum.roc,roc_12,um,1h,SHORT,top50,12,REGISTERED
T0656,momentum.roc,roc_12,um,1h,SHORT,top50,24,REGISTERED
T0657,momentum.roc,roc_24,um,1h,SHORT,top50,4,REGISTERED
T0658,momentum.roc,roc_24,um,1h,SHORT,top50,12,REGISTERED
T0659,momentum.roc,roc_24,um,1h,SHORT,top50,24,REGISTERED
T0660,momentum.rsi,rsi_7_30_70,um,1h,SHORT,top50,4,REGISTERED
T0661,momentum.rsi,rsi_7_30_70,um,1h,SHORT,top50,12,REGISTERED
T0662,momentum.rsi,rsi_7_30_70,um,1h,SHORT,top50,24,REGISTERED
T0663,momentum.rsi,rsi_14_30_70,um,1h,SHORT,top50,4,REGISTERED
T0664,momentum.rsi,rsi_14_30_70,um,1h,SHORT,top50,12,REGISTERED
T0665,momentum.rsi,rsi_14_30_70,um,1h,SHORT,top50,24,REGISTERED
T0666,momentum.rsi,rsi_21_30_70,um,1h,SHORT,top50,4,REGISTERED
T0667,momentum.rsi,rsi_21_30_70,um,1h,SHORT,top50,12,REGISTERED
T0668,momentum.rsi,rsi_21_30_70,um,1h,SHORT,top50,24,REGISTERED
T0669,volatility.atr_natr,natr14_filter,um,1h,SHORT,top50,4,REGISTERED
T0670,volatility.atr_natr,natr14_filter,um,1h,SHORT,top50,12,REGISTERED
T0671,volatility.atr_natr,natr14_filter,um,1h,SHORT,top50,24,REGISTERED
T0672,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,SHORT,top50,4,REGISTERED
T0673,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,SHORT,top50,12,REGISTERED
T0674,volatility.bollinger_bandwidth,bb20_2s_filter,um,1h,SHORT,top50,24,REGISTERED
T0675,volatility.realized_percentile,rv20_p100_filter,um,1h,SHORT,top50,4,REGISTERED
T0676,volatility.realized_percentile,rv20_p100_filter,um,1h,SHORT,top50,12,REGISTERED
T0677,volatility.realized_percentile,rv20_p100_filter,um,1h,SHORT,top50,24,REGISTERED
T0678,volume.rvol,rvol20_filter,um,1h,SHORT,top50,4,REGISTERED
T0679,volume.rvol,rvol20_filter,um,1h,SHORT,top50,12,REGISTERED
T0680,volume.rvol,rvol20_filter,um,1h,SHORT,top50,24,REGISTERED
T0681,volume.vwap_deviation,vwap_dev20_reversal,um,1h,SHORT,top50,4,REGISTERED
T0682,volume.vwap_deviation,vwap_dev20_reversal,um,1h,SHORT,top50,12,REGISTERED
T0683,volume.vwap_deviation,vwap_dev20_reversal,um,1h,SHORT,top50,24,REGISTERED
T0684,orderflow.taker_ratio,ratio_sign,um,1h,SHORT,top50,4,REGISTERED
T0685,orderflow.taker_ratio,ratio_sign,um,1h,SHORT,top50,12,REGISTERED
T0686,orderflow.taker_ratio,ratio_sign,um,1h,SHORT,top50,24,REGISTERED
T0687,orderflow.cvd,cvd_slope6_sign,um,1h,SHORT,top50,4,REGISTERED
T0688,orderflow.cvd,cvd_slope6_sign,um,1h,SHORT,top50,12,REGISTERED
T0689,orderflow.cvd,cvd_slope6_sign,um,1h,SHORT,top50,24,REGISTERED
T0690,context.btc_regime,regime_follow,um,1h,SHORT,top50,4,REGISTERED
T0691,context.btc_regime,regime_follow,um,1h,SHORT,top50,12,REGISTERED
T0692,context.btc_regime,regime_follow,um,1h,SHORT,top50,24,REGISTERED
T0693,derivatives.funding,funding_sign,um,1h,SHORT,top50,4,REGISTERED
T0694,derivatives.funding,funding_sign,um,1h,SHORT,top50,12,REGISTERED
T0695,derivatives.funding,funding_sign,um,1h,SHORT,top50,24,REGISTERED
T0696,derivatives.funding_zscore,z90_extreme,um,1h,SHORT,top50,4,REGISTERED
T0697,derivatives.funding_zscore,z90_extreme,um,1h,SHORT,top50,12,REGISTERED
T0698,derivatives.funding_zscore,z90_extreme,um,1h,SHORT,top50,24,REGISTERED
T0699,trend.ema_20_50_spread,ema_10_30,um,4h,SHORT,top50,3,REGISTERED
T0700,trend.ema_20_50_spread,ema_10_30,um,4h,SHORT,top50,6,REGISTERED
T0701,trend.ema_20_50_spread,ema_20_50,um,4h,SHORT,top50,3,REGISTERED
T0702,trend.ema_20_50_spread,ema_20_50,um,4h,SHORT,top50,6,REGISTERED
T0703,trend.ema_20_50_spread,ema_50_200,um,4h,SHORT,top50,3,REGISTERED
T0704,trend.ema_20_50_spread,ema_50_200,um,4h,SHORT,top50,6,REGISTERED
T0705,trend.ema_50_200_regime,ema_10_30,um,4h,SHORT,top50,3,REGISTERED
T0706,trend.ema_50_200_regime,ema_10_30,um,4h,SHORT,top50,6,REGISTERED
T0707,trend.ema_50_200_regime,ema_20_50,um,4h,SHORT,top50,3,REGISTERED
T0708,trend.ema_50_200_regime,ema_20_50,um,4h,SHORT,top50,6,REGISTERED
T0709,trend.ema_50_200_regime,ema_50_200,um,4h,SHORT,top50,3,REGISTERED
T0710,trend.ema_50_200_regime,ema_50_200,um,4h,SHORT,top50,6,REGISTERED
T0711,trend.ema_slope,default,um,4h,SHORT,top50,3,REGISTERED
T0712,trend.ema_slope,default,um,4h,SHORT,top50,6,REGISTERED
T0713,trend.adx_dmi,adx14_threshold20,um,4h,SHORT,top50,3,REGISTERED
T0714,trend.adx_dmi,adx14_threshold20,um,4h,SHORT,top50,6,REGISTERED
T0715,trend.kaufman_er,er10_threshold0.3,um,4h,SHORT,top50,3,REGISTERED
T0716,trend.kaufman_er,er10_threshold0.3,um,4h,SHORT,top50,6,REGISTERED
T0717,trend.donchian,donchian_20,um,4h,SHORT,top50,3,REGISTERED
T0718,trend.donchian,donchian_20,um,4h,SHORT,top50,6,REGISTERED
T0719,trend.donchian,donchian_48,um,4h,SHORT,top50,3,REGISTERED
T0720,trend.donchian,donchian_48,um,4h,SHORT,top50,6,REGISTERED
T0721,trend.donchian,donchian_55,um,4h,SHORT,top50,3,REGISTERED
T0722,trend.donchian,donchian_55,um,4h,SHORT,top50,6,REGISTERED
T0723,momentum.roc,roc_6,um,4h,SHORT,top50,3,REGISTERED
T0724,momentum.roc,roc_6,um,4h,SHORT,top50,6,REGISTERED
T0725,momentum.roc,roc_12,um,4h,SHORT,top50,3,REGISTERED
T0726,momentum.roc,roc_12,um,4h,SHORT,top50,6,REGISTERED
T0727,momentum.roc,roc_24,um,4h,SHORT,top50,3,REGISTERED
T0728,momentum.roc,roc_24,um,4h,SHORT,top50,6,REGISTERED
T0729,momentum.rsi,rsi_7_30_70,um,4h,SHORT,top50,3,REGISTERED
T0730,momentum.rsi,rsi_7_30_70,um,4h,SHORT,top50,6,REGISTERED
T0731,momentum.rsi,rsi_14_30_70,um,4h,SHORT,top50,3,REGISTERED
T0732,momentum.rsi,rsi_14_30_70,um,4h,SHORT,top50,6,REGISTERED
T0733,momentum.rsi,rsi_21_30_70,um,4h,SHORT,top50,3,REGISTERED
T0734,momentum.rsi,rsi_21_30_70,um,4h,SHORT,top50,6,REGISTERED
T0735,volatility.atr_natr,natr14_filter,um,4h,SHORT,top50,3,REGISTERED
T0736,volatility.atr_natr,natr14_filter,um,4h,SHORT,top50,6,REGISTERED
T0737,volatility.bollinger_bandwidth,bb20_2s_filter,um,4h,SHORT,top50,3,REGISTERED
T0738,volatility.bollinger_bandwidth,bb20_2s_filter,um,4h,SHORT,top50,6,REGISTERED
T0739,volatility.realized_percentile,rv20_p100_filter,um,4h,SHORT,top50,3,REGISTERED
T0740,volatility.realized_percentile,rv20_p100_filter,um,4h,SHORT,top50,6,REGISTERED
T0741,volume.rvol,rvol20_filter,um,4h,SHORT,top50,3,REGISTERED
T0742,volume.rvol,rvol20_filter,um,4h,SHORT,top50,6,REGISTERED
T0743,volume.vwap_deviation,vwap_dev20_reversal,um,4h,SHORT,top50,3,REGISTERED
T0744,volume.vwap_deviation,vwap_dev20_reversal,um,4h,SHORT,top50,6,REGISTERED
T0745,orderflow.taker_ratio,ratio_sign,um,4h,SHORT,top50,3,REGISTERED
T0746,orderflow.taker_ratio,ratio_sign,um,4h,SHORT,top50,6,REGISTERED
T0747,orderflow.cvd,cvd_slope6_sign,um,4h,SHORT,top50,3,REGISTERED
T0748,orderflow.cvd,cvd_slope6_sign,um,4h,SHORT,top50,6,REGISTERED
T0749,context.btc_regime,regime_follow,um,4h,SHORT,top50,3,REGISTERED
T0750,context.btc_regime,regime_follow,um,4h,SHORT,top50,6,REGISTERED
T0751,context.market_breadth,breadth_0.4_0.6,um,4h,SHORT,top50,3,REGISTERED
T0752,context.market_breadth,breadth_0.4_0.6,um,4h,SHORT,top50,6,REGISTERED
T0753,derivatives.funding,funding_sign,um,4h,SHORT,top50,3,REGISTERED
T0754,derivatives.funding,funding_sign,um,4h,SHORT,top50,6,REGISTERED
T0755,derivatives.funding_zscore,z90_extreme,um,4h,SHORT,top50,3,REGISTERED
T0756,derivatives.funding_zscore,z90_extreme,um,4h,SHORT,top50,6,REGISTERED
