trial_id,feature_id,variant,market,timeframe,side,horizon_bars,valid_fold_count,positive_fold_fraction,aggregate_hac_t,fdr_q_value,max_top_symbol_share_abs,catastrophic_reversal,temporal_replication
T0066,momentum.rsi,rsi_14_30_70,spot,15m,LONG,16,8,0.25,-4.409453247817645,2.543033143148808e-05,0.033164089164559346,True,NO_REPLICATION
T0067,momentum.rsi,rsi_14_30_70,spot,15m,LONG,48,8,0.375,-2.4791004120622757,0.020807223941674145,0.030028553651340384,True,NO_REPLICATION
T0068,momentum.rsi,rsi_14_30_70,spot,15m,LONG,96,8,0.5,-1.025033913589649,0.368783904466293,0.02066783669506108,True,NO_REPLICATION
T0069,momentum.rsi,rsi_21_30_70,spot,15m,LONG,4,8,0.125,-6.004337887964381,6.325149608905942e-09,0.04412453808711016,False,NO_REPLICATION
T0070,momentum.rsi,rsi_21_30_70,spot,15m,LONG,16,8,0.25,-2.7023918289624826,0.011513714475114225,0.03657894904547051,False,NO_REPLICATION
T0071,momentum.rsi,rsi_21_30_70,spot,15m,LONG,48,8,0.125,-1.9968662540841604,0.06520028430668927,0.03388210813741123,True,NO_REPLICATION
T0072,momentum.rsi,rsi_21_30_70,spot,15m,LONG,96,8,0.625,-0.11091315814811363,0.9226733017862377,0.029039260555947622,False,NO_REPLICATION
T0073,volatility.atr_natr,natr14_filter,spot,15m,LONG,4,8,0.0,-38.5468947492739,0.0,0.02313025923678443,True,NO_REPLICATION
T0074,volatility.atr_natr,natr14_filter,spot,15m,LONG,16,8,0.0,-11.033794435779635,1.617665235817725e-27,0.023604749240611678,True,NO_REPLICATION
T0075,volatility.atr_natr,natr14_filter,spot,15m,LONG,48,8,0.25,-2.944371839513481,0.005774676603886113,0.023921622477210025,True,NO_REPLICATION
T0076,volatility.atr_natr,natr14_filter,spot,15m,LONG,96,8,0.625,1.0810279632702597,0.3416018417519148,0.061942084249010126,False,NO_REPLICATION
T0077,volatility.bollinger_bandwidth,bb20_2s_filter,spot,15m,LONG,4,8,0.0,-57.67621884835818,0.0,0.02002306613992546,True,NO_REPLICATION
T0078,volatility.bollinger_bandwidth,bb20_2s_filter,spot,15m,LONG,16,8,0.0,-16.75125508021362,6.282031433039299e-62,0.020824984885126668,True,NO_REPLICATION
T0079,volatility.bollinger_bandwidth,bb20_2s_filter,spot,15m,LONG,48,8,0.0,-5.755387979484284,2.6584253652383998e-08,0.021692369412853803,True,NO_REPLICATION
T0080,volatility.bollinger_bandwidth,bb20_2s_filter,spot,15m,LONG,96,8,0.375,-2.465609538660696,0.02137157615893501,0.02688804509062807,True,NO_REPLICATION
T0081,volatility.realized_percentile,rv20_p100_filter,spot,15m,LONG,4,8,0.0,-41.46682961478963,0.0,0.019104319526226134,True,NO_REPLICATION
T0082,volatility.realized_percentile,rv20_p100_filter,spot,15m,LONG,16,8,0.0,-14.728930181401052,4.194591607526898e-48,0.018969063035080683,True,NO_REPLICATION
T0083,volatility.realized_percentile,rv20_p100_filter,spot,15m,LONG,48,8,0.125,-4.73511773851981,5.7521201895258014e-06,0.024348847383015897,True,NO_REPLICATION
T0084,volatility.realized_percentile,rv20_p100_filter,spot,15m,LONG,96,8,0.375,-1.5298959795726497,0.16837110187615045,0.03619146377115782,True,NO_REPLICATION
T0085,volume.rvol,rvol20_filter,spot,15m,LONG,4,8,0.0,-44.63322429967839,0.0,0.020105490508965488,True,NO_REPLICATION
T0086,volume.rvol,rvol20_filter,spot,15m,LONG,16,8,0.0,-16.689929014687706,1.9236929791495806e-61,0.020920204881421885,True,NO_REPLICATION
T0087,volume.rvol,rvol20_filter,spot,15m,LONG,48,8,0.0,-6.306831481401886,9.32906533895324e-10,0.01906449397186712,True,NO_REPLICATION
T0088,volume.rvol,rvol20_filter,spot,15m,LONG,96,8,0.375,-2.050948208696937,0.05745644771639343,0.04875719818776406,True,NO_REPLICATION
T0089,volume.vwap_deviation,vwap_dev20_reversal,spot,15m,LONG,4,8,0.0,-47.49786565557995,0.0,0.020175743695151033,True,NO_REPLICATION
T0090,volume.vwap_deviation,vwap_dev20_reversal,spot,15m,LONG,16,8,0.0,-12.637335156530655,9.445475471723057e-36,0.02148710446710546,True,NO_REPLICATION
T0091,volume.vwap_deviation,vwap_dev20_reversal,spot,15m,LONG,48,8,0.125,-4.1668038909557525,7.19623448031372e-05,0.021026773827229082,True,NO_REPLICATION
T0092,volume.vwap_deviation,vwap_dev20_reversal,spot,15m,LONG,96,8,0.375,-2.2728255136578372,0.0345635205472597,0.024863070965013202,True,NO_REPLICATION
T0093,orderflow.taker_ratio,ratio_sign,spot,15m,LONG,4,8,0.0,-57.07629167417351,0.0,0.020911135622792912,True,NO_REPLICATION
T0094,orderflow.taker_ratio,ratio_sign,spot,15m,LONG,16,8,0.0,-15.41913449633649,1.148908694586118e-52,0.021073431195115788,True,NO_REPLICATION
T0095,orderflow.taker_ratio,ratio_sign,spot,15m,LONG,48,8,0.0,-5.459771478148387,1.3695282878952577e-07,0.020895609047960662,True,NO_REPLICATION
T0096,orderflow.taker_ratio,ratio_sign,spot,15m,LONG,96,8,0.375,-2.830819792474712,0.00799954256756462,0.025840717126293343,True,NO_REPLICATION
T0097,orderflow.cvd,cvd_slope6_sign,spot,15m,LONG,4,8,0.0,-56.57391495618502,0.0,0.022451804974298457,True,NO_REPLICATION
T0098,orderflow.cvd,cvd_slope6_sign,spot,15m,LONG,16,8,0.0,-15.218762609927202,2.4499950707750363e-51,0.019694611502249312,True,NO_REPLICATION
T0099,orderflow.cvd,cvd_slope6_sign,spot,15m,LONG,48,8,0.0,-5.472580190990418,1.2789404891246916e-07,0.022978694875441165,True,NO_REPLICATION
T0100,orderflow.cvd,cvd_slope6_sign,spot,15m,LONG,96,8,0.375,-2.3344075305386727,0.029841411177765134,0.02558871164727347,True,NO_REPLICATION
T0101,context.btc_regime,regime_follow,spot,15m,LONG,4,8,0.0,-33.28242913834256,1.4238031917699935e-229,0.02026195734335244,True,NO_REPLICATION
T0102,context.btc_regime,regime_follow,spot,15m,LONG,16,8,0.0,-9.64839711158352,4.086846315267564e-21,0.021534844565680604,True,NO_REPLICATION
T0103,context.btc_regime,regime_follow,spot,15m,LONG,48,8,0.125,-2.1119276098585846,0.05056003364716924,0.023117003712103592,True,NO_REPLICATION
T0104,context.btc_regime,regime_follow,spot,15m,LONG,96,8,0.375,-1.193858406305996,0.28949683883461275,0.02713860601660219,True,NO_REPLICATION
T0105,context.market_breadth,breadth_0.4_0.6,spot,15m,LONG,4,8,0.0,-40.039034099462036,0.0,0.021419207497811118,True,NO_REPLICATION
T0106,context.market_breadth,breadth_0.4_0.6,spot,15m,LONG,16,8,0.0,-10.990316414137547,4.9592792414284844e-27,0.02361488949890367,True,NO_REPLICATION
T0107,context.market_breadth,breadth_0.4_0.6,spot,15m,LONG,48,8,0.125,-2.7212595171006666,0.01096150567155981,0.020256967457598744,True,NO_REPLICATION
T0108,context.market_breadth,breadth_0.4_0.6,spot,15m,LONG,96,8,0.25,-0.8764160667624149,0.44308953980160753,0.02179231377823024,False,NO_REPLICATION
T0109,trend.ema_20_50_spread,ema_10_30,spot,1h,LONG,4,8,0.0,-13.086064105282926,3.533728003914377e-38,0.021936477455181392,True,NO_REPLICATION
T0110,trend.ema_20_50_spread,ema_10_30,spot,1h,LONG,12,8,0.125,-4.554378517247033,1.3131575501953849e-05,0.027112160694173514,True,NO_REPLICATION
T0111,trend.ema_20_50_spread,ema_10_30,spot,1h,LONG,24,8,0.25,-2.4700352156047214,0.021204590633013998,0.03202330326970572,True,NO_REPLICATION
T0112,trend.ema_20_50_spread,ema_20_50,spot,1h,LONG,4,8,0.0,-12.584924542347233,2.0997469402859823e-35,0.025528187463831994,True,NO_REPLICATION
T0113,trend.ema_20_50_spread,ema_20_50,spot,1h,LONG,12,8,0.125,-4.401027236118337,2.6222748892120216e-05,0.025402950320873387,True,NO_REPLICATION
T0114,trend.ema_20_50_spread,ema_20_50,spot,1h,LONG,24,8,0.375,-1.813391633211351,0.09663010650886067,0.04042225361066448,False,NO_REPLICATION
T0115,trend.ema_20_50_spread,ema_50_200,spot,1h,LONG,4,8,0.0,-11.954133251435302,4.701150888920465e-32,0.02724332107582741,True,NO_REPLICATION
T0116,trend.ema_20_50_spread,ema_50_200,spot,1h,LONG,12,8,0.25,-3.260699338011702,0.0020988068509334777,0.024951576554345625,True,NO_REPLICATION
T0117,trend.ema_20_50_spread,ema_50_200,spot,1h,LONG,24,8,0.5,-0.6095801360743316,0.59314721034338,0.03398191032852928,True,NO_REPLICATION
T0118,trend.ema_50_200_regime,ema_10_30,spot,1h,LONG,4,8,0.0,-13.086064105282926,3.533728003914377e-38,0.021936477455181392,True,NO_REPLICATION
T0119,trend.ema_50_200_regime,ema_10_30,spot,1h,LONG,12,8,0.125,-4.554378517247033,1.3131575501953849e-05,0.027112160694173514,True,NO_REPLICATION
T0120,trend.ema_50_200_regime,ema_10_30,spot,1h,LONG,24,8,0.25,-2.4700352156047214,0.021204590633013998,0.03202330326970572,True,NO_REPLICATION
T0121,trend.ema_50_200_regime,ema_20_50,spot,1h,LONG,4,8,0.0,-12.584924542347233,2.0997469402859823e-35,0.025528187463831994,True,NO_REPLICATION
T0122,trend.ema_50_200_regime,ema_20_50,spot,1h,LONG,12,8,0.125,-4.401027236118337,2.6222748892120216e-05,0.025402950320873387,True,NO_REPLICATION
T0123,trend.ema_50_200_regime,ema_20_50,spot,1h,LONG,24,8,0.375,-1.813391633211351,0.09663010650886067,0.04042225361066448,False,NO_REPLICATION
T0124,trend.ema_50_200_regime,ema_50_200,spot,1h,LONG,4,8,0.0,-11.954133251435302,4.701150888920465e-32,0.02724332107582741,True,NO_REPLICATION
T0125,trend.ema_50_200_regime,ema_50_200,spot,1h,LONG,12,8,0.25,-3.260699338011702,0.0020988068509334777,0.024951576554345625,True,NO_REPLICATION
T0126,trend.ema_50_200_regime,ema_50_200,spot,1h,LONG,24,8,0.5,-0.6095801360743316,0.59314721034338,0.03398191032852928,True,NO_REPLICATION
T0127,trend.ema_slope,default,spot,1h,LONG,4,8,0.0,-13.53279027040833,9.79036411710174e-41,0.02359994562315652,True,NO_REPLICATION
T0128,trend.ema_slope,default,spot,1h,LONG,12,8,0.125,-4.966332580475125,1.8421372605031767e-06,0.0213941864345459,True,NO_REPLICATION
T0129,trend.ema_slope,default,spot,1h,LONG,24,8,0.25,-2.5631846906513345,0.016767609605868636,0.029376130803290403,True,NO_REPLICATION
T0130,trend.adx_dmi,adx14_threshold20,spot,1h,LONG,4,8,0.0,-13.234053081834633,5.3067360929029655e-39,0.021796446216555233,True,NO_REPLICATION
T0131,trend.adx_dmi,adx14_threshold20,spot,1h,LONG,12,8,0.125,-4.863700046189804,3.0775599732903417e-06,0.02221468754311115,True,NO_REPLICATION
T0132,trend.adx_dmi,adx14_threshold20,spot,1h,LONG,24,8,0.375,-1.8067808003815153,0.09751505410101989,0.03544930244999477,False,NO_REPLICATION
T0133,trend.kaufman_er,er10_threshold0.3,spot,1h,LONG,4,8,0.0,-15.732178908967452,1.3892242554266763e-54,0.020549829636995882,True,NO_REPLICATION
T0134,trend.kaufman_er,er10_threshold0.3,spot,1h,LONG,12,8,0.125,-6.483212494298404,3.1250900764709206e-10,0.02293156850721436,True,NO_REPLICATION
T0135,trend.kaufman_er,er10_threshold0.3,spot,1h,LONG,24,8,0.25,-2.7630517662231218,0.009716813049353186,0.023737126256157304,True,NO_REPLICATION
T0136,trend.donchian,donchian_20,spot,1h,LONG,4,8,0.0,-13.149982254355514,1.9544082058081397e-38,0.02319278294478527,True,NO_REPLICATION
T0137,trend.donchian,donchian_20,spot,1h,LONG,12,8,0.125,-6.394767746827902,5.460241296737541e-10,0.026088520571605035,True,NO_REPLICATION
T0138,trend.donchian,donchian_20,spot,1h,LONG,24,8,0.25,-2.6973807507261447,0.011654799119563235,0.03849810077837588,True,NO_REPLICATION
T0139,trend.donchian,donchian_48,spot,1h,LONG,4,8,0.0,-9.913759201877426,2.1151574443551802e-22,0.024711777230928867,True,NO_REPLICATION
T0140,trend.donchian,donchian_48,spot,1h,LONG,12,8,0.25,-4.322123489582313,3.721952589907451e-05,0.030138210144437724,True,NO_REPLICATION
T0141,trend.donchian,donchian_48,spot,1h,LONG,24,8,0.25,-1.580078568465721,0.15352237145910444,0.060669549197371164,False,NO_REPLICATION
T0142,trend.donchian,donchian_55,spot,1h,LONG,4,8,0.0,-9.146543398360546,3.013460120982371e-19,0.024170999962144602,True,NO_REPLICATION
T0143,trend.donchian,donchian_55,spot,1h,LONG,12,8,0.25,-4.388738981725922,2.784087128873024e-05,0.02868955873834721,True,NO_REPLICATION
T0144,trend.donchian,donchian_55,spot,1h,LONG,24,8,0.25,-1.449159512830802,0.19540874971130714,0.060412155052211924,False,NO_REPLICATION
T0145,momentum.roc,roc_6,spot,1h,LONG,4,8,0.0,-14.99632147658184,9.548739417549559e-50,0.020160462010428266,True,NO_REPLICATION
T0146,momentum.roc,roc_6,spot,1h,LONG,12,8,0.0,-6.736339839405588,5.799026740080007e-11,0.01878014825923056,True,NO_REPLICATION
T0147,momentum.roc,roc_6,spot,1h,LONG,24,8,0.25,-2.536923288171444,0.0179641478343652,0.026991425923330432,True,NO_REPLICATION
T0148,momentum.roc,roc_12,spot,1h,LONG,4,8,0.0,-14.82217087990333,1.258073868350364e-48,0.020589962477478376,True,NO_REPLICATION
T0149,momentum.roc,roc_12,spot,1h,LONG,12,8,0.125,-4.6430806004818335,8.818454198914086e-06,0.020840737448233806,True,NO_REPLICATION
T0150,momentum.roc,roc_12,spot,1h,LONG,24,8,0.25,-2.5222676508559574,0.01869092390316625,0.024764889593558673,True,NO_REPLICATION
T0151,momentum.roc,roc_24,spot,1h,LONG,4,8,0.0,-13.881943030224377,8.433551270676627e-43,0.021256642810049672,True,NO_REPLICATION
T0152,momentum.roc,roc_24,spot,1h,LONG,12,8,0.0,-5.614112314708482,5.999644889159478e-08,0.02156780878930944,True,NO_REPLICATION
T0153,momentum.roc,roc_24,spot,1h,LONG,24,8,0.375,-2.3179616872073945,0.03106600509980772,0.025473481701415165,True,NO_REPLICATION
T0154,momentum.rsi,rsi_7_30_70,spot,1h,LONG,4,8,0.0,-7.3924397845123595,5.534114267930177e-13,0.028860961114851327,True,NO_REPLICATION
T0155,momentum.rsi,rsi_7_30_70,spot,1h,LONG,12,8,0.125,-3.4591663313998833,0.0010794979219729969,0.028029182582660697,True,NO_REPLICATION
T0156,momentum.rsi,rsi_7_30_70,spot,1h,LONG,24,8,0.5,-1.0366302742171092,0.3645533849861859,0.02513841753974753,False,NO_REPLICATION
T0157,momentum.rsi,rsi_14_30_70,spot,1h,LONG,4,8,0.125,-2.566709275206136,0.016698396301017306,0.03296082924983728,False,NO_REPLICATION
T0158,momentum.rsi,rsi_14_30_70,spot,1h,LONG,12,8,0.25,-2.258040879205848,0.03570704871342988,0.03874229770433391,True,NO_REPLICATION
T0159,momentum.rsi,rsi_14_30_70,spot,1h,LONG,24,8,0.375,-0.9950560595023868,0.3837306743897751,0.02658501721473188,False,NO_REPLICATION
T0160,momentum.rsi,rsi_21_30_70,spot,1h,LONG,4,8,0.375,-0.5659069462026833,0.6225576925649045,0.022216016231525457,False,NO_REPLICATION
T0161,momentum.rsi,rsi_21_30_70,spot,1h,LONG,12,8,0.25,-1.4417369417841908,0.197964526996802,0.04469863142612739,False,NO_REPLICATION
T0162,momentum.rsi,rsi_21_30_70,spot,1h,LONG,24,8,0.625,0.27449816982519276,0.817243846191021,0.033244240621157745,False,NO_REPLICATION
T0163,volatility.atr_natr,natr14_filter,spot,1h,LONG,4,8,0.0,-8.875689128640143,3.1219309048925902e-18,0.024024906380334814,True,NO_REPLICATION
T0164,volatility.atr_natr,natr14_filter,spot,1h,LONG,12,8,0.25,-2.9670013250628213,0.005385104901296209,0.027077579569537377,True,NO_REPLICATION
T0165,volatility.atr_natr,natr14_filter,spot,1h,LONG,24,8,0.375,0.3853577322843428,0.7463385728937596,0.07006716697875591,False,NO_REPLICATION
T0166,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,4,8,0.0,-13.072295325921333,4.2510726674287574e-38,0.02181693863712134,True,NO_REPLICATION
T0167,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,12,8,0.0,-5.675874420712673,4.2216737106346726e-08,0.024203948408042242,True,NO_REPLICATION
T0168,volatility.bollinger_bandwidth,bb20_2s_filter,spot,1h,LONG,24,8,0.25,-2.2116430846819557,0.03979384999641749,0.023974855807859574,True,NO_REPLICATION
T0169,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,4,8,0.0,-9.242937862066235,1.2014377608348015e-19,0.02543522381272419,True,NO_REPLICATION
T0170,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,12,8,0.125,-4.145110904428549,7.884046415816378e-05,0.021582659830442247,False,NO_REPLICATION
T0171,volatility.realized_percentile,rv20_p100_filter,spot,1h,LONG,24,8,0.375,-0.6483887989448824,0.5703110789522424,0.043828032506358174,False,NO_REPLICATION
T0172,volume.rvol,rvol20_filter,spot,1h,LONG,4,8,0.0,-13.526492270642594,1.291979692248295e-40,0.021330749106559018,True,NO_REPLICATION
T0173,volume.rvol,rvol20_filter,spot,1h,LONG,12,8,0.125,-5.66611471012326,4.4805870617114366e-08,0.020393918974333868,True,NO_REPLICATION
T0174,volume.rvol,rvol20_filter,spot,1h,LONG,24,8,0.25,-1.6094472254370753,0.14492454679040556,0.04446749620372094,False,NO_REPLICATION
T0175,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,4,8,0.0,-11.595254173604472,3.0764655653285546e-30,0.022141355745573178,True,NO_REPLICATION
T0176,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,12,8,0.125,-3.671465204523134,0.0005006104300212242,0.020018762913957197,True,NO_REPLICATION
T0177,volume.vwap_deviation,vwap_dev20_reversal,spot,1h,LONG,24,8,0.25,-2.262693491977963,0.035359140875428775,0.025290974958338718,True,NO_REPLICATION
T0178,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,4,8,0.0,-13.96722077859421,2.4672562288367737e-43,0.021364958859711163,True,NO_REPLICATION
T0179,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,12,8,0.125,-4.438593579175566,2.2373611810624495e-05,0.019810373807312133,True,NO_REPLICATION
T0180,orderflow.taker_ratio,ratio_sign,spot,1h,LONG,24,8,0.5,-1.4220921961164323,0.20380674317641573,0.04830932599107879,True,NO_REPLICATION
T0181,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,4,8,0.0,-13.223182367649242,5.783515161940445e-39,0.02179872167921884,True,NO_REPLICATION
T0182,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,12,8,0.0,-4.287222422975288,4.301148142930572e-05,0.0202364785818663,True,NO_REPLICATION
T0183,orderflow.cvd,cvd_slope6_sign,spot,1h,LONG,24,8,0.625,-1.2536393803015846,0.26502275888294885,0.021772695774163724,True,NO_REPLICATION
T0184,context.btc_regime,regime_follow,spot,1h,LONG,4,8,0.0,-7.816493288677634,2.6957810405875464e-14,0.021641000397611514,True,NO_REPLICATION
T0185,context.btc_regime,regime_follow,spot,1h,LONG,12,8,0.125,-1.7415567974341057,0.11140155412043731,0.02414848442515219,True,NO_REPLICATION
T0186,context.btc_regime,regime_follow,spot,1h,LONG,24,8,0.625,0.5575632062290331,0.6279414058335145,0.024958026365176505,False,NO_REPLICATION
T0187,trend.ema_20_50_spread,ema_10_30,spot,4h,LONG,3,8,0.25,-2.5116170580578334,0.01912073197869237,0.026573783104981413,True,NO_REPLICATION
T0188,trend.ema_20_50_spread,ema_10_30,spot,4h,LONG,6,8,0.625,-0.30718149252949833,0.7988693425426893,0.036810785926070504,False,NO_REPLICATION
T0189,trend.ema_20_50_spread,ema_20_50,spot,4h,LONG,3,8,0.125,-1.879320041605719,0.08402561716482213,0.03738339324702403,True,NO_REPLICATION
T0190,trend.ema_20_50_spread,ema_20_50,spot,4h,LONG,6,8,0.625,0.741712684888261,0.5155728911002517,0.03592065883708835,False,NO_REPLICATION
T0191,trend.ema_20_50_spread,ema_50_200,spot,4h,LONG,3,8,0.25,-2.902703853073129,0.006465214779056083,0.028747922168764185,True,NO_REPLICATION
T0192,trend.ema_20_50_spread,ema_50_200,spot,4h,LONG,6,8,0.625,0.13590276714202065,0.9046727162925055,0.04533937616914209,True,NO_REPLICATION
T0193,trend.ema_50_200_regime,ema_10_30,spot,4h,LONG,3,8,0.25,-2.5116170580578334,0.01912073197869237,0.026573783104981413,True,NO_REPLICATION
T0194,trend.ema_50_200_regime,ema_10_30,spot,4h,LONG,6,8,0.625,-0.30718149252949833,0.7988693425426893,0.036810785926070504,False,NO_REPLICATION
T0195,trend.ema_50_200_regime,ema_20_50,spot,4h,LONG,3,8,0.125,-1.879320041605719,0.08402561716482213,0.03738339324702403,True,NO_REPLICATION
T0196,trend.ema_50_200_regime,ema_20_50,spot,4h,LONG,6,8,0.625,0.741712684888261,0.5155728911002517,0.03592065883708835,False,NO_REPLICATION
T0197,trend.ema_50_200_regime,ema_50_200,spot,4h,LONG,3,8,0.25,-2.902703853073129,0.006465214779056083,0.028747922168764185,True,NO_REPLICATION
T0198,trend.ema_50_200_regime,ema_50_200,spot,4h,LONG,6,8,0.625,0.13590276714202065,0.9046727162925055,0.04533937616914209,True,NO_REPLICATION
T0199,trend.ema_slope,default,spot,4h,LONG,3,8,0.125,-3.0666644266823235,0.003976395307050184,0.02151899684903156,False,NO_REPLICATION
T0200,trend.ema_slope,default,spot,4h,LONG,6,8,0.625,-0.3438519056892909,0.7728836731715341,0.039436973205406005,False,NO_REPLICATION
T0201,trend.adx_dmi,adx14_threshold20,spot,4h,LONG,3,8,0.125,-4.0221664813118565,0.00013144435717629064,0.02124146777533852,True,NO_REPLICATION
T0202,trend.adx_dmi,adx14_threshold20,spot,4h,LONG,6,8,0.375,-1.2624945722625398,0.26189642704500743,0.050504071876094056,False,NO_REPLICATION
T0203,trend.kaufman_er,er10_threshold0.3,spot,4h,LONG,3,8,0.25,-2.2684102906524144,0.03493420855441921,0.022575133698556443,False,NO_REPLICATION
T0204,trend.kaufman_er,er10_threshold0.3,spot,4h,LONG,6,8,0.25,-1.2615065345897014,0.2619122971110017,0.0466149832567165,False,NO_REPLICATION
T0205,trend.donchian,donchian_20,spot,4h,LONG,3,8,0.375,-1.4394121269081561,0.19839730634209918,0.0348913598364812,False,NO_REPLICATION
T0206,trend.donchian,donchian_20,spot,4h,LONG,6,8,0.375,0.5399714225158577,0.6382113486499541,0.0810717978798083,False,NO_REPLICATION
T0207,trend.donchian,donchian_48,spot,4h,LONG,3,8,0.5,0.6551191343699113,0.5680417056076781,0.05141834111469962,False,NO_REPLICATION
T0208,trend.donchian,donchian_48,spot,4h,LONG,6,8,0.5,1.115084415830314,0.32511336998031365,0.08779355244924578,False,NO_REPLICATION
T0209,trend.donchian,donchian_55,spot,4h,LONG,3,8,0.5,0.7172430297701311,0.5300749760898184,0.041992380391912734,False,NO_REPLICATION
T0210,trend.donchian,donchian_55,spot,4h,LONG,6,8,0.5,1.398423008783976,0.21201946163402588,0.09384105099805437,False,NO_REPLICATION
T0211,momentum.roc,roc_6,spot,4h,LONG,3,8,0.125,-4.301391063360265,4.086997239571029e-05,0.025739640581344318,True,NO_REPLICATION
T0212,momentum.roc,roc_6,spot,4h,LONG,6,8,0.25,-1.910492940057502,0.07868712082335047,0.02071595831779924,True,NO_REPLICATION
T0213,momentum.roc,roc_12,spot,4h,LONG,3,8,0.125,-2.989635317796201,0.005053655563171795,0.0261717173010444,True,NO_REPLICATION
T0214,momentum.roc,roc_12,spot,4h,LONG,6,8,0.5,-1.2876478234140876,0.25188922025488925,0.03927411452231048,False,NO_REPLICATION
T0215,momentum.roc,roc_24,spot,4h,LONG,3,8,0.25,-2.2559440645310356,0.03579932605423912,0.023270514137400108,True,NO_REPLICATION
T0216,momentum.roc,roc_24,spot,4h,LONG,6,8,0.5,-0.043922823036987316,0.9691777173403126,0.034743689002359565,False,NO_REPLICATION
T0217,momentum.rsi,rsi_7_30_70,spot,4h,LONG,3,8,0.25,-3.164644355887739,0.002925077438752794,0.045662068278337846,True,NO_REPLICATION
T0218,momentum.rsi,rsi_7_30_70,spot,4h,LONG,6,8,0.5,-1.1069318457457313,0.32835375380871323,0.030574719823081097,False,NO_REPLICATION
T0219,momentum.rsi,rsi_14_30_70,spot,4h,LONG,3,8,0.375,-0.8056522737930691,0.48026040411751064,0.03680413187622979,False,NO_REPLICATION
T0220,momentum.rsi,rsi_14_30_70,spot,4h,LONG,6,8,0.375,0.3841566033433627,0.7463385728937596,0.025102283568081758,False,NO_REPLICATION
T0221,momentum.rsi,rsi_21_30_70,spot,4h,LONG,3,8,0.375,-0.45644442014098346,0.6980591961688284,0.04802415526868114,False,NO_REPLICATION
T0222,momentum.rsi,rsi_21_30_70,spot,4h,LONG,6,8,0.5,0.2953447312340376,0.8062152028612927,0.035390471579821274,False,NO_REPLICATION
T0223,volatility.atr_natr,natr14_filter,spot,4h,LONG,3,8,0.125,-2.3768853743603175,0.026794140916235987,0.02643304432688754,True,NO_REPLICATION
T0224,volatility.atr_natr,natr14_filter,spot,4h,LONG,6,8,0.25,-0.6117280204572108,0.59314721034338,0.04510475740279398,False,NO_REPLICATION
T0225,volatility.bollinger_bandwidth,bb20_2s_filter,spot,4h,LONG,3,8,0.125,-4.1616098546045555,7.391649643051375e-05,0.021862115755616564,True,NO_REPLICATION
T0226,volatility.bollinger_bandwidth,bb20_2s_filter,spot,4h,LONG,6,8,0.5,-0.8403042777701502,0.46115772525144594,0.05567005683318609,False,NO_REPLICATION
T0227,volatility.realized_percentile,rv20_p100_filter,spot,4h,LONG,3,8,0.25,-2.185000395896652,0.042571602345470666,0.031101303179347617,True,NO_REPLICATION
T0228,volatility.realized_percentile,rv20_p100_filter,spot,4h,LONG,6,8,0.5,0.13489061961919677,0.9046727162925055,0.04122935134895638,False,NO_REPLICATION
T0229,volume.rvol,rvol20_filter,spot,4h,LONG,3,8,0.25,-2.31521568567601,0.03127696211406822,0.03153437213352908,False,NO_REPLICATION
T0230,volume.rvol,rvol20_filter,spot,4h,LONG,6,8,0.25,-0.8409187007266901,0.46115772525144594,0.06383180262080339,False,NO_REPLICATION
T0231,volume.vwap_deviation,vwap_dev20_reversal,spot,4h,LONG,3,8,0.0,-4.483458050886255,1.8470951600226363e-05,0.023436676986333,True,NO_REPLICATION
T0232,volume.vwap_deviation,vwap_dev20_reversal,spot,4h,LONG,6,8,0.25,-1.8118938250550138,0.09680955960341134,0.027732464635891796,True,NO_REPLICATION
T0233,orderflow.taker_ratio,ratio_sign,spot,4h,LONG,3,8,0.125,-3.855800718397425,0.0002509687798178393,0.01987834114276163,True,NO_REPLICATION
T0234,orderflow.taker_ratio,ratio_sign,spot,4h,LONG,6,8,0.375,-1.2672045434722106,0.26018238426726764,0.02280826121320526,False,NO_REPLICATION
T0235,orderflow.cvd,cvd_slope6_sign,spot,4h,LONG,3,8,0.125,-3.4323680980226214,0.0011898592939537493,0.024995963692637558,True,NO_REPLICATION
T0236,orderflow.cvd,cvd_slope6_sign,spot,4h,LONG,6,8,0.5,-1.1524591955844876,0.30829855731540745,0.02093414843970332,True,NO_REPLICATION
T0237,context.btc_regime,regime_follow,spot,4h,LONG,3,8,0.625,0.098378246022089,0.9314989032311892,0.026063431452024055,True,NO_REPLICATION
T0238,context.btc_regime,regime_follow,spot,4h,LONG,6,8,0.625,0.8886291793168188,0.43742518340368836,0.02634955100412808,False,NO_REPLICATION
T0239,context.market_breadth,breadth_0.4_0.6,spot,4h,LONG,3,8,0.25,-1.0310184984851347,0.367453028075972,0.037297866272742744,False,NO_REPLICATION
