trial_id,feature_id,variant,market,timeframe,side,horizon_bars,valid_fold_count,positive_fold_fraction,aggregate_hac_t,fdr_q_value,max_top_symbol_share_abs,catastrophic_reversal,temporal_replication
T0043,trend.donchian,donchian_48,spot,15m,LONG,48,8,0.125,-6.8567033646024615,2.527077884548725e-11,0.027900282516895,True,NO_REPLICATION
T0044,trend.donchian,donchian_48,spot,15m,LONG,96,8,0.25,-2.5373126378239896,0.0179641478343652,0.05873344333135407,True,NO_REPLICATION
T0045,trend.donchian,donchian_55,spot,15m,LONG,4,8,0.0,-32.39866440520297,2.0144701590570714e-226,0.02465545161784308,True,NO_REPLICATION
T0046,trend.donchian,donchian_55,spot,15m,LONG,16,8,0.0,-15.261753008511867,1.6720591548087834e-51,0.02744919775538797,True,NO_REPLICATION
T0047,trend.donchian,donchian_55,spot,15m,LONG,48,8,0.125,-6.709047220313022,6.923886761820161e-11,0.033213944803646755,True,NO_REPLICATION
T0048,trend.donchian,donchian_55,spot,15m,LONG,96,8,0.25,-2.779357542405161,0.00928210444177932,0.06250465981615581,True,NO_REPLICATION
T0049,momentum.roc,roc_6,spot,15m,LONG,4,8,0.0,-57.68950524306963,0.0,0.02149047410385206,True,NO_REPLICATION
T0050,momentum.roc,roc_6,spot,15m,LONG,16,8,0.0,-16.82319944718524,1.9268752139867388e-62,0.021345115801960943,True,NO_REPLICATION
T0051,momentum.roc,roc_6,spot,15m,LONG,48,8,0.0,-6.269571755026645,1.1785379296083406e-09,0.02241784226205315,True,NO_REPLICATION
T0052,momentum.roc,roc_6,spot,15m,LONG,96,8,0.375,-2.8028138300762717,0.008650049285514314,0.022844899615090893,True,NO_REPLICATION
T0053,momentum.roc,roc_12,spot,15m,LONG,4,8,0.0,-57.22769458463608,0.0,0.020643928070693946,True,NO_REPLICATION
T0054,momentum.roc,roc_12,spot,15m,LONG,16,8,0.0,-17.196850288007905,3.501168943485291e-65,0.02162020060035418,True,NO_REPLICATION
T0055,momentum.roc,roc_12,spot,15m,LONG,48,8,0.0,-6.411032962763218,4.834082799828919e-10,0.019674671612317417,True,NO_REPLICATION
T0056,momentum.roc,roc_12,spot,15m,LONG,96,8,0.375,-2.4626102830757346,0.021507562690910382,0.023768457766385222,True,NO_REPLICATION
T0057,momentum.roc,roc_24,spot,15m,LONG,4,8,0.0,-56.54810495513787,0.0,0.021101211211430083,True,NO_REPLICATION
T0058,momentum.roc,roc_24,spot,15m,LONG,16,8,0.0,-17.119176282250496,1.3042090148572295e-64,0.020135640102021908,True,NO_REPLICATION
T0059,momentum.roc,roc_24,spot,15m,LONG,48,8,0.0,-6.214560423889972,1.669192996334065e-09,0.02170803241713876,True,NO_REPLICATION
T0060,momentum.roc,roc_24,spot,15m,LONG,96,8,0.125,-2.573048933475009,0.016502822741017595,0.026437437224983686,True,NO_REPLICATION
T0061,momentum.rsi,rsi_7_30_70,spot,15m,LONG,4,8,0.0,-28.8649373439954,8.70316429353222e-181,0.025009696290677372,True,NO_REPLICATION
T0062,momentum.rsi,rsi_7_30_70,spot,15m,LONG,16,8,0.0,-8.971931731010644,1.2782227657076954e-18,0.024513441472559856,True,NO_REPLICATION
T0063,momentum.rsi,rsi_7_30_70,spot,15m,LONG,48,8,0.25,-2.566971352818652,0.016698396301017306,0.030514678108941696,True,NO_REPLICATION
T0064,momentum.rsi,rsi_7_30_70,spot,15m,LONG,96,8,0.375,-1.9885923312591047,0.06632010159708254,0.02319983205937881,True,NO_REPLICATION
T0065,momentum.rsi,rsi_14_30_70,spot,15m,LONG,4,8,0.125,-12.82402877835685,1.1072991405467248e-36,0.032965639004008104,True,NO_REPLICATION
