market,symbol,asset_base,classification,evidence,evidence_source,classification_version,primary_crypto_eligible,all_tradable_usdt_diagnostic
spot,SEUR,SEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SFDUSD,SFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SFPBTC,SFPBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SFPBUSD,SFPBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SFPUSDT,SFP,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SHELLBNB,SHELLBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHELLBTC,SHELLBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHELLFDUSD,SHELLFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHELLTRY,SHELLTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHELLUSDC,SHELLUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHELLUSDT,SHELL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SHIBAUD,SHIBAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBBRL,SHIBBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBBUSD,SHIBBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBDOGE,SHIBDOGE,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBEUR,SHIBEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBFDUSD,SHIBFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBGBP,SHIBGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBJPY,SHIBJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBRUB,SHIBRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBTRY,SHIBTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBTUSD,SHIBTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBUAH,SHIBUAH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBUSDC,SHIBUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SHIBUSDT,SHIB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SIGNBNB,SIGNBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SIGNFDUSD,SIGNFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SIGNTRY,SIGNTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SIGNUSDC,SIGNUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SIGNUSDT,SIGN,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SKHYBUSDT,SKHYB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SKLBTC,SKLBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKLBUSD,SKLBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKLTRY,SKLTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKLUSDC,SKLUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKLUSDT,SKL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SKYBNB,SKYBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKYBTC,SKYBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKYETH,SKYETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKYTRY,SKYTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKYUSDC,SKYUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SKYUSDT,SKY,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SLFBTC,SLFBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLFTRY,SLFTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLFUSDC,SLFUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLFUSDT,SLF,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SLPBIDR,SLPBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLPBNB,SLPBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLPBUSD,SLPBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLPETH,SLPETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLPTRY,SLPTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SLPUSDT,SLP,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SMHBUSDT,SMHB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SNDKBUSDT,SNDKB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SNGLSBTC,SNGLSBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNGLSETH,SNGLSETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNMBTC,SNMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNMBUSD,SNMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNMETH,SNMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNTBTC,SNTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNTBUSD,SNTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNTETH,SNTETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNTUSDT,SNT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SNXBNB,SNXBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXBTC,SNXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXBUSD,SNXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXETH,SNXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXTRY,SNXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXUSDC,SNXUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SNXUSDT,SNX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SNXXBUSDT,SNXXB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOLARS,SOLARS,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLAUD,SOLAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLBIDR,SOLBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLBNB,SOLBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLBRL,SOLBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLBTC,SOLBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLBUSD,SOLBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLETH,SOLETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLEUR,SOLEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLFDUSD,SOLFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLGBP,SOLGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLIDR,SOLIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLJPY,SOLJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLMXN,SOLMXN,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLRUB,SOLRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLTRY,SOLTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLTUSD,SOLTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLU,SOLU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLUSD,SOLUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLUSD1,SOLUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLUSDC,SOLUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLUSDT,SOL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOLVBNB,SOLVBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLVFDUSD,SOLVFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLVTRY,SOLVTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLVUSDC,SOLVUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOLVUSDT,SOLV,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOMIBNB,SOMIBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOMIFDUSD,SOMIFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOMITRY,SOMITRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOMIUSDC,SOMIUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOMIUSDT,SOMI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOPHBNB,SOPHBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOPHFDUSD,SOPHFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOPHTRY,SOPHTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOPHUSDC,SOPHUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SOPHUSDT,SOPH,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOXLBUSDT,SOXLB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SOXSBUSDT,SOXSB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SPARTABNB,SPARTABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPCXBUSDT,SPCXB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SPELLBNB,SPELLBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPELLBTC,SPELLBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPELLBUSD,SPELLBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPELLTRY,SPELLTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPELLUSDT,SPELL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SPKBNB,SPKBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPKFDUSD,SPKFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPKTRY,SPKTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPKUSDC,SPKUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SPKUSDT,SPK,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SPYBUSDT,SPYB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SRMBIDR,SRMBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SRMBNB,SRMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SRMBTC,SRMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SRMBUSD,SRMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SRMUSDT,SRM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SSVBTC,SSVBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SSVBUSD,SSVBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SSVETH,SSVETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SSVTUSD,SSVTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SSVUSDC,SSVUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SSVUSDT,SSV,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STEEMBNB,STEEMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STEEMBTC,STEEMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STEEMBUSD,STEEMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STEEMETH,STEEMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STEEMUSDC,STEEMUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STEEMUSDT,STEEM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STGBTC,STGBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STGBUSD,STGBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STGUSDT,STG,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STMXBNB,STMXBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STMXBTC,STMXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STMXBUSD,STMXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STMXETH,STMXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STMXTRY,STMXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STMXUSDT,STMX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STOBNB,STOBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STOFDUSD,STOFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORJBTC,STORJBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORJBUSD,STORJBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORJETH,STORJETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORJTRY,STORJTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORJUSDT,STORJ,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STORMBNB,STORMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORMBTC,STORMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORMETH,STORMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STORMUSDT,STORM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STOTRY,STOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STOUSDC,STOUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STOUSDT,STO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STPTBNB,STPTBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STPTBTC,STPTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STPTBUSD,STPTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STPTUSDT,STPT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STRATBNB,STRATBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRATBTC,STRATBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRATBUSD,STRATBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRATETH,STRATETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRATUSDT,STRAT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STRAXBTC,STRAXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRAXBUSD,STRAXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRAXETH,STRAXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRAXTRY,STRAXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRAXUSDT,STRAX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STRKBTC,STRKBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRKFDUSD,STRKFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRKTRY,STRKTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRKUSDC,STRKUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STRKUSDT,STRK,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,STRY,STRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXBNB,STXBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXBTC,STXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXBUSD,STXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXFDUSD,STXFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXTRY,STXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXUSDC,STXUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,STXUSDT,STX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUBBTC,SUBBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUBETH,SUBETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIBNB,SUIBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIBRL,SUIBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIBTC,SUIBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIEUR,SUIEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIFDUSD,SUIFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIIDR,SUIIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIJPY,SUIJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUITRY,SUITRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUITUSD,SUITUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIU,SUIU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIUSD1,SUIUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIUSDC,SUIUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUIUSDT,SUI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUNBTC,SUNBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUNBUSD,SUNBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUNTRY,SUNTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUNUSDT,SUN,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUPERBTC,SUPERBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUPERBUSD,SUPERBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUPERFDUSD,SUPERFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUPERTRY,SUPERTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUPERUSDT,SUPER,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUSDBTC,SUSDBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUSDC,SUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUSDETH,SUSDETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,SUSDT,S,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUSDUSDT,SUSD,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,SUSHIBIDR,SUSHIBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
